,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
100287102,14.4070374877706,0.0572172601891994,0.409530214492263,0.139714380439884,0.888885663905943,0.970709145275668
653635,224.089777371914,-0.0241241541486592,0.117835594597892,-0.204727223815365,0.837785249357818,0.947706859529726
102466751,8.51872402657575,0.153168765395271,0.537036404489816,0.285211140464082,0.775482385820811,0.916596531932288
100996442,29.7441027958252,0.240093863678384,0.27914435748691,0.860106454738718,0.38973036345286,0.657814989355961
729737,107.289877501503,-0.25058561438789,0.158758854776114,-1.57840401873188,0.114472822565639,0.317667898418824
102725121,9.25906462898024,0.253247713184309,0.517327589868725,0.489530653581752,0.624466058153731,0.832683952853979
102723897,206.23761428012,0.00286309775514682,0.123496053453177,0.0231837186297807,0.981503725769213,1
112268260,8.0135365691659,0.705577549156978,0.514699240613804,1.3708540706521,0.170420451415616,0.408227222798601
100132287,77.8512467446417,-0.291334746977083,0.190023186110743,-1.5331536795057,0.125237994133628,0.336612773178178
113219467,3891.17658778073,-0.0180987703900113,0.0732753218474037,-0.246996805114034,0.804910696638472,0.931289492714994
100133331,80.8755880222675,-0.405192256125592,0.187877887957144,-2.15667879031097,0.0310307006925839,0.130689679405634
107984841,20.274605875882,-0.0872975613985229,0.350281097905123,-0.24922144506401,0.803189491913479,0.930213852119898
107984847,23.6287396081826,-0.445021561544976,0.315272010093525,-1.41154795635985,0.158083105614849,0.389438147498585
100288069,40.0829075771331,-0.150407904292901,0.255264023573925,-0.58922484330951,0.555710453818754,0.78686975216823
105378580,27.0113628210101,1.07720042744854,0.313711066972803,3.43373422507256,0.000595327607120951,0.0054969029630551
400728,13.9189781910534,0.437533399824352,0.422292164104931,1.03609168489244,0.300159371068888,0.568608382799584
79854,35.5529502954595,0.0702275605827117,0.289237033093863,0.242802796832457,0.808158168838983,0.933144025495785
643837,279.962377840228,0.464731770805468,0.102111443853215,4.55122122720662,5.33354313025828e-06,8.84869697648084e-05
284600,117.375198295918,0.178673256252133,0.149222661845108,1.1973600661111,0.23116624165816,0.489697269918337
100130417,57.5968303914552,0.218629146597159,0.235152855451839,0.929732050997511,0.352509835344499,0.623506833470139
107985728,136.285088315389,-0.0899466129380523,0.163364882652308,-0.550587197675079,0.581916686960213,0.80379494236372
148398,489.91528216192,-0.255903829575043,0.0901795269448011,-2.83771536894047,0.00454376813206362,0.0300189698103436
26155,2890.61455143481,-0.100396863344675,0.0599051408443818,-1.67593067856197,0.0937517717259531,0.278835823449431
339451,331.206753814078,0.182133520901836,0.105312167286705,1.72946322912518,0.0837262220653776,0.257726355835718
84069,82.2198989587238,-0.117700715591764,0.166926371083087,-0.705105579352578,0.480744534663126,0.73410919486075
84808,15.8549165658211,0.0446324348609616,0.387501449588037,0.115180046186696,0.908302414241964,0.977765142562465
57801,246.964015923537,0.594203836843311,0.127886877122441,4.64632376842239,3.37902537139114e-06,5.85785726493511e-05
9636,305.966416994899,0.0831105102191854,0.116606672410025,0.712742319984426,0.476005223747504,0.730909500213277
375790,1616.89229155955,-0.143579854322357,0.0887483980228785,-1.61783037802377,0.105699157717228,0.301328319864499
54991,198.568576971405,-0.158684810252459,0.12017546534937,-1.3204426526757,0.186687270903994,0.430287254360906
7293,7.7113415335307,0.746002089475539,0.638593664774185,1.16819525564716,0.242728013783561,0.503472164567899
51150,1726.43438332149,-0.100429116668351,0.0679565243821704,-1.47784362990024,0.139449637284992,0.359969457769839
126792,358.844331133485,-0.0353683281682686,0.0999365001694988,-0.353908012670862,0.723407821940246,0.891182210623404
388581,7.12713879981242,0.51549789779401,0.625005167209788,0.824789817491187,0.409490928608735,0.674615004588531
118424,725.802542385735,-0.172873162516421,0.0671804920504734,-2.57326430992109,0.0100744238037494,0.0565774031522177
101928895,26.0100215300006,0.0925382028632779,0.297662793411788,0.310882666263432,0.755889822315731,0.908024984781544
6339,32.7015922312619,0.364704835015781,0.272799347240306,1.3368977554573,0.181256013598707,0.422122734579125
116983,279.854203895698,0.0520692598118647,0.112194587034901,0.46409778927808,0.642577685569669,0.845968486668107
126789,232.034727298098,-0.0404918716085518,0.129923400804725,-0.311659572931063,0.755299254783275,0.907839750972952
54973,941.59667767708,-0.120651138719982,0.0764601419029484,-1.57796121897244,0.114574519395173,0.317850737350071
80772,207.362505970931,-0.218584564843658,0.125789861673605,-1.73769620170848,0.0822643583571791,0.254225727698594
83756,33.3296544897211,0.124958067675846,0.302934329517202,0.412492264825175,0.679978649117053,0.864931282539834
1855,1043.18307994326,-0.131786098706252,0.0778922040237011,-1.69190357825992,0.0906643596324311,0.271870559492385
54587,53.1672031562795,0.0662305702080359,0.246667226991634,0.268501701729035,0.788313165157265,0.922698133690985
54998,1384.45705909585,0.00692534444410501,0.067401457271081,0.102747696036483,0.918163217972622,0.980916208273623
81669,1746.19856140603,0.19867625388729,0.0524583887394478,3.78731140359805,0.000152286194465738,0.00172080491671278
148413,254.972548009272,0.0862032501686112,0.105053119412174,0.820568210167982,0.411892261525717,0.677028835796715
55052,923.82052167502,0.0185113824897755,0.0623232750448664,0.297021978970926,0.766449729147701,0.913805245755761
107984868,12.8927711299725,3.39095027547323,1.10134411261883,3.07891987310856,0.00207752549824352,0.0157960426185054
441869,5.78178477931619,1.61205480717538,1.23499569089975,1.30531209060408,0.191786598719309,0.437193035376069
102724312,8.18305115976387,0.295862194350807,0.520078119660499,0.568880295413971,0.569437378431608,0.794767854541859
107985729,10.2818515907039,-0.274312166059106,0.474662387358268,-0.577910054314161,0.563324846853651,0.791275730443583
64856,344.706574348287,0.0320938420513157,0.0933773491608591,0.343700504883988,0.731071531442591,0.895930722807872
219293,92.7801116977191,-0.322555796639858,0.164806136053856,-1.95718317511219,0.0503259361987115,0.183710882048021
83858,1546.42214324441,-0.16457049597714,0.0681244801950925,-2.41573213484857,0.0157036090658238,0.0792637100189092
55210,1240.86366022027,-0.122506254939793,0.072165135171081,-1.69758228331962,0.0895866289759378,0.269640867680713
339453,6.12367926244932,-0.0752625791762041,0.728867476383325,-0.103259620733334,0.917756922240986,0.980916208273623
29101,1607.16571133827,-0.150927896702797,0.0583698684523906,-2.58571589596611,0.00971769927279123,0.0549740591110866
643988,153.942556715635,0.106335505357823,0.129432535188279,0.821551592133634,0.411332149634438,0.676547191704354
105378586,7.15952776332249,0.304545833583091,0.593207227902533,0.513388609002467,0.607679512090754,0.822394745501786
142678,187.842894660308,0.184270473744831,0.131373311398168,1.40264770510611,0.160721918723854,0.393970657440743
8510,26.8081061161633,-0.236182461295444,0.314368481807443,-0.751291795976259,0.452477065491306,0.712187682256092
984,862.151817104619,0.013115635348486,0.0760422377686609,0.172478292766541,0.863061525478877,0.958645238412027
728661,657.594204106861,-0.0309933534069012,0.0840997029880514,-0.368531068549727,0.712477283376896,0.884362731572838
728642,670.597378689563,0.00436194769225869,0.0847517499013217,0.0514673466605398,0.958953120942876,0.996965683306856
9906,286.072051271631,0.134100911435808,0.106820662988362,1.25538362788872,0.209339529797788,0.460837714902075
112268218,39.9910495412207,-0.00299859597619953,0.24722322981289,-0.0121291028293296,0.990322613398343,1
65220,642.127572148135,0.0680673532661115,0.0734295206709795,0.926975317884824,0.353939349515135,0.625187197272903
2782,4130.2928086766,-0.118682961288799,0.0459556237646364,-2.58255576937958,0.00980715102279628,0.0553139686711949
