,RNA_S_C1,RNA_S_C2,RNA_S_C3,RNA_R_C1,RNA_R_C2,RNA_R_C3,RNA_S_T1,RNA_S_T2,RNA_S_T3,RNA_R_T1,RNA_R_T2,RNA_R_T3
100505785,25.6167307250645,18.2682682068201,24.3632922695405,6.4578409521237,4.39128340600159,7.8326456418643,23.446745877385,12.7942537887811,20.1970988495771,3.75642292771459,4.80506085612222,6.8604382015941
3428,7.319065921447,17.3067804064612,18.0076508079212,0,0,1.11894937740919,16.2323625304973,15.7467738938844,12.5029659545001,0.939105731928648,0.961012171224444,1.96012520045546
8407,179.317115075451,168.260365062817,190.669243848578,942.84477901006,923.267336111835,973.485958345992,235.369256692211,211.597274199072,239.479886359271,1022.6861420703,924.493708717915,938.899971018164
57549,24.7018474848836,30.7676096114865,28.6003865772867,26.9076706338487,23.0542378815084,17.903190038547,25.250341714107,16.7309472622522,21.1588654614617,14.0865859789297,17.29821908204,15.6810016036437
93183,207.678495521059,177.875243066406,226.68454546442,135.614659994598,193.21646986407,194.697191669198,157.814635713169,163.372779149051,167.347390467924,220.689847003232,172.9821908204,181.31158104213
93185,180.231998315632,199.989462474662,185.372875963895,311.052672527292,283.237779687103,222.670926104428,259.717800487957,215.533967672543,224.091620569117,292.06188262981,282.537578339987,292.058654867863
729867,46.6590452492246,32.6905852122044,43.4302166543983,47.3575003155738,38.4237298025139,51.4716713608225,84.7690043259305,80.7022162061577,74.056029115116,69.49382416272,65.3488276432622,67.6243194157133
8682,795.03353571718,821.110581506546,791.277361971598,798.619664412631,725.659582841763,747.458184109336,1116.42582293087,1053.06550415352,1021.39614182147,933.471097537076,937.947879115057,951.640784821125
50717,1720.89537478023,1659.52794341955,1795.46871290744,1512.2110896223,1452.41698653503,1450.1583931223,1622.33445513137,1576.64573612518,1554.21484480555,1421.80607813997,1377.13044136463,1467.15371254091
100287049,25.6167307250645,24.9986828093328,29.6596601542232,37.6707388873882,31.8368046935115,21.2600381707745,36.0719167344385,47.2403216816533,30.7765315803079,26.2949604940021,34.59643816408,33.3221284077428
5824,1257.04957200852,1216.28206745408,1255.2391886698,878.266369488823,898.017456527326,859.353121850255,1218.32898770566,1301.0771929822,1326.2761577889,941.923049124434,966.778244251791,864.415213400857
107985219,41.1697458081394,41.343975415435,50.8451316929541,58.1205685691133,60.3801468325219,54.8285194930501,56.8132688567407,35.43024126124,53.8589302655389,58.2245553795762,43.2455477051,50.9632552118419
1314,2459.20614960619,2514.29059793866,2494.58927368556,2871.58661004434,2737.96520364199,2710.09539208505,2109.30533104629,2096.28927462337,2038.9452171954,2486.75197814706,2447.69800010866,2556.00326139392
474338,86.9139078171831,96.1487800358954,104.868084116718,52.7390344423435,77.9452804565283,52.5906207382317,64.0276522036284,56.0978819969633,93.2913613528085,70.4329298946486,89.3741319238733,53.9034430125251
23385,1421.72855524108,1378.77350571474,1413.07095163335,1240.9817696331,1169.17920684792,1183.84844129892,1283.25843782765,1263.67860498423,1248.37306222624,1108.1447636758,1147.44853244199,1195.67637227783
4807,2.74464972054262,2.88446340107686,7.41491503855581,2.1526136507079,1.0978208515004,1.11894937740919,15.3305646121364,9.84173368367777,12.5029659545001,10.3301630512151,4.80506085612222,4.90031300113865
105371466,9.14883240180875,4.80743900179477,8.47418861549235,0,0,1.11894937740919,12.6251708570535,8.85756031530999,9.61766611884623,0,0,0
57216,463.845802771703,416.324217555427,453.369090928841,20.449829681725,13.1738502180048,13.4273925289102,386.871306976853,289.346970300126,369.318378963695,15.964797442787,12.4931582259178,10.780688602505
50848,44.8292787688629,49.0358778183066,41.3116695005252,134.538353169244,149.303635804054,132.036026534284,55.9114709383797,60.0345754704344,54.8206968774235,131.474802470011,135.502716142647,164.650516838258
7391,637.67361840607,601.891363024705,532.814609199081,530.619264899497,459.986936778667,428.557611547718,708.813163831717,752.892626801349,742.483824374929,478.943923283611,531.439730687117,536.094242324568
257106,55.8078776510334,57.6892680215372,45.5487638082714,29.0602842845566,23.0542378815084,38.0442788319123,96.4923772646231,69.8763091541122,78.8648621745391,36.6251235452173,30.7523894791822,39.2025040091092
81607,6.40418268126612,6.73041460251267,1.05927357693654,0,0,0,9.01797918360963,12.7942537887811,13.4647325663847,1.8782114638573,0,0
126823,16.4678983232557,18.2682682068201,16.9483772309847,18.2972160310171,17.5651336240064,17.903190038547,15.3305646121364,16.7309472622522,9.61766611884623,22.5385375662876,27.8693529655089,23.5215024054655
5202,1095.11523849651,1084.5582388049,1109.05943505256,1195.77688296824,1103.3099557579,1199.51373258265,1534.86005705036,1463.46579876288,1400.33218690401,1222.7156629711,1212.79736008525,1270.16112989514
4817,423.590940203745,393.248510346812,422.650157197681,443.438412045827,418.269744421652,405.059674622125,536.569761424773,518.659365129819,506.851004463197,412.267416316676,424.767379681204,427.30729369929
9191,758.438206109945,774.959167089317,751.024966048009,806.153812190109,762.985491792777,762.004526015656,917.128482973099,924.138792897343,967.537211555931,827.352149829139,800.523138629962,762.488702977173
51506,796.863302197542,814.380166904034,823.055569279694,1085.99358678214,1036.34288381638,1035.0281741035,1051.49637280888,1082.59070520455,1034.86087438785,1098.75370635652,1174.35687323627,1119.23148946007
112543491,40.2548625679585,41.343975415435,32.8374808850329,52.7390344423435,38.4237298025139,45.8769244737766,36.0719167344385,37.3985879979755,34.6235980278464,32.8687006175027,40.3625111914266,37.2423788086537
27005,450.12255416899,438.438436963683,501.036401890985,558.6032423587,555.497350859201,497.932472947088,590.677636526431,570.820553653311,633.804197231967,569.098073548761,539.127828056913,550.795181327984
5498,134.487836306589,106.725145839844,103.808810539781,121.622671264996,126.249397922546,107.419140231282,185.770371182358,142.705138413328,181.773889646194,131.474802470011,135.502716142647,141.129014432793
8703,711.77916086072,664.388070048037,701.239107931992,769.559380128074,710.290090920758,713.889702787061,844.984649504222,826.705629428933,856.934051189199,793.544343479708,718.837104075884,822.272521591065
9507,5.48929944108525,5.76892680215372,5.29636788468272,6.4578409521237,6.58692510900239,5.59474688704593,15.3305646121364,16.7309472622522,12.5029659545001,11.2692687831438,15.3761947395911,11.7607512027327
4720,1412.57972283927,1433.5783103352,1391.88548009462,1187.16642836541,1125.26637278791,1122.30622554141,1582.65534672349,1699.66740717115,1644.62090632271,1202.9944426006,1183.00598277729,1180.97543327441
2207,5.48929944108525,4.80743900179477,5.29636788468272,3.22892047606185,2.1956417030008,2.23789875481837,18.0359583672193,14.7626005255167,24.0441652971156,12.2083745150724,12.4931582259178,10.780688602505
84134,320.209134063306,329.790315523121,329.434082427265,393.928298079546,398.508969094644,380.442788319123,313.825675589615,286.394450195023,304.880015967426,355.921072400958,345.9643816408,354.782661282438
9970,30.1911469259689,49.0358778183066,40.2523959235887,57.0442617437593,46.1084757630167,64.8990638897328,53.2060771832968,35.43024126124,48.0883305942312,51.6508152560756,56.6997181022422,70.5645072163965
6391,1203.07146083785,1221.08950645587,1208.6311512846,847.053471553559,855.20244331881,898.516350059576,1064.12154366594,1206.59654961889,1097.37570416036,916.567194362361,961.973183395668,914.398406012471
257177,38.4250960875967,36.5365364136402,44.4894902313348,35.5181252366803,31.8368046935115,34.6874306996848,36.0719167344385,30.5093744194011,24.0441652971156,28.1731719578594,32.6744138216311,35.2822536081982
100189091,53.0632279304907,61.535219222973,65.6749617700657,76.4177846001304,58.1845051295211,87.2780514379165,89.2779939177353,73.8130026275833,88.4825282933854,29.1122776897881,46.1285842187733,38.2224414088814
100189260,9.14883240180875,4.80743900179477,4.23709430774618,3.22892047606185,3.29346255450119,3.35684813222756,5.41078751016578,11.8100804204133,4.80883305942312,0,2.88303651367333,4.90031300113865
100189252,7.319065921447,2.88446340107686,4.23709430774618,4.3052273014158,1.0978208515004,5.59474688704593,9.01797918360963,9.84173368367777,4.80883305942312,1.8782114638573,3.84404868489778,4.90031300113865
100189385,113.445521782428,114.417048242715,99.5717162320351,109.783296186103,69.1627136445251,182.388748517697,210.118914978104,152.546872097005,144.264991782693,61.0418725753621,87.4521075814244,82.3252584191292
100189141,10.0637156419896,4.80743900179477,4.23709430774618,3.22892047606185,3.29346255450119,3.35684813222756,15.3305646121364,11.8100804204133,4.80883305942312,0,2.88303651367333,4.90031300113865
100189259,112.530638542248,113.455560442357,119.697914193829,102.249148408625,69.1627136445251,182.388748517697,209.217117059743,154.515218833741,158.691490960963,61.0418725753621,87.4521075814244,82.3252584191292
100189188,10.0637156419896,4.80743900179477,4.23709430774618,3.22892047606185,3.29346255450119,3.35684813222756,5.41078751016578,11.8100804204133,4.80883305942312,0,2.88303651367333,4.90031300113865
100189017,113.445521782428,113.455560442357,99.5717162320351,109.783296186103,69.1627136445251,181.269799140288,210.118914978104,152.546872097005,143.303225170809,61.0418725753621,87.4521075814244,82.3252584191292
100189039,10.0637156419896,4.80743900179477,4.23709430774618,3.22892047606185,3.29346255450119,3.35684813222756,5.41078751016578,11.8100804204133,4.80883305942312,0,2.88303651367333,4.90031300113865
3310,20.1274312839792,14.4223170053843,16.9483772309847,15.0682955549553,10.978208515004,12.308443151501,44.1880979996872,44.28780157655,47.1265639823465,15.964797442787,19.2202434244889,11.7607512027327
100189011,17.3827815634366,16.3452926061022,12.7112829232385,23.6787501577869,21.956417030008,43.6390257189583,19.8395542039412,22.6359874724589,21.1588654614617,22.5385375662876,27.8693529655089,23.5215024054655
3311,4.57441620090437,3.84595120143581,5.29636788468272,7.53414777747765,2.1956417030008,2.23789875481837,12.6251708570535,10.8259070520455,23.082398685231,3.75642292771459,4.80506085612222,3.92025040091092
127943,14.638131842894,26.9216584100507,27.5411130003501,13.9919887296013,7.68474596050279,8.95159501927349,24.348543795746,31.4935477877689,37.5088978635003,15.0256917108584,20.1812555957133,14.7009390034159
11266,512.33461450129,557.662924208193,534.933156352955,530.619264899497,554.399530007701,582.972625630186,601.499211546762,678.095450805398,639.574796903275,579.428236599976,596.78855833038,637.040690148024
102724329,0.914883240180875,1.92297560071791,3.17782073080963,3.22892047606185,1.0978208515004,2.23789875481837,11.7233729386925,20.6676407357233,17.3117990139232,13.1474802470011,4.80506085612222,6.8604382015941
22926,944.159503866663,869.184971524494,987.242973704859,925.623869804397,944.125932290342,980.199654610447,731.358111790741,755.845146906453,726.133791972891,823.595726901424,877.404112327917,806.591519987421
9722,30.1911469259689,25.9601706096917,40.2523959235887,2.1526136507079,0,1.11894937740919,17.1341604488583,17.71512063062,16.3500324020386,0,0,0
105371475,5.48929944108525,12.4993414046664,10.5927357693654,1.07630682535395,0,0,3.60719167344385,6.88921357857444,5.77059967130774,0.939105731928648,1.92202434244889,1.96012520045546
400793,38.4250960875967,54.8048046204604,37.074575192779,1.07630682535395,1.0978208515004,1.11894937740919,27.0539375508289,22.6359874724589,24.0441652971156,0,0.961012171224444,2.94018780068319
127933,2049.33845800516,2130.65696559544,2065.58347502626,2305.44921990816,2662.21556488846,2594.8436062119,1470.83240484673,1564.83565570477,1630.19440714444,2925.31435495774,3038.72048541169,2653.02945881646
6675,1147.26358318682,1149.93940922931,1076.22195416753,1638.13898818871,1698.32885727112,1758.98842128724,1066.82693742102,1218.40663003931,1205.09356469143,1883.84609824887,1798.05377236093,1797.43480881766
4921,7693.25316668098,7813.04986571686,7777.1866018681,3167.57098701667,3149.64802295464,3236.00159946737,4549.57049813106,4740.76311542758,4686.68869971377,2762.84906333408,2746.57278535946,2801.01891145085
51478,52.1483446903099,41.343975415435,60.378593885383,114.088523487519,98.8038766350358,85.0401526830981,74.8492272239599,84.6389096796288,79.8266287864237,136.170331129654,120.126521403055,124.467950228922
8490,67.7013597733847,58.6507558218962,61.4378674623195,19.3735228563711,19.7607753270072,21.2600381707745,49.598885509853,50.1928417867566,47.1265639823465,13.1474802470011,32.6744138216311,24.5015650056932
83540,386.080727356329,447.091827166913,451.250543774968,453.125173474013,494.019383175179,495.694574192269,270.539375508289,401.542734294053,390.477244425157,451.70985705768,482.428109954671,456.709171706122
5087,218.657094403229,248.06385249261,233.04018692604,2.1526136507079,1.0978208515004,0,165.930816978417,138.768444939857,139.45615872327,0,0,0
4259,300.081702779327,302.86865711307,283.885318618994,228.177046975037,286.531242241604,285.332091239342,266.932183834845,347.413199033825,350.083046726003,306.148468608739,306.562882620598,298.919093069457
223,1015.52039660077,966.295239360748,941.694209896587,727.58341393927,775.061521159281,688.153867106649,853.100830769471,1059.9547177321,956.9577788252,832.986784220711,807.250223828533,739.947263171935
54499,308.315651940955,327.867339922403,343.20463892744,275.534547290611,306.292017568611,299.878433145662,247.092629630904,304.109570825643,303.918249355541,283.609931042452,358.457539866718,300.879218269913
100147773,14.638131842894,6.73041460251267,10.5927357693654,4.3052273014158,7.68474596050279,5.59474688704593,15.3305646121364,10.8259070520455,20.1970988495771,9.39105731928648,8.64910954101999,10.780688602505
7371,2444.5680177633,2463.33174451964,2468.10743426215,2799.47405274562,2899.34486881255,2689.95430329168,2140.86825818893,2115.97274199072,2104.34534680356,2569.39328255678,2563.01946065559,2577.56463859893
100500832,70.4460094939273,82.68795083087,83.682612577987,97.9439211072094,100.999518338037,102.943342721645,55.9114709383797,51.1770151551244,67.3236628319236,84.5195158735783,98.0232414648933,84.2853836195847
112268276,0.914883240180875,1.92297560071791,2.11854715387309,10.7630682535395,20.8585961785076,11.1894937740919,4.50898959180482,6.88921357857444,3.84706644753849,16.9039031747157,19.2202434244889,15.6810016036437
57645,2214.9323244779,2160.46308740657,2183.16284206622,2453.97956180701,2474.4881992819,2503.08975726435,1940.66912031279,2024.44461873252,2040.86875041917,2443.55311447834,2522.65694946416,2498.17956798048
117143,340.336565347285,312.48353511666,319.900620234836,262.618865386364,299.705092459609,295.402635636025,317.432867263059,301.15705072054,329.885947876426,319.29594885574,354.61349118182,281.277966265358
5451,2062.14682336769,1883.55460090319,2018.97543764105,1089.2225072582,1119.77726853041,1155.87470686369,990.174114360338,956.616514053479,1058.90503968497,774.762228841135,823.587430739348,678.203319357588
107985224,0,1.92297560071791,0,2.1526136507079,1.0978208515004,1.11894937740919,9.91977710197059,8.85756031530999,12.5029659545001,4.69552865964324,8.64910954101999,7.84050080182183
8804,571.802025113047,558.624412008552,620.734316084815,802.924891714047,958.397603359847,919.776388230351,463.524130037535,594.440714494137,580.907033578313,1028.32077646187,1045.58124229219,910.47815561156
9019,2068.55100604896,2007.58652714949,2051.81291852609,1843.71359183132,1911.30610246219,1894.38129595375,1539.36904664216,1765.60702285179,1671.55037145548,1861.30756068258,1794.20972367604,1839.57750062745
55811,2.74464972054262,17.3067804064612,6.35564146161926,5.38153412676975,5.48910425750199,3.35684813222756,32.4647250609947,25.5885075775622,24.0441652971156,26.2949604940021,18.2592312532644,24.5015650056932
25874,395.229559758138,427.862071159734,408.879600697506,555.374321882638,625.757885355227,567.307334346457,492.381663425086,493.070857552256,488.577438837389,716.537673461558,711.149006706088,669.382755955539
55827,1305.53838373811,1274.93282327597,1347.39598986328,1820.03484167353,1793.83927135165,1872.00230840557,1058.71075615577,1162.30874804234,1159.89053393286,1585.21047549556,1599.12425291747,1441.67208493499
23432,163.764099992377,140.377218852407,144.06120646337,61.3494890451751,61.4779676840223,55.9474688704593,124.448112733813,90.5439498898355,129.838492604424,55.4072381837902,75.9199615267311,59.7838186138915
261726,769.416804992116,698.0401430606,798.692277010154,537.077105851621,614.779676840223,668.012778313284,611.418988648733,713.525692066638,720.363192301583,698.694664554914,714.032043219762,644.881190949846
375035,1892.89342393423,2001.81760034734,1893.98115556254,2807.0082005231,2862.01895986154,2957.38320449248,1282.35663990929,1334.53908750671,1306.07905893932,2967.57411289453,2990.66987685047,2869.62329346679
84832,133.572953066408,130.762340848818,138.764838578687,172.209092056632,206.390320082075,205.88668544329,73.947429305599,70.8604825224799,85.5972284577315,210.359683952017,247.941140175906,191.112207044407
481,37.5102128474159,46.1514144172298,44.4894902313348,87.1808528536699,84.5322055655306,92.8727983249624,33.3665229793556,46.2561483132855,30.7765315803079,119.266427954938,107.633363177138,100.946447823456
29922,84.1692580966405,93.2643166348185,91.0975276165428,93.6386938057936,99.9016974865362,97.3485958345992,63.1258542852674,85.6230830479966,83.6736952339622,120.205533686867,100.906277978567,104.866698224367
8548,273.550088814082,301.907169312711,327.315535273392,334.731422685078,322.759330341117,380.442788319123,266.030385916484,304.109570825643,291.415283401041,393.485301678103,361.340576380391,316.560219873556
105371605,4.57441620090437,6.73041460251267,3.17782073080963,1.07630682535395,9.88038766350358,3.35684813222756,15.3305646121364,18.6992939989878,6.73236628319236,19.7212203705016,11.5321460546933,8.82056340204956
57821,11.8934821223514,22.1142194082559,21.1854715387309,13.9919887296013,6.58692510900239,8.95159501927349,35.1701188160776,42.3194548398144,24.0441652971156,27.2340662259308,38.4404868489778,21.56137720501
10560,389.740260317053,424.977607758657,386.634855581838,447.743639347243,531.345292126193,523.668308627499,367.933550691273,396.621867452214,426.062609064888,656.434906618125,679.435605055682,549.815118727756
92342,87.828791057364,114.417048242715,100.630989808972,69.9599436480067,106.488622595539,104.062292099054,84.7690043259305,106.29072378372,107.717860531078,112.692687831438,91.2961562663222,97.0261974225452
55732,455.611853610076,482.666875780195,474.554562467572,407.920286809147,399.606789946145,352.469053883894,320.138261018142,370.049186506284,383.744878141965,393.485301678103,372.872722435084,353.80259868221
57147,290.932870377518,327.867339922403,298.715148696105,214.185058245436,247.00969158759,259.596255558931,232.663862937128,201.755540515394,207.741588167079,240.411067373734,257.551261888151,241.095399656021
22920,269.890555853358,280.754437704814,295.537327965296,127.004205391766,133.934143883049,133.154975911693,207.413521223022,220.454834514382,223.129853957233,152.135128572441,148.956886539789,161.710329037575
92344,174.742698874547,163.452926061022,168.42449873291,108.706989360749,148.205814952554,152.177115327649,183.064977427276,156.483565570477,186.582722705617,173.7345604068,145.112837854891,147.989452634387
5396,197.614779879069,187.490121069996,215.032536118118,0,0,0,135.269687754144,172.230339464361,145.226758394578,0,0,0
2329,30.1911469259689,34.6135608129223,31.7782073080963,32.2892047606185,24.1520587330088,27.9737344352296,28.8575333875508,27.5568543142978,29.8147649684233,25.3558547620735,24.9863164518355,24.5015650056932
7151,35.6804463670541,43.2669510161529,41.3116695005252,34.4418184113264,28.5433421390103,34.6874306996848,27.9557354691899,26.57268094593,36.5471312516157,36.6251235452173,34.59643816408,25.481627605921
23215,9572.42334201249,9352.39183409154,10248.4718568611,15615.0594222351,14030.1504821751,15842.0852853593,6418.09578497497,5863.70492873522,6170.69458185174,10247.5217468054,10577.8609686675,10898.2961145323
110806290,24.7018474848836,17.3067804064612,25.422565846477,0,0,0,9.01797918360963,7.87338694694222,15.388265790154,0,0.961012171224444,0
4653,25.6167307250645,28.8446340107686,18.0076508079212,16.1446023803092,16.467312772506,15.6652912837286,13.5269687754144,8.85756031530999,6.73236628319236,27.2340662259308,21.1422677669378,24.5015650056932
8674,172.912932394185,201.91243807538,201.261979617943,117.317443963581,153.694919210056,157.771862214695,110.019346040038,130.895057992914,155.806191125309,162.465291623656,149.917898711013,171.510955039853
51603,1135.37010106447,1246.0881892652,1185.32713259199,1566.02643089,1520.48187932805,1463.58578565122,1295.8836086847,1407.36791676592,1251.2583620619,1370.1552628839,1374.24740485095,1502.43596614911
26052,2696.16090881304,2763.31593823163,2782.7116866123,2046.05927499786,2485.4664077969,2584.77306181522,1564.61938835627,1504.80108023433,1670.58860484359,1836.89081165244,2047.91693687929,1607.30266437348
100628315,5030.02805451445,5124.72997591322,5452.08110049239,3913.45161698696,4552.66307117215,4726.4421701764,2534.95394851267,2481.10106165517,2741.03484387118,3888.83683591653,4171.75383528531,3471.38173000662
406996,56.7227608912142,44.2284388165119,52.9636788468272,41.975966188804,52.6954008720191,43.6390257189583,45.0898959180482,49.2086684183888,35.5853646397311,45.0770751325751,42.2845355338755,47.043004810931
100422882,33.8506798866924,24.9986828093328,37.074575192779,29.0602842845566,36.2280880995131,31.3305825674572,36.0719167344385,32.4777211561366,28.8529983565387,28.1731719578594,27.8693529655089,30.3819406070596
406977,72.2757759742891,82.68795083087,67.7935089239388,55.9679549184054,57.0866842780207,73.8506589090063,71.2420355505161,80.7022162061577,80.7883953983084,69.49382416272,71.1149006706088,66.6442568154856
102724528,21.0423145241601,20.191243807538,25.422565846477,39.8233525380961,55.9888634265203,64.8990638897328,18.9377562855802,13.7784271571489,16.3500324020386,40.3815464729319,42.2845355338755,47.043004810931
92346,28.3613804456071,26.9216584100507,12.7112829232385,64.578409521237,74.6518179020271,55.9474688704593,13.5269687754144,18.6992939989878,13.4647325663847,55.4072381837902,58.6217424446911,67.6243194157133
5279,451.952320649352,477.8594367784,497.858581160176,843.824551077497,913.386948448331,956.701717684854,374.2461361198,433.036282081822,425.100842453004,816.082881045995,799.562126458737,785.030142782411
51430,1796.83068371524,1803.7511134734,1806.06144867681,2733.81933639903,2934.47513606056,3089.41923102676,1041.57659570691,1197.73898930358,1240.67892933116,2426.64921130363,2561.09743631314,2262.96454392583
7292,88.7436742975448,94.2258044351775,124.994282078512,109.783296186103,122.955935368045,136.511824043921,46.8934917547701,62.9870955755377,62.5148297725005,77.0066700181491,101.867290149791,93.1059470216343
100506023,13.7232486027131,17.3067804064612,11.652009346302,19.3735228563711,10.978208515004,22.3789875481837,9.01797918360963,16.7309472622522,17.3117990139232,11.2692687831438,11.5321460546933,13.7208764031882
9588,3584.51253502867,3540.19808092167,3405.56454985099,6039.15759706101,6335.5241340088,6291.85234917185,3835.34654678918,4349.06211481721,4324.10268703327,6932.47851309728,6866.43196339865,6314.54333326726
730159,7.319065921447,4.80743900179477,13.7705565001751,11.8393750788934,4.39128340600159,5.59474688704593,6.31258542852674,8.85756031530999,5.77059967130774,2.81731719578594,14.4151825683667,6.8604382015941
339416,59.4674106117569,45.1899266168708,73.0898768086215,37.6707388873882,36.2280880995131,31.3305825674572,41.4827042446043,37.3985879979755,43.2794975348081,24.4167490301448,26.9083407942844,37.2423788086537
27252,346.740748028552,333.636266724557,356.975195427615,353.028638716096,354.596135034629,341.279560109802,254.307012977792,304.109570825643,258.715218596964,334.321640566599,320.978065188964,324.400720675378
91687,305.571002220412,325.944364321685,297.655875119169,424.064889189456,498.410666581181,476.672434776313,221.842287916797,243.090821986841,229.862220240425,463.918231572752,438.221550078346,464.549672507944
55157,1184.77379603423,1176.86106763936,1110.1187086295,865.350687584576,862.887189279313,811.23829862166,1061.41614991085,1141.64110730662,1074.29330547512,823.595726901424,819.743382054451,812.471895588787
100506046,178.402231835271,182.682682068201,164.187404425164,224.948126498976,247.00969158759,227.146723614065,211.922510814826,234.233261671531,226.015153792887,279.853508114737,252.746201032029,280.29790366513
60674,1247.90073960671,1273.97133547561,1227.69807566945,1601.54455612668,1884.95840202618,1907.80868848266,1425.74250892868,1774.4645831671,1515.74418033017,2143.9783859931,2122.8758862348,1985.60682806138
26769,54.8929944108525,51.9203412193835,49.7858581160176,58.1205685691133,91.119130674533,68.2559120219603,55.0096730200188,69.8763091541122,52.8971636536543,65.7374012350054,75.9199615267311,58.8037560136637
26802,126.253887144961,106.725145839844,92.1568011934793,89.3334665043778,143.814531546552,143.225520308376,98.295973101345,71.8446558908477,87.5207616815007,177.490983334514,200.851543785909,152.889765635526
26774,64.0418268126612,59.6122436222551,41.3116695005252,69.9599436480067,84.5322055655306,79.4454057960522,64.9294501219893,90.5439498898355,80.7883953983084,85.458621605507,108.594375348362,99.9663852232284
26770,53.0632279304907,71.1500972265626,50.8451316929541,48.4338071409277,80.1409221595291,74.9696082864155,32.4647250609947,33.4618945245044,43.2794975348081,92.0323617290075,103.78931449224,71.5445698166242
692198,44.8292787688629,33.6520730125634,25.422565846477,30.1365911099106,42.8150132085155,24.6168863030021,11.7233729386925,24.6043342091944,19.2353322376925,31.929594885574,24.0253042806111,40.1825666093369
26806,43.914395528682,55.7662924208193,55.0822260007003,65.6547163465909,85.630026417031,98.4675452120084,53.2060771832968,47.2403216816533,48.0883305942312,90.1541502651502,82.6470467253022,91.1458218211788
106635533,88.7436742975448,102.879194638408,87.9197068857331,101.172841583271,132.836323031548,145.463419063194,119.939123142008,136.800098203121,127.914959380655,169.978137479085,161.450044765707,132.308451030743
692197,26.5316139652454,32.6905852122044,20.1261979617943,22.6024433324329,41.7171923570151,27.9737344352296,12.6251708570535,20.6676407357233,20.1970988495771,50.711709524147,31.7134016504066,25.481627605921
692196,105.211572620801,110.57109704128,105.927357693654,138.84358047066,141.618889843551,158.890811592104,95.5905793462621,210.613100830704,100.985494247885,175.612771870657,174.904215162849,248.935900457843
692195,20.1274312839792,17.3067804064612,15.8891036540482,19.3735228563711,20.8585961785076,17.903190038547,20.7413521223022,20.6676407357233,11.5411993426155,23.4776432982162,22.1032799381622,24.5015650056932
619498,50.3185782099481,46.1514144172298,30.7189337311598,103.325455233979,80.1409221595291,76.0885576638246,69.4384397137942,81.6863895745255,66.361896220039,101.423419048294,98.9842536361177,94.086009621862
84614,987.159016155164,1026.86897078336,1074.10340701366,582.281992516487,598.312364067717,640.039043878054,593.383030281514,568.852206916575,604.951198875428,536.229372931258,533.361755029566,558.635682129806
149041,1474.79178317157,1526.84262697002,1495.6942906344,999.889040753819,1022.07121274687,1027.19552846163,866.627799544886,824.737282692197,914.640047902277,852.708004591212,916.805611348119,866.375338601312
105371620,1.82976648036175,0.961487800358954,1.05927357693654,1.07630682535395,1.0978208515004,1.11894937740919,10.8215750203316,15.7467738938844,12.5029659545001,3.75642292771459,5.76607302734666,3.92025040091092
9910,431.824889365373,430.746534560811,439.598534428666,635.02102695883,674.062002821244,732.911842203017,288.575333875508,288.362796931759,295.262349848579,460.161808645038,512.219487262629,485.130987112726
9293,10.9785988821705,11.5378536043074,11.652009346302,13.9919887296013,15.3694919210056,26.8547850578205,1.80359583672193,12.7942537887811,4.80883305942312,12.2083745150724,10.5711338834689,13.7208764031882
105371622,90.5734407779066,94.2258044351775,83.682612577987,96.8676142818555,109.78208515004,106.300190853873,75.7510251423209,89.5597765214677,82.7119286220776,94.8496789247935,108.594375348362,92.1258844214065
27101,3247.8355026421,3259.44364321685,3388.61617262,3553.96513731874,3724.90614914085,3980.10293544447,3297.87498744604,3726.0803726404,3695.10732286072,4179.02050708248,4210.19432213429,4059.41929014325
63931,314.719834622221,337.482217925993,352.738101119869,292.755456496274,316.172405232115,306.592129410117,377.853327793244,407.44777450426,374.127212023118,368.12944691603,432.455477051,325.380783275606
64326,886.521859735268,850.916703317674,888.73053104976,745.880629970287,812.387430110295,757.528728506019,698.893386729746,777.496961010544,739.598524539275,647.043849298838,669.825483343437,584.117309735727
111240474,12.8083653625322,8.65339020323058,11.652009346302,8.6104546028316,8.78256681200318,7.8326456418643,6.31258542852674,13.7784271571489,7.69413289507699,6.57374012350054,8.64910954101999,5.88037560136637
730102,51.233461450129,44.2284388165119,49.7858581160176,39.8233525380961,34.0324463965123,36.9253294545031,30.6611292242727,43.3036282081822,41.3559643110388,30.9904891536454,41.3235233626511,28.4218154066041
100302401,23.7869642447027,20.191243807538,19.0669243848578,11.8393750788934,15.3694919210056,16.7842406611378,35.1701188160776,38.3827613663433,49.0500972061158,25.3558547620735,29.7913773079578,23.5215024054655
9462,911.223707220151,901.875556736698,943.81275705046,838.443016950727,836.539488843303,905.230046324031,596.088424036597,585.583154178827,562.633467952505,565.341650621046,528.556694173444,642.92106574939
105371630,11.8934821223514,6.73041460251267,6.35564146161926,15.0682955549553,18.6629544755068,24.6168863030021,12.6251708570535,12.7942537887811,11.5411993426155,11.2692687831438,11.5321460546933,14.7009390034159
105371629,10.0637156419896,5.76892680215372,13.7705565001751,5.38153412676975,10.978208515004,6.71369626445512,0.901797918360963,5.90504021020666,1.92353322376925,0.939105731928648,5.76607302734666,4.90031300113865
400798,24.7018474848836,29.8061218111276,21.1854715387309,36.5944320620343,27.4455212875099,31.3305825674572,28.8575333875508,24.6043342091944,28.8529983565387,30.0513834217167,31.7134016504066,29.4018780068319
