,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
100287102,14.4070374877706,-0.0775608762048983,0.409699299192018,-0.189311713146346,0.849848515554253,0.890269730208846
653635,224.089777371914,0.355253014842541,0.121180502960788,2.93160208253547,0.00337218517709743,0.00709698058848057
102466751,8.51872402657575,-0.0744941837642643,0.542158365094091,-0.137402996173149,0.890712262907562,0.920582445920764
100996442,29.7441027958252,0.104393675873857,0.288685807820653,0.361616931091784,0.717638310583237,0.784694505049191
729737,107.289877501503,0.045663801250902,0.156293815439233,0.29216639905151,0.77015940100534,0.827945841860764
102725121,9.25906462898024,-0.0134544063465587,0.530646860306473,-0.0253547271320669,0.979772022001537,0.985713399522317
102723897,206.23761428012,0.337430799015159,0.127045865674656,2.65597622735134,0.00790791888321789,0.0155840781544054
112268260,8.0135365691659,0.38201915380834,0.569117461988586,0.671248343836622,0.502062336014106,0.597319924195591
100132287,77.8512467446417,0.0785447856647796,0.18700632212985,0.420011391969096,0.674477131594251,0.749268963708458
113219467,3891.17658778073,0.0534060207187216,0.0733261732463041,0.728335031740027,0.466408522737985,0.562322765646473
100133331,80.8755880222675,-0.0701103768595358,0.180748223440299,-0.387889714903302,0.698097649727248,0.76872585310825
107984841,20.274605875882,-0.344979304986805,0.337220039157506,-1.02300950396864,0.30630335223958,0.399881027200171
107984847,23.6287396081826,0.406270972965014,0.314798865030606,1.29057318210316,0.196851720265145,0.276093208354811
100288069,40.0829075771331,-0.171840066938889,0.247849670272676,-0.693323766579298,0.488106391318443,0.583846415921097
105378580,27.0113628210101,0.0319747508342455,0.344409563029429,0.0928393234874065,0.926031210275958,0.946996142912542
400728,13.9189781910534,0.481072809252578,0.467222780934988,1.02964330696777,0.303177477863697,0.396552209478069
79854,35.5529502954595,-0.176673208116436,0.286860397290453,-0.615885670469701,0.5379699796466,0.630033188988419
643837,279.962377840228,0.1561473237937,0.107078533318693,1.45825049105749,0.144771511216788,0.212255027016882
284600,117.375198295918,1.21483847685731,0.170032878352165,7.14472688241616,9.01750013899811e-13,5.35201144993295e-12
100130417,57.5968303914552,-0.895299421834084,0.223112281256469,-4.01277516769653,6.00090636757084e-05,0.000165441978315138
107985728,136.285088315389,-0.872246948623262,0.151258597183182,-5.76659419607685,8.08895072663973e-09,3.46513159506053e-08
148398,489.91528216192,-0.401686732097408,0.0864985719896643,-4.64385391409012,3.41969405850453e-06,1.11143187342681e-05
26155,2890.61455143481,0.206726900639247,0.060094063559191,3.44005527993005,0.000581595382143866,0.00139125201776282
339451,331.206753814078,0.552293209220689,0.11066487221814,4.99068221153339,6.01664138773992e-07,2.13444080565865e-06
84069,82.2198989587238,1.48503875305512,0.194581834814579,7.6319495829107,2.31229872285623e-14,1.53299844521137e-13
84808,15.8549165658211,0.524013877760439,0.410003454074013,1.27807186147716,0.201224089387286,0.281229797162237
57801,246.964015923537,-0.045832778986521,0.132313691382458,-0.346394832671091,0.729046007958871,0.794281621043689
9636,305.966416994899,-0.906777341496232,0.109826972030356,-8.25641756968046,1.50109812696377e-16,1.13441864409795e-15
375790,1616.89229155955,-0.644688078698603,0.0875124703396015,-7.36681385174961,1.74754227901567e-13,1.09310678425251e-12
54991,198.568576971405,0.204171098003484,0.120877300900541,1.68907724181795,0.0912046285229318,0.141998295521758
7293,7.7113415335307,-0.3424002030279,0.662611591502537,-0.516743454866935,0.605335257167364,0.69038943046804
51150,1726.43438332149,0.410827061276268,0.0686533976817467,5.98407471660353,2.17623405983665e-09,9.87791026085915e-09
126792,358.844331133485,-0.786292587707421,0.0941172551430336,-8.35439353296547,6.57697376462454e-17,5.08955703006168e-16
388581,7.12713879981242,0.162091379616782,0.663910513260961,0.244146426934301,0.80711741674857,0.857492607171946
118424,725.802542385735,0.35902545917946,0.0682377956803773,5.26138711838112,1.42972654467952e-07,5.3738102098562e-07
101928895,26.0100215300006,0.757463138102939,0.32687971859448,2.31725339632536,0.0204899323634895,0.0373600327975212
6339,32.7015922312619,0.362433021272863,0.292039261399076,1.24104211035376,0.214590193043619,0.2966133385432
116983,279.854203895698,-0.0542217331200362,0.112375987814945,-0.48250283867872,0.629448782354218,0.712307948259838
126789,232.034727298098,0.312799707784848,0.132407157504559,2.36240784622294,0.0181566549407534,0.0334979150393114
54973,941.59667767708,0.32026070576234,0.0772379909684949,4.14641424183306,3.37722589387853e-05,9.65574393108901e-05
80772,207.362505970931,-0.0188099247019897,0.123742011097151,-0.152009204757646,0.879179675676172,0.911475652783005
83756,33.3296544897211,-0.665838892614384,0.28990971135327,-2.29671123987642,0.0216352478323418,0.0392267306219724
1855,1043.18307994326,0.674228104196381,0.0796171506352502,8.46837771531438,2.48834281527212e-17,1.97553943008545e-16
54587,53.1672031562795,-0.188694108405231,0.244788118511589,-0.770846679784003,0.440797814860061,0.538028873940248
54998,1384.45705909585,-0.0245380351397555,0.0674250167606847,-0.363930723619242,0.715909741418672,0.783238612699634
81669,1746.19856140603,0.196307164695967,0.053537273679143,3.66673816587048,0.000245664110993594,0.000621317751582602
148413,254.972548009272,-0.0449474747910207,0.10562119559005,-0.425553550496404,0.670433192913379,0.74561781233021
55052,923.82052167502,0.0690184932034659,0.0627970664780999,1.09907193240525,0.271736691398785,0.362130883533915
107984868,12.8927711299725,-2.8313933285831,1.1207871219771,-2.52625433774474,0.0115285985349095,0.022034418732958
441869,5.78178477931619,0.178082712211849,1.50789298685553,0.118100365055224,0.905988134205198,0.932299655580005
102724312,8.18305115976387,1.11278681705878,0.609428235040942,1.82595218448326,0.067857464603743,0.109152384165064
107985729,10.2818515907039,0.853125179144781,0.506105891229125,1.68566537937918,0.0918602687238783,0.14289426847523
64856,344.706574348287,1.11910278784436,0.102596084658307,10.9078508363306,1.05726293249193e-27,1.38820499834296e-26
219293,92.7801116977191,0.679204101226439,0.171134889039581,3.96882310228016,7.22284742110582e-05,0.000196928255904578
83858,1546.42214324441,0.482333698327339,0.06892830266355,6.99761461821694,2.6035705096738e-12,1.49188456061102e-11
55210,1240.86366022027,0.481034823569922,0.0732272541260432,6.56906816063233,5.06311056687549e-11,2.65055555243803e-10
339453,6.12367926244932,-0.827218027956366,0.67707780975298,-1.22174736203238,0.221803179742069,0.305039514005362
29101,1607.16571133827,-0.227044295520001,0.0574407395193766,-3.95267013307535,7.72839430493393e-05,0.000209841626951954
643988,153.942556715635,0.609841066134617,0.138466794888616,4.40424050130703,1.06155125116741e-05,3.23902678080505e-05
105378586,7.15952776332249,-0.129553151123689,0.603936367511601,-0.214514571555754,0.830145804975635,0.875415725907537
142678,187.842894660308,-0.349667555674822,0.129884534221282,-2.69214158384014,0.00709947989562814,0.0141130982202901
8510,26.8081061161633,-0.23781557974472,0.300642178335339,-0.79102533470689,0.428929207666896,0.526403763650889
984,862.151817104619,0.0460431673075628,0.076358162878851,0.602989458777504,0.546515701757586,0.637979005563271
728661,657.594204106861,-0.0717965798344303,0.0837833265566433,-0.856931597074877,0.391482689156347,0.489891491463659
