gene_id,log2FoldChange
400728,1.35846178697028
79854,1.07479515636528
7293,1.28071668278773
107984868,2.86251398353069
441869,4.91928216374954
163688,1.22247496720004
107984913,1.17605476621062
110841581,1.90340402089383
105376689,3.7668210829975
10747,1.12620290338205
26270,1.19227390268403
101927441,1.46987161884926
284723,1.95077144528929
729614,1.21528541288274
101927479,1.85756705306352
11209,1.40218564554022
11223,1.17629501491028
105376830,-2.62013311201803
100996511,-2.17210266759036
105376859,1.54809134855891
101928728,1.36135391499825
2810,1.10891673233584
2827,1.22480667246945
27245,-1.11600393214787
677774,2.06865583630016
692212,1.09081383524074
677825,1.49669449991167
692073,1.08711539912262
4146,1.24948934073504
100129196,1.53829946346402
107985471,1.68952404950986
105378629,1.17183109272956
1296,1.36846822023267
80149,1.217883518181
284656,1.9074811014592
5453,2.61596356558112
353500,1.10214125775033
728448,1.23339250508738
105378669,1.62146392321882
112268225,1.36040715382147
339541,1.6342414603933
26828,-1.58483306729226
94162,1.37210022827015
266675,3.26438792320563
1263,2.23081304381105
343521,3.16275873525021
149478,2.85026015990686
728963,-1.70251850439399
105378694,-1.17672771132161
10103,1.33959536417932
105378698,-1.62625770382781
105378715,-3.24599210177203
112268262,1.54213276657499
105378720,1.34116815023338
105378723,1.22499641981815
105378728,-2.16758504090596
105378726,-1.22537025046809
105378731,2.02560148929313
619518,-2.33211074347716
100507634,1.47640837253613
3725,3.88234233478579
27329,-2.76353283010057
57685,-1.08284158629036
3595,1.32914391333653
105378779,1.74358283411101
1647,1.24702716708478
105378792,-1.72541961623003
11080,1.09013612884223
646626,1.62030389493487
107985054,-1.13662979493793
2152,1.45500273246648
105378862,1.83041448067229
1301,-1.03980980948677
22854,-1.23042539141994
163479,2.21894387271575
127003,1.4851834078457
57535,2.40955758821669
83873,1.8941914673969
5016,1.60653355448958
128346,1.2365064069188
3752,2.83023530747793
333926,1.45270374567327
54855,1.68748165260431
101954264,-1.54438909327655
106479023,-1.13863443635204
337875,-1.31942376699153
107985193,-2.03427437357332
338391,-1.43520559781901
440686,-1.2948546081906
107985595,-2.45763629285289
8515,1.63479476120825
10628,1.60904291080287
101954276,-1.7367808308239
100996763,-1.05602623625397
440689,-1.39012628181905
653604,-1.34798710852693
8370,-1.54866350608466
126961,-1.1961090552538
8337,-1.28908067176533
723790,-1.29086395938031
333932,-1.19598725648007
112268238,2.2289885988544
554313,-1.54939842375137
8349,-1.42488295494774
8338,-1.32065618218801
100289061,1.39814943579005
54507,1.35679830566258
574406,2.10463142581701
107985203,1.83870065155057
1513,1.14275630357193
149428,1.85178259469927
29765,1.13011729877886
100507670,1.0980372671801
57402,3.34248963684111
91181,2.7050061867704
107985206,3.05184595646886
100423020,2.15119784510489
55870,-1.03890154560783
106633810,1.30651933341164
106633816,1.00289218782741
677771,1.18046745351059
391104,3.06286777941958
10485,1.88566888154504
164118,4.62573490806893
4807,1.56034741938337
9507,1.42722990658749
2207,1.86610693641236
3310,1.39358646138784
3311,1.76622226633261
102724329,3.07533519375899
107985224,4.00528560523875
55811,1.64100656349959
105371605,1.48382722006791
4653,-1.31279852292166
100628315,-1.00845169087272
105371620,3.32504693147026
105371629,-1.77702489622061
107985229,4.89371508691382
101928933,1.82709025498233
89884,-1.95066777464047
100527964,-1.32308485497032
