gene_id,log2FoldChange
105378580,1.07720042744854
107984868,3.39095027547323
105378605,-2.19533003014596
105378604,-1.30983018825316
27237,-1.19185362313813
101927479,1.1693330186001
105376830,-2.62169073914035
79727,1.23288036242886
115572,1.1850853720615
2827,1.04905475795927
27245,-1.06460391128641
653160,1.5819223552573
339559,1.84581380802758
112268225,1.24363898742678
100874278,-1.64200384945566
26828,-1.59078086395505
266675,1.27908447602454
1263,1.52808424457228
343521,2.17654562816924
149478,2.57221821935083
105378715,-2.60635676202744
105378728,-1.7345594323657
619518,-2.22146091360056
3725,1.2089044660632
3595,1.23267347481454
3752,1.91207427721744
106479023,-1.63414217133986
337875,-1.6710012191317
107985193,-1.34115779956446
338391,-1.68268064068366
440686,-1.73047458639368
105373467,-1.28192293332145
101954267,-2.29906772471087
107985595,-1.90343303360666
101954266,-2.00467801561978
101954276,-2.43974419072036
112268274,-2.01289656862013
100996756,-1.6409896275927
101447996,-2.22088111011691
100847044,-3.19676879906692
440689,-1.63011309275784
653604,-1.63208008168218
8370,-1.52671926871262
126961,-1.39681937661133
8337,-1.59313812769284
723790,-1.59489222810255
333932,-1.39814429018823
554313,-1.52770028722841
8349,-1.82547802386893
8338,-1.82611580453118
1513,1.30981966535459
149428,1.19578252709617
79957,1.01697323257886
391104,2.39638421330992
10485,1.37278682211502
164118,4.74919630844348
2207,2.20872296704896
55811,2.27638206086479
57821,1.56001280819041
89884,-1.2648655131226
100527964,-1.33723460896844
107985230,-1.49699974678473
7832,1.48704566032885
105371692,1.4031984000353
6900,1.67061858418032
467,1.08529942055176
92815,-1.57402981584253
128312,-1.39797518681352
107985367,1.40687519215067
56776,-1.08159650891863
200159,3.12578978466999
112268258,3.93765952038266
105373265,-1.10410808921372
105373270,-2.68732259346379
105373269,-1.81677983827266
101929643,2.01587136832632
105374454,1.5594831061326
285051,3.54249945365634
56660,1.07448076738048
344022,1.85151278072879
1961,1.24551504435599
165545,1.60027115111999
101928214,-1.53301831302866
105374852,-1.7663578061419
107985939,1.77572157925523
2736,-1.0885546468771
3938,1.74294912172845
107985780,-2.02435249279886
105373774,1.26559123888271
107985784,1.73128931962104
105373813,-2.57627232255027
401027,3.17486462178398
2066,-1.34218797565995
2335,1.13851842298436
92691,1.1842304050866
151306,1.54381377003384
1144,2.57845903353748
1146,1.29942191355906
100506749,1.36975146519683
105373942,-1.73295312923943
1293,-1.36328329297078
107986013,-1.35600327246341
107986075,3.20729995437823
11277,1.22999597865338
7318,1.0632617013343
55096,-1.23893583896386
107986103,-1.13975247074811
101929278,-1.01029031308849
105374009,-1.91782698367214
64332,1.60016285899298
105374056,-1.02324593164672
101926953,-1.09846688290604
105374152,1.26311252095587
29909,-1.110312874186
53829,-1.9156274051595
285313,-1.30521875985441
107986148,1.03691455582573
105374187,1.14097196052335
7066,2.00198608180554
101929018,1.97921992405507
102724808,-1.04858221133581
105374353,1.17664423193397
107986273,-2.65665732310527
285429,1.32074996310287
105377347,-1.54388160802169
7350,2.4212045295574
4306,-2.31404680008583
10586,-1.7458043858018
389247,1.77226655742099
107986334,-1.07454711872429
101929003,1.96747839640492
153657,1.80657635518943
3673,1.80882915664745
107986348,-1.20368565841404
101929599,-1.02869209711302
26045,-1.37555661888563
100505636,1.2056234704829
492311,1.40739828129955
56132,1.2725333496558
51294,1.1893540852481
91977,2.52764219896654
386627,-1.77474329934396
1843,1.15919031114772
107986515,-1.28595881408375
29116,1.07581108039039
8350,-1.84855553590171
8366,-2.02510239925562
8358,-1.10262570375599
8335,-1.82774827009345
3006,-1.76372604844172
8347,-1.04593271532732
8334,-1.62796170537648
3008,-1.24835691898117
3017,-1.18846347912362
8344,-1.40448388102937
8351,-1.45279352208854
3013,-1.65610929876138
8343,-1.75018246689471
8339,-2.07241628234168
3012,-1.20949001524246
