SYMBOL	ENTREZID	GENENAME	logFC	AveExpr	t	P.Value	adj.P.Val	B
LYZL1	NA	NA	-0.55669301075246	4.34271622125111	-7.69643660548834	6.52167150071298e-05	0.0692415176620822	1.98100242588971
