gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
FTL	3064.782603274883	0.9203432163597537	0.060687883113306404	15.165188982476794	6.012559775468285e-52	5.5261436896329e-48
HMGCS1	117.36530147196275	-3.3297591080960847	0.22278760131979505	-14.945890562897452	1.6566158887976135e-50	7.612978316969433e-47
MSMO1	100.3992637338872	-1.9263600393976683	0.1389998623825373	-13.858719040283589	1.1266694110110886e-43	3.4517395188676383e-40
SCD	44.27776230063157	-2.4260026146964604	0.19249914552517067	-12.602666926535749	2.041238473583904e-36	4.690255702677415e-33
EBP	89.59696373028675	-1.82025736064683	0.1517388116483368	-11.99599061620028	3.72928489315386e-33	6.855171490595426e-30
CYP51A1	160.0230760918018	-2.7035497309660497	0.2349771448259183	-11.505585928235538	1.2364675049228938e-30	1.894062139624386e-27
MTHFD2	34.3179764215358	1.5101689630931334	0.13615981891767767	11.091149908227939	1.3849587880739775e-28	1.8184508887411326e-25
MT1X	33.18245717354453	1.8329629858540062	0.1737549089536933	10.54912921247308	5.1270047701377914e-26	5.890287605292056e-23
GPC3	90.18802336968223	-2.795966514106881	0.2704082535004376	-10.339797243290713	4.655214125904053e-25	4.754008114576016e-22
PLIN2	44.49755034661283	1.2818104405280735	0.12695802502896344	10.096332549562337	5.7346847345024485e-24	5.270748739481201e-21
IDI1	45.59675684238829	-1.3816069400946234	0.14064646287820334	-9.823261188523908	8.940352755375847e-23	7.470071106787218e-20
ARPC4	69.69474494352146	-1.9941575447304125	0.20479735732166582	-9.737223032611112	2.091928019682164e-22	1.602242535741564e-19
GPNMB	10.369117137976755	2.0466222894969555	0.2115422096352225	9.6747703119207	3.859573298707448e-22	2.728718322186166e-19
CTNNB1	504.37902581633386	-2.971261636855954	0.3097560124169217	-9.59226461392049	8.617248704717131e-22	5.657223774646797e-19
CCND2	215.1420828769206	-2.080886083485972	0.2246773312579854	-9.261664591772268	2.012695700529722e-20	1.233245745571245e-17
ACTB	673.4630415027193	-1.796741151427295	0.1947162877842324	-9.227482568989231	2.77066913693138e-20	1.5915762523460197e-17
EIF5A	84.51164486601775	-2.5811178844876923	0.28767610875066507	-8.972305332191494	2.9037217689852026e-19	1.5698886340437057e-16
WTAP	87.29688397822892	-2.649088849167872	0.29590632069979217	-8.952457801181847	3.4765380185466274e-19	1.7751589404701138e-16
MARCKS	117.78882256962652	-2.067806052900477	0.23274971776604184	-8.884247305421093	6.435498783127242e-19	2.8351121849590546e-16
PAQR7	70.7670572591895	-2.4603670142262644	0.27695860203526346	-8.88351903911257	6.477788693737367e-19	2.8351121849590546e-16
STARD7	87.6124064329893	-1.724317255245304	0.19398443063102766	-8.888946652244888	6.169093770981952e-19	2.8351121849590546e-16
CNOT9	65.67871103474518	-2.1974093570046116	0.24761972865004725	-8.874128765846995	7.048297616759334e-19	2.9445865179834106e-16
CLDN11	409.73031935340975	-2.1391245668489165	0.24120326116384558	-8.86855574227018	7.410067023164718e-19	2.96112721782204e-16
NPC2	240.98957622693052	0.4983256351129412	0.05641599589558093	8.833055717659946	1.0185425532063193e-18	3.9005935860497e-16
CALR	486.67375642622807	-2.5077588720465314	0.28611554492864066	-8.764846637997195	1.8703108808395158e-18	6.876010922318395e-16
USP22	37.76532251059811	-1.2995610139057825	0.14941065680235682	-8.697913801589573	3.3804115558261335e-18	1.194975484984538e-15
TOR1AIP2	93.50236063740878	-2.0356257940705467	0.23485795438722462	-8.66747647266946	4.418028971245447e-18	1.503929787952478e-15
SET	303.9098455442272	-2.0597561657006906	0.23798705114746188	-8.654908558131684	4.9330700198800324e-18	1.6192802340256206e-15
DDIT3	9.094946118037315	1.7920073100071165	0.20941862045477364	8.557058136070193	1.1578415375098783e-17	3.6695591625011345e-15
TMED4	84.32446945251144	-2.169778972151967	0.25523571921886096	-8.50107884112965	1.8783673693694586e-17	5.7546914972915646e-15
HNRNPH1	301.43534286771126	-2.507068107940681	0.2954942677874031	-8.484320615465952	2.1698272160894165e-17	6.433187723573493e-15
