symbol	log2FoldChange	padj	baseMean
DDIT3	2.4210104848154606	4.9330561237652975e-18	2252.4263378257347
ATF4	0.8271944361839231	0.003716371879032972	5121.608732261072
GSDME	0.6037096975885817	0.07984429964303806	2436.313927851373
CASP3	-0.3712667704993736	0.12724380076104705	3817.437704652832
IGFBP1	-0.10590593478867738	0.797591413110782	849.3689174877609
