Ensembl_ID,Entrez_ID,Gene_Symbol,logFC
ENSG00000103257,8140,SLC7A5,-1.8533202339939887
ENSG00000199396,100169756,RNA5S5,3.654698352342141
ENSG00000174684,11041,B4GAT1,1.025834466460294
ENSG00000278224,29964,PRICKLE4,1.1985358534752504
ENSG00000124575,3007,H1-3,-1.1727710697066325
ENSG00000257181,,,1.146443844470692
ENSG00000200624,100169757,RNA5S6,3.424836760538547
ENSG00000151640,10570,DPYSL4,1.22620586533941
ENSG00000275719,,,-1.8879508764361008
ENSG00000285542,,,-1.1320104322286515
ENSG00000240053,58496,LY6G5B,1.0942930723106072
ENSG00000258048,,PPP1R12A-AS2,-1.3301999846169503
ENSG00000079385,634,CEACAM1,1.491534321824633
ENSG00000204388,3304,HSPA1B,2.1288373379917696
ENSG00000145216,81608,FIP1L1,-1.2463203710943214
ENSG00000101945,6839,SUV39H1,-1.1624136610675304
ENSG00000196365,9361,LONP1,-1.156309360985361
ENSG00000144642,27303,RBMS3,-1.0865121784031373
ENSG00000140262,6938,TCF12,-1.095255840171247
ENSG00000145284,79966,SCD5,1.2356491750267495
ENSG00000164543,9263,STK17A,1.0576965956224875
ENSG00000131759,5914,RARA,-1.0624414631176662
ENSG00000123268,466,ATF1,-1.0268770825353464
ENSG00000146648,1956,EGFR,-1.0052033826185482
ENSG00000113734,662,BNIP1,-1.2672730385669264
ENSG00000187840,1978,EIF4EBP1,-1.7575818558432186
ENSG00000049759,23327,NEDD4L,-1.221338429805623
ENSG00000278023,201299,RDM1,-1.039441956504546
ENSG00000213390,84986,ARHGAP19,-1.3558284332292068
ENSG00000160679,26097,CHTOP,-1.057377013600827
ENSG00000214063,7106,TSPAN4,-1.0243917890467935
ENSG00000088340,80307,FER1L4,1.0976058731558953
ENSG00000130826,1736,DKC1,-1.029035557241622
ENSG00000290032,,,1.6140659274575002
ENSG00000285257,,,-1.1469553802825336
ENSG00000272157,,,1.094950611761787
ENSG00000189060,3005,H1-0,-2.2247162093529127
ENSG00000154678,5137,PDE1C,-1.0146125870609577
ENSG00000262580,,,1.1173337321286478
ENSG00000136010,160428,ALDH1L2,-1.4774224541363068
ENSG00000260280,100526831,SLX1B-SULT1A4,1.03476977761959
ENSG00000132661,29107,NXT1,-1.4151999954213728
ENSG00000213185,196792,FAM24B,-1.6807041800823963
ENSG00000100311,5155,PDGFB,-1.0666202407401604
ENSG00000164610,6100,RP9,-1.5155704316972982
ENSG00000088826,54498,SMOX,-1.2831841900368175
ENSG00000138621,60490,PPCDC,-1.6012890664905464
ENSG00000142409,126208,ZNF787,-1.0070384178124905
ENSG00000085662,231,AKR1B1,1.101022427437103
ENSG00000229344,107075310,MTCO2P12,-12.016576974783437
ENSG00000172183,3669,ISG20,-1.322643363741462
ENSG00000083896,91746,YTHDC1,-1.1625324955618597
ENSG00000134278,56907,SPIRE1,-1.3162208985856465
ENSG00000205413,54809,SAMD9,1.0326958422435504
ENSG00000270069,,MIR222HG,1.0252602381788976
ENSG00000158195,10163,WASF2,-1.0489985412186535
ENSG00000173530,8793,TNFRSF10D,1.0410125023545236
ENSG00000174442,55055,ZWILCH,-1.0210226919297902
ENSG00000125977,8894,EIF2S2,-1.0184441501329298
ENSG00000155254,83742,MARVELD1,1.041622152329757
ENSG00000085733,2017,CTTN,1.0343535559557535
ENSG00000096717,23411,SIRT1,-1.0315782460098633
ENSG00000187134,1645,AKR1C1,1.1925787270893435
ENSG00000012822,57658,CALCOCO1,1.005119891495283
ENSG00000269893,100093630,SNHG8,-1.577285938988017
ENSG00000101447,81610,FAM83D,-1.0365013691001606
ENSG00000147100,6567,SLC16A2,1.115936340289494
ENSG00000137337,9656,MDC1,-1.0334273941174703
ENSG00000120053,2805,GOT1,-1.6324183409415394
ENSG00000253616,,CHILL1,-1.3122494673171805
ENSG00000146049,353219,KAAG1,-1.104937864502312
ENSG00000258034,,,-1.180746629646271
ENSG00000182985,23705,CADM1,-1.176789168012193
ENSG00000163510,57703,CWC22,-1.0548982049597
ENSG00000179222,9500,MAGED1,1.41736911345322
ENSG00000137563,8836,GGH,-1.1083986185088257
ENSG00000154319,83648,FAM167A,-1.0341062414077429
ENSG00000183395,5367,PMCH,-1.162268476648035
ENSG00000138356,316,AOX1,1.573360985682997
ENSG00000173085,27235,COQ2,-1.063366848953866
ENSG00000257698,100506844,GIHCG,-1.350505399941003
ENSG00000080608,9933,PUM3,-1.4583554075258771
ENSG00000251503,100526739,CENPS-CORT,-1.4397419378457872
ENSG00000174738,9975,NR1D2,-1.1331495693222435
ENSG00000281207,100507178,SLFNL1-AS1,-1.0198115938298675
ENSG00000172572,5139,PDE3A,-1.4314367239832433
ENSG00000104067,7082,TJP1,-1.0842535451175437
ENSG00000198744,107075270,MTCO3P12,-11.63172025865247
ENSG00000185483,4919,ROR1,-1.4260835475520937
ENSG00000223544,,,-1.0058197573076035
ENSG00000160957,9401,RECQL4,-1.0983438659973432
ENSG00000268942,,CKS1BP3,-1.2414665182276958
ENSG00000263934,,SNORD3A,1.7164516930103366
ENSG00000278791,,,-14.7487498164009
ENSG00000095752,3589,IL11,-2.04733263635438
ENSG00000177425,5074,PAWR,-1.0876390762059145
ENSG00000258186,,SLC7A5P2,-1.743861239773529
ENSG00000110619,833,CARS1,-1.6045012091773474
ENSG00000092841,4637,MYL6,1.0267933236960598
ENSG00000272821,,,1.0103227900421907
ENSG00000237973,107075141,MTCO1P12,-11.982602995874169
ENSG00000162385,4116,MAGOH,-1.1298431965396274
ENSG00000146842,84928,TMEM209,-1.31907808598823
ENSG00000267449,,,1.2834667857946434
ENSG00000136997,4609,MYC,-1.1892153953625817
ENSG00000186625,11104,KATNA1,-1.076277384701351
ENSG00000185697,4603,MYBL1,-1.08137423171392
ENSG00000183696,7378,UPP1,-2.1639723590975577
ENSG00000113742,80315,CPEB4,-1.2572863983167175
ENSG00000139269,83729,INHBE,-1.4172642995205889
ENSG00000110092,595,CCND1,1.0136375229676666
ENSG00000065911,10797,MTHFD2,-1.970204589420744
ENSG00000268191,,,1.339224045597717
ENSG00000249007,,,1.1112568088320172
ENSG00000280435,,,1.1408938716022037
ENSG00000153721,154043,CNKSR3,-1.18588745379073
ENSG00000185238,10196,PRMT3,-1.1914199035821134
ENSG00000106105,2617,GARS1,-1.731365360498594
ENSG00000086758,10075,HUWE1,-1.0886408280519584
ENSG00000204802,102724238,FAM88C,-1.0868383883799664
ENSG00000104783,3783,KCNN4,1.0608832020583936
ENSG00000187049,51259,TMEM216,-1.0553120033897962
ENSG00000135069,29968,PSAT1,-1.5527115765216282
ENSG00000101255,57761,TRIB3,-3.018432214582819
ENSG00000100867,10202,DHRS2,-1.6420766011135255
ENSG00000247095,100506211,MIR210HG,1.103950769808092
ENSG00000248527,106480796,MTATP6P1,-10.941005547033066
ENSG00000165887,26287,ANKRD2,-1.6925980006899664
ENSG00000225630,100652939,MTND2P28,-9.823658484815706
ENSG00000119508,8013,NR4A3,-1.2278958245304432
ENSG00000118640,8673,VAMP8,1.0469342145736364
ENSG00000107829,6468,FBXW4,-1.0191087073405891
ENSG00000253917,,,-1.012121063963651
ENSG00000124762,1026,CDKN1A,1.2630862999005332
ENSG00000103066,23659,PLA2G15,1.1284758279145106
ENSG00000131018,23345,SYNE1,-1.3557744944903671
ENSG00000074935,51175,TUBE1,-1.4653466618849071
ENSG00000171564,2244,FGB,-1.8037261444273465
ENSG00000232956,285958,SNHG15,-2.024357724348534
ENSG00000006327,51330,TNFRSF12A,-1.249048420431536
ENSG00000121895,80008,TMEM156,-1.598539997798314
ENSG00000240409,106480795,MTATP8P1,-10.509016283647403
ENSG00000141391,10650,PRELID3A,-1.223666025199106
ENSG00000113739,8614,STC2,-2.3737526178356734
ENSG00000187735,6917,TCEA1,-1.3760530918944065
ENSG00000279806,,,1.2356221328246733
ENSG00000147852,7436,VLDLR,-1.0075104870058933
ENSG00000264785,,,1.510742795013987
ENSG00000165828,118471,PRAP1,1.2481148690082604
ENSG00000139278,11010,GLIPR1,1.555732922215054
ENSG00000164949,2669,GEM,-1.309548689146823
ENSG00000113645,23286,WWC1,-1.1760240716135408
ENSG00000167767,144501,KRT80,-1.5681279183586287
ENSG00000184575,11260,XPOT,-1.1195070281137385
ENSG00000273173,8926,SNURF,-1.1719130234133577
ENSG00000167747,84798,C19orf48P,-1.4987071357705033
ENSG00000225972,100887749,MTND1P23,-9.291322709148949
ENSG00000103034,65009,NDRG4,1.5392107472089465
ENSG00000225976,,CKS1BP2,-1.1343509736122632
ENSG00000171566,5356,PLRG1,-1.0302362801163865
ENSG00000166986,4141,MARS1,-1.8760044959137965
ENSG00000178921,5198,PFAS,-1.0736274857014805
ENSG00000259316,,,-1.1179512037640456
ENSG00000163347,9076,CLDN1,-1.4551604857289266
ENSG00000166803,9768,PCLAF,-2.15138427889316
ENSG00000159200,1827,RCAN1,-1.2156790486540507
ENSG00000104812,2997,GYS1,1.0438606445729528
ENSG00000166833,89797,NAV2,-1.142026153221551
ENSG00000261824,148189,LINC00662,-1.49368253092249
ENSG00000123933,10608,MXD4,1.0178391031354472
ENSG00000267379,,,-1.1351550718829058
ENSG00000164855,202915,TMEM184A,-1.0535304625364872
ENSG00000168209,54541,DDIT4,-1.128244597819993
ENSG00000258663,,,1.246621602055996
ENSG00000180596,8347,H2BC4,1.0852279134706886
ENSG00000198774,9182,RASSF9,-1.0336277100404936
ENSG00000132475,3021,H3-3B,-1.0259266144778945
ENSG00000142871,3491,CCN1,-2.276303913109264
ENSG00000270722,124904619,RNVU1-31,1.6479085509631204
ENSG00000128165,79924,ADM2,-1.9094907692163368
ENSG00000279882,,,1.7155271854803176
ENSG00000179094,5187,PER1,-1.5724545585069731
ENSG00000134480,902,CCNH,-1.0015323944737613
ENSG00000060982,586,BCAT1,-1.6022636973233677
ENSG00000255717,23642,SNHG1,-2.065199828325123
ENSG00000179862,163732,CITED4,-1.469883599581845
ENSG00000291073,,,-1.0990808269497
ENSG00000171793,1503,CTPS1,-1.6015049328991733
ENSG00000233695,,GAS6-AS1,1.0905221077065654
ENSG00000128965,79094,CHAC1,-1.5093319800268403
ENSG00000188549,388115,CCDC9B,1.1283988781187722
ENSG00000104825,4793,NFKBIB,-1.0861994443366916
ENSG00000143878,388,RHOB,-1.0443745221258398
ENSG00000232177,100873254,MTND4P24,1.6126088700371768
ENSG00000130600,283120,H19,-1.865811496952958
ENSG00000289740,109136579,TALAM1,1.6829458409218638
ENSG00000163545,81788,NUAK2,-1.1817693443086963
ENSG00000247627,100293090,MTND4P12,1.7178083946496765
ENSG00000201185,100873463,RNA5SP202,2.967289607533924
ENSG00000102003,6855,SYP,-1.1013403692545172
ENSG00000266680,,,1.1455258442176934
ENSG00000198355,415116,PIM3,-1.09907909383892
ENSG00000102287,2564,GABRE,1.0700357037973465
ENSG00000248923,100506169,MTND5P11,1.8474864956052404
ENSG00000289915,124904731,LOC124904731,-1.449356631621512
ENSG00000106948,80709,AKNA,-2.281000705513593
ENSG00000031698,6301,SARS1,-1.0781447742576749
ENSG00000196743,2760,GM2A,1.4843261174139788
ENSG00000118217,22926,ATF6,-1.0547717724982362
ENSG00000230409,,TCEA1P2,-1.1078710243343872
ENSG00000171631,5031,P2RY6,1.1461527028537135
ENSG00000164741,10395,DLC1,-1.0596479630834543
ENSG00000173812,10209,EIF1,-1.6500493893750845
ENSG00000163072,115677,NOSTRIN,-1.0266242801833214
ENSG00000155961,116442,RAB39B,-1.3778103356545623
ENSG00000184470,10587,TXNRD2,-1.3537337071281974
ENSG00000280744,106144537,LINC01173,1.4214506065371186
ENSG00000150457,26524,LATS2,-1.14982588837369
ENSG00000088992,54997,TESC,-1.1177374738662609
ENSG00000041353,5874,RAB27B,1.1684927852711344
ENSG00000136111,9882,TBC1D4,1.0113871167249897
ENSG00000140511,145864,HAPLN3,1.2213985407196004
ENSG00000006652,3475,IFRD1,-1.9483715397033872
ENSG00000163697,323,APBB2,-1.0792120238965643
ENSG00000171557,2266,FGG,-1.1807176345233663
ENSG00000148926,133,ADM,-1.6267421315075596
ENSG00000291215,,,-1.46419549843894
ENSG00000170373,1469,CST1,1.096286098458873
ENSG00000175197,1649,DDIT3,-2.646635920929188
ENSG00000205274,6962,TRBV20OR9-2,1.2324845773312474
ENSG00000288634,128031837,LOC128031837,-3.8536325293858167
ENSG00000109220,26511,CHIC2,-1.3086253068077602
ENSG00000288534,100528016,TMX2-CTNND1,-1.824447783034426
ENSG00000068028,11186,RASSF1,-1.0064670237873805
ENSG00000275559,,,-3.703268711964864
ENSG00000169213,5865,RAB3B,1.0113174533490137
ENSG00000181634,9966,TNFSF15,1.0934927918288735
ENSG00000267755,,,1.0542795829050269
ENSG00000114854,7134,TNNC1,-1.1548604413381245
ENSG00000003436,7035,TFPI,-1.0165888931662588
ENSG00000166123,84706,GPT2,-1.0531118350356858
ENSG00000224032,,EPB41L4A-AS1,-1.335002848146046
ENSG00000135924,3300,DNAJB2,-1.166714156186936
ENSG00000163050,56997,COQ8A,1.0504456775179736
ENSG00000198130,26275,HIBCH,1.1501531238134677
ENSG00000249119,106478943,MTND6P4,2.063067113714566
ENSG00000240386,353137,LCE1F,1.275439423014118
ENSG00000197822,100506658,OCLN,-1.0193853595816995
ENSG00000129226,968,CD68,1.2819722924043075
ENSG00000163472,84283,TMEM79,-1.0073465180240735
ENSG00000153879,1054,CEBPG,-1.5570537729533358
ENSG00000140830,54957,TXNL4B,-1.0600927413310703
ENSG00000269729,105372424,LOC105372424,1.0556575078559562
ENSG00000189143,1364,CLDN4,1.0439284956945738
ENSG00000269897,100532731,COMMD3-BMI1,-1.0482184033372537
ENSG00000085117,3732,CD82,1.2421526344899196
ENSG00000187608,9636,ISG15,1.6087780033580388
ENSG00000151892,2674,GFRA1,-1.0538907577813608
ENSG00000251562,378938,MALAT1,1.5136061620360164
ENSG00000258314,,,1.383721332499106
ENSG00000293413,,,1.2859830620205863
ENSG00000105810,1021,CDK6,-1.150464578061878
ENSG00000185022,23764,MAFF,-1.5752212828273169
ENSG00000087074,23645,PPP1R15A,-2.658400998050456
ENSG00000170477,3851,KRT4,-2.1694956848849567
ENSG00000170689,3219,HOXB9,-1.0697790944574437
ENSG00000273090,,,-1.286060376663941
ENSG00000289268,,,1.2451108413583096
ENSG00000244921,107075130,MTCYBP18,1.3332369989263138
ENSG00000138035,87178,PNPT1,-1.0742494913400835
ENSG00000251022,100499177,THAP9-AS1,-1.053241410858913
ENSG00000168003,6520,SLC3A2,-1.617552434413529
ENSG00000197043,309,ANXA6,1.2251745888987644
ENSG00000274944,,,1.028543027254864
ENSG00000112081,6428,SRSF3,-1.0713352223391954
ENSG00000126803,3306,HSPA2,1.7178847722107164
ENSG00000255663,,,-1.1262193741233977
ENSG00000072041,55117,SLC6A15,-1.1833905961524671
ENSG00000260335,,,1.422664222272787
ENSG00000270225,100289404,MTCO2P22,1.4026319479121856
ENSG00000115758,4953,ODC1,-1.1300417790668806
ENSG00000206760,574040,SNORA6,-1.991102719822294
ENSG00000150938,51232,CRIM1,-1.4039000519186136
ENSG00000100342,8542,APOL1,1.3426448590476974
ENSG00000154589,23643,LY96,1.0575419404346182
ENSG00000132326,8864,PER2,-1.0251759967710967
ENSG00000266088,105371773,LOC105371773,1.041889312055917
ENSG00000129474,84962,AJUBA,-1.3842802294822416
ENSG00000262061,100506388,RPH3AL-AS1,-1.0719474139949898
ENSG00000290318,,,-1.6788584118783594
ENSG00000257411,,,3.154459622553724
ENSG00000257672,,,-1.1477800319773432
ENSG00000128272,468,ATF4,-1.0066451182519929
ENSG00000128342,3976,LIF,-1.008376193787865
ENSG00000128578,57464,STRIP2,1.0745595291426202
ENSG00000089127,4938,OAS1,1.0475451772232018
ENSG00000171345,3880,KRT19,1.6842742958807904
ENSG00000006062,9020,MAP3K14,-1.361306733261515
ENSG00000178607,2081,ERN1,-1.3320566810756491
ENSG00000143256,5202,PFDN2,-1.1880792915384897
ENSG00000229604,106479042,MTATP8P2,1.6738050784551697
ENSG00000273760,,,-1.205014520540841
ENSG00000171560,2243,FGA,-1.274955539397098
ENSG00000134548,80763,SPX,-1.2696512285400012
ENSG00000124882,2069,EREG,-1.7731278177480316
ENSG00000198868,107075244,MTND4LP30,1.5527993869357628
ENSG00000277947,,SNORD3D,1.5111148589128167
ENSG00000264614,100847054,MIR5588,6.820829046245295
ENSG00000149591,6876,TAGLN,1.1016476136036064
ENSG00000112715,7422,VEGFA,-1.1731506764480266
ENSG00000230847,,OCLNP1,-1.0103353561415238
ENSG00000162772,467,ATF3,-2.00758421644539
ENSG00000100814,57820,CCNB1IP1,-1.0450826196714038
ENSG00000171223,3726,JUNB,-1.0198296330213896
ENSG00000174564,53833,IL20RB,-1.0795528656711777
ENSG00000077150,4791,NFKB2,-1.0389073816678982
ENSG00000272398,100133941,CD24,1.208796463252538
ENSG00000109846,1410,CRYAB,1.0958317979986465
ENSG00000135842,116496,NIBAN1,-2.1941506649755422
ENSG00000200418,109617006,SNORA63B,3.98847008104924
ENSG00000185813,5833,PCYT2,1.152625228709855
ENSG00000250509,,,-1.618682937291141
ENSG00000147003,57393,CLTRN,1.5040086514850768
ENSG00000104856,5971,RELB,-1.2769409682830428
ENSG00000215182,4586,MUC5AC,-1.7718527251150171
ENSG00000125730,718,C3,1.6007648829045316
ENSG00000256148,,,1.8418616061761977
ENSG00000139190,6843,VAMP1,1.0130813100877036
ENSG00000262902,107075172,MTCO1P40,1.8891169361818347
ENSG00000021826,1373,CPS1,-1.2386544417818008
ENSG00000138166,1847,DUSP5,-1.0125170441321432
ENSG00000204387,50854,SNHG32,-1.2798658588112826
ENSG00000234604,,,4.111772426665187
ENSG00000277887,677842,SNORA50C,2.9540296247728905
ENSG00000285053,,,1.117025534056462
ENSG00000244563,100271110,RPS26P19,-1.2678511667932395
