GeneID	log2FC	FC	Control_Mean	Treat_Mean	PValue	AdjPValue	Significant	Direction
A2M	0.664643125967818	1.58517610568215	2.94482467679123	3.60946780275905	0.025623866503445	0.180816789230109	FALSE	NS
A2ML1	0.0800013295340567	1.05701901467032	-0.540071187443302	-0.460069857909245	0.599003158209009	0.849646875587881	FALSE	NS
AAAS	0.107426353012833	1.07730470004464	4.12961486551827	4.23704121853111	0.542344783018624	0.816820859066534	FALSE	NS
AACS	0.0256237978303622	1.01791972886962	1.47849677947025	1.50412057730061	0.917548044163952	0.975007295042324	FALSE	NS
AAGAB	0.000123047535187215	1.00008529368939	3.26126721340134	3.26139026093653	0.999140913037844	0.999641583578734	FALSE	NS
AAK1	-0.0138526119849511	0.990444052100849	0.805186726451999	0.791334114467048	0.962689789038962	0.988039365874384	FALSE	NS
AAMDC	-0.107778874268735	0.928015705022698	5.14934927538578	5.04157040111704	0.307065525014216	0.658195447602975	FALSE	NS
AAMP	0.401668113662939	1.3210344719	2.40461425718866	2.8062823708516	0.0551861215099606	0.282528024846786	FALSE	NS
AAR2	0.17500921531928	1.12897161617124	3.39159277616393	3.56660199148321	0.464907337561269	0.770322823955255	FALSE	NS
AARD	-0.209180011931087	0.865028750094155	0.450023372540755	0.240843360609668	0.2843850675059	0.638187453070528	FALSE	NS
AARS1	0.332927526323148	1.25956670411945	3.68310510614542	4.01603263246857	0.0972752718974944	0.38546968347625	FALSE	NS
AARS2	-0.149844668803221	0.90134750311181	-0.423999444205745	-0.573844113008966	0.369117005155622	0.706812250777415	FALSE	NS
AASDH	-0.00784655225241115	0.994575948008943	1.17887646636751	1.1710299141151	0.963193589137112	0.988138016482783	FALSE	NS
AASDHPPT	-0.0820814004825188	0.944693737496931	4.0961395419983	4.01405814151578	0.554098606758296	0.823472728363759	FALSE	NS
AASS	0.145934156563562	1.10644685459913	0.813241111261002	0.959175267824565	0.372408544446096	0.708874463011207	FALSE	NS
AATF	0.611685141598163	1.52804299935754	1.56323977811398	2.17492491971214	0.00578336868313895	0.0725867329815854	FALSE	NS
ABAT	-0.340540834500668	0.789745198334813	1.86160602921606	1.5210651947154	0.110385566984183	0.408068839507725	FALSE	NS
ABCA1	-1.47427400605405	0.359914465833459	5.61299886456913	4.13872485851508	6.00142990330871e-05	0.00315169829343233	FALSE	NS
ABCA11P	0.0338793811985539	1.02376130366673	-0.381424578029107	-0.347545196830553	0.798013171127538	0.935892738776513	FALSE	NS
ABCA5	0.247222298837143	1.18691967104861	2.66421004344429	2.91143234228144	0.43110004712075	0.748480297576274	FALSE	NS
ABCA8	-0.005688582896962	0.996064738320173	0.454910059487259	0.449221476590297	0.980702209835386	0.99373157191449	FALSE	NS
ABCB6	0.185207505003163	1.13698049509499	1.44584414528016	1.63105165028333	0.389130081548763	0.718845134073048	FALSE	NS
ABCB7	0.332891384430355	1.2595351502891	3.18858698347303	3.52147836790339	0.114915141831254	0.41394342425713	FALSE	NS
ABCB8	-0.032175117267792	0.977944761312161	-0.272370584792328	-0.30454570206012	0.838434637070914	0.950255373218349	FALSE	NS
ABCC1	-0.722542654965553	0.6060284152724	1.26698509635908	0.544442441393531	0.0103458004638596	0.102395581244967	FALSE	NS
ABCC4	0.0875002512856315	1.06252755168398	0.878017966677322	0.965518217962953	0.663468483466393	0.879629089559882	FALSE	NS
ABCC5	0.324650006187519	1.2523605825671	1.80332920928715	2.12797921547466	0.168620313396537	0.502586357326422	FALSE	NS
ABCD3	0.0502861386862445	1.03547027474041	2.45554689892836	2.5058330376146	0.816714895539409	0.943507950116015	FALSE	NS
ABCD4	0.47722353861958	1.39206206840701	0.950817426924497	1.42804096554408	0.0224696919552974	0.166191530011441	FALSE	NS
ABCE1	0.190448377585732	1.14111831081636	3.90993527369109	4.10038365127682	0.222696350235651	0.571917115608993	FALSE	NS
ABCF1	0.331766206151839	1.25855320396792	2.24928788537219	2.58105409152403	0.00398370683451649	0.0568317854884802	FALSE	NS
ABCF2	0.473494460255388	1.38846851247064	3.18829326899352	3.66178772924891	0.123947512137531	0.43077264928885	FALSE	NS
ABCF3	0.638158663086934	1.5563415052688	3.06729408314638	3.70545274623332	0.0354298619293316	0.218897314136762	FALSE	NS
ABCG1	-0.602761979660346	0.658492092152921	1.03278626054606	0.430024280885717	0.0214263901646508	0.160988344173859	FALSE	NS
ABCG2	0.194155925953246	1.14405461552719	1.20106043111674	1.39521635706998	0.361684917065023	0.702611212195597	FALSE	NS
ABHD10	0.276862605273425	1.21155727256088	2.75928920864311	3.03615181391653	0.122197247224086	0.427423349423879	FALSE	NS
ABHD11	0.011382187475005	1.00792073551645	0.0943663316247201	0.105748519099725	0.945045757179877	0.983281185103317	FALSE	NS
ABHD12	0.179943529128506	1.13283954211416	0.389685380490687	0.569628909619193	0.525084599290636	0.808533045018822	FALSE	NS
ABHD13	-0.0712073637133455	0.951841087144229	1.22988479393507	1.15867743022173	0.648902011881091	0.874796209251114	FALSE	NS
ABHD14A	0.130982703854072	1.09503934253482	0.920713025204589	1.05169572905866	0.408057333094107	0.730974918610637	FALSE	NS
ABHD14B	0.258979355048708	1.1966318393188	0.882491963615357	1.14147131866407	0.396540316800584	0.723473995435405	FALSE	NS
ABHD16A	0.277705948867064	1.21226570901747	1.30351311426702	1.58121906313408	0.101770455674003	0.395122804169338	FALSE	NS
ABHD17B	-0.219929462561162	0.858607415155201	0.724985796691902	0.50505633413074	0.242338475042463	0.592660123522964	FALSE	NS
