ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0048512	circadian behavior	8/1033	19/8616	9.29113420111872e-4	0.04353658200902444	0.03869918400802173	TP53/C3orf70/PTEN/EGR1/USP2/PTGDS/PARP1/BTBD9	8
GO:0001504	neurotransmitter uptake	7/1033	15/8616	9.381620365581024e-4	0.04353658200902444	0.03869918400802173	PER2/SLC38A1/RAB3B/ITGB3/SNCA/GPM6B/SLC29A1	7
GO:0001934	positive regulation of protein phosphorylation	56/1033	310/8616	9.708144486979491e-4	0.04458740586545735	0.03963324965818432	GPNMB/CCND2/CNOT9/BIRC5/NKX3-1/INSR/DIPK2A/WNT5A/TP53/PDGFC/ADNP/DDX3X/CALM1/RAP2B/SQSTM1/MOB1A/S1PR2/EFNA5/FLCN/PDGFA/ITLN1/MMD/RAP2C/BAG4/IQGAP3/TXN/EGR1/CACUL1/ITGB3/FNIP1/ROBO1/PSMD10/CAV1/SOX9/FMR1/HAX1/IGF1/MT3/CDK2AP1/CSF1R/ACVR2A/RASSF2/LRRK1/SNCA/CAMKK2/DAXX/RAP2A/HSP90AB1/ADTRP/IL6ST/PIN1/SEMA4D/DDR2/VEGFB/PRNP/MRE11	56
GO:0060135	maternal process involved in female pregnancy	10/1033	28/8616	0.0010077584595405353	0.045811876910745765	0.04072166836510734	STC1/TMED2/DEDD/PRDM1/KPNA6/APOL2/WNT4/PARP1/CTSB/DSG2	10
GO:0040013	negative regulation of locomotion	38/1033	191/8616	0.0010351312249331696	0.04658090512199264	0.04140524899732679	CALR/WNT5A/STC1/SLIT2/HMGB1/TP53INP1/RAP2B/RHOB/DLG5/ARID2/FLCN/SYNJ2BP/PTEN/SEMA5A/RAP2C/ING1/CCL2/EPPK1/OGT/NF2/ROBO1/FBLN1/ARRDC3/IFITM1/CLIC4/TBXA2R/WNT4/MCC/VCL/CDH11/RAP2A/ADTRP/PIN1/HMOX1/SEMA4D/TNFAIP6/COL3A1/DUSP10	38
GO:0016032	viral process	53/1033	291/8616	0.0010850343226493284	0.0479709844681664	0.04264087508281458	NUCKS1/INSR/CTBP1/TP53/APOBEC3C/CSNK1A1/UBP1/REST/DDX3X/HMGB1/AXL/TRIM59/CHMP1B/LGALS1/SPCS3/SLC1A5/CNOT7/CXADR/TRIM13/KPNA6/VAPA/CCL2/CANX/FAM111A/NFIA/ITGB3/PIKFYVE/LAMP1/EIF3D/CAV1/STOM/FMR1/TMEM41B/DDX5/APOBEC3D/CHMP4B/IFITM1/PLSCR1/ITCH/DDX6/FUT8/SLC3A2/EPS15/TRIM5/CSF1R/IFIT1/HSP90AB1/CSDE1/CTSB/IFI16/LDLR/SCARB2/HCFC2	53
GO:1901653	cellular response to peptide	41/1033	211/8616	0.0010875576725667354	0.0479709844681664	0.04264087508281458	NUCKS1/PPP3CA/INSR/TP53/EIF4EBP2/JAK3/ASS1/NONO/TRIB3/RAP1GDS1/MAX/ENPP1/LEPROT/CPEB1/ARID1B/GRB2/OGT/ITGB3/CAV1/MDM2/IGF1/YWHAG/IRS1/XBP1/PCK2/IGF1R/PIP4K2A/RPL23/VIM/CFLAR/PDK4/SLC30A10/PARP1/AHCYL1/PIP4K2C/DDR2/PRNP/MGARP/SLC39A14/SHOC2/INSIG1	41
GO:0002931	response to ischemia	11/1033	33/8616	0.001101998660172545	0.04813141206930086	0.0427834773949341	TP53/REST/SQSTM1/HK2/PER2/ARID1B/EGR1/HYOU1/CAV1/NQO1/CSF1R	11
GO:0006984	ER-nucleus signaling pathway	12/1033	38/8616	0.0011381216642934165	0.0487531924464151	0.04333617106348009	DDIT3/TP53/AMFR/ATF4/TMED2/QRICH1/SPRING1/TMEM33/XBP1/EIF2S1/TMCO1/INSIG1	12
GO:0086001	cardiac muscle cell action potential	12/1033	38/8616	0.0011381216642934165	0.0487531924464151	0.04333617106348009	ATP1B1/YWHAE/KCNJ2/CALM1/NUP155/CXADR/FGF13/CAV1/DSC2/CACNB2/ATP1A1/DSG2	12
