ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0009887	animal organ morphogenesis	40/380	461/8616	2.7302843593358265e-5	0.03880493078629902	0.03410937540025841	CTNNB1/NKX3-1/INSR/FKBP1A/MDM4/TP53/HOXD9/PDCD4/PPP3CA/PDGFA/DLG5/CDC42/GLG1/GPC3/LAMB1/COL3A1/SLIT2/TMED2/TMEM107/FOSL2/NFIB/ACTA2/SOX11/MYLK/PRDM1/STC1/DHRS3/FEM1B/SOX9/CPE/MTHFD1/WNT5A/PTEN/SMURF2/BSG/TWIST1/FANCD2/KDM5B/COL1A2/CUL3	40
GO:0009792	embryo development ending in birth or egg hatching	35/380	386/8616	3.6001855161346104e-5	0.03880493078629902	0.03410937540025841	USP22/CTNNB1/MARCKS/UBE2B/BCL10/ADAM10/NKX3-1/TP53/HOXD9/RCN1/RTF1/COL3A1/OTUD7B/TMED2/TMEM107/FLCN/SOX11/PSPH/EMG1/PRDM1/TERF2/GRB2/TBL1XR1/SDC4/NECAB1/SKIL/SOX9/MTHFD1/WNT5A/ARNT/TWIST1/SEC24D/RTCB/LMO4/CUL3	35
GO:0048729	tissue morphogenesis	30/380	312/8616	4.4933806619472636e-5	0.03880493078629902	0.03410937540025841	CTNNB1/BCL10/ACTB/NKX3-1/FKBP1A/MDM4/PDGFA/DLG5/CDC42/GPC3/ACTG1/COL3A1/SLIT2/TMED2/ACTA2/SOX11/MYLK/STC1/RREB1/GRB2/FEM1B/SDC4/SOX9/MTHFD1/WNT5A/PTEN/SMURF2/TWIST1/KDM5B/LMO4	30
GO:0043009	chordate embryonic development	34/380	376/8616	4.938441269464032e-5	0.03880493078629902	0.03410937540025841	CTNNB1/MARCKS/UBE2B/BCL10/ADAM10/NKX3-1/TP53/HOXD9/RCN1/RTF1/COL3A1/OTUD7B/TMED2/TMEM107/FLCN/SOX11/PSPH/EMG1/PRDM1/TERF2/GRB2/TBL1XR1/SDC4/NECAB1/SKIL/SOX9/MTHFD1/WNT5A/ARNT/TWIST1/SEC24D/RTCB/LMO4/CUL3	34
GO:0099173	postsynapse organization	14/380	93/8616	5.112639102279186e-5	0.03880493078629902	0.03410937540025841	EZR/ADAM10/ACTB/CTTN/INSR/ZDHHC2/DLG5/CDC42/ARF4/ACTG1/ARF6/WNT5A/PTEN/PTPRS	14
