GeneID	log2FC	FC	Control_Mean	Treat_Mean	PValue	AdjPValue	Significant	Direction
FTL	0.611612106301129	1.52796564534552	11.1594329395296	11.7710450458308	3.17079580701182e-06	0.0147119794390875	TRUE	Up
IFI30	0.650893549515021	1.57014037892482	5.29689397226295	5.94778752177797	3.28891256764102e-05	0.0376625231043819	TRUE	Up
MT1X	1.45496524251471	2.74149956081124	4.36890520504461	5.82387044755932	5.89776686273303e-06	0.0147119794390875	TRUE	Up
