probe_id	logFC	AveExpr	t	P.Value	adj.P.Val
7892501	2.098113995335247	5.233332941883472	NA	NA	NA
7892508	-1.09634535329082	6.073166719238771	NA	NA	NA
7892518	-1.0069098968794616	3.848142226494743	NA	NA	NA
7892587	-1.0983459800147495	4.48598855043968	NA	NA	NA
7892588	1.0730820370719587	2.5958072772049006	NA	NA	NA
7892591	1.0107623056735084	2.552776859576474	NA	NA	NA
7892595	-1.3148008047184856	5.563743910629471	NA	NA	NA
7892610	1.4518535902384961	7.963499314629518	NA	NA	NA
7892647	-1.4301338254118043	5.030736820407073	NA	NA	NA
7892649	-1.1109495954176651	5.772970788322186	NA	NA	NA
7892666	-1.3618822448218841	3.569958456751389	NA	NA	NA
7892675	1.0658375402509357	5.675909531140841	NA	NA	NA
7892690	-1.1353749337063874	4.161012091962667	NA	NA	NA
7892695	-1.2669795429403221	4.904537683323262	NA	NA	NA
7892710	1.426719177838974	4.801859607989553	NA	NA	NA
7892728	1.498557791744418	4.727227113963128	NA	NA	NA
7892730	-1.7721534343183496	4.034738516160075	NA	NA	NA
7892735	-1.276490533790346	3.307923632875722	NA	NA	NA
7892737	1.6518323256931522	4.424945538797292	NA	NA	NA
7892740	-1.2422485171310682	2.7730487216015725	NA	NA	NA
7892759	-1.5662636078989909	4.787053925152599	NA	NA	NA
7892774	-1.0854827476023265	5.941159296139945	NA	NA	NA
7892787	-1.6151413387945492	5.28155022725351	NA	NA	NA
7892813	-1.0533883727159217	2.651545164696814	NA	NA	NA
7892819	2.7914312174890843	4.0337011749284555	NA	NA	NA
7892821	-1.025328865165966	2.9760884754731913	NA	NA	NA
7892826	-1.2373633009204683	4.538802834727845	NA	NA	NA
7892849	-1.2992081524129246	4.016294540979895	NA	NA	NA
7892873	-1.5693179676426672	4.04595791723299	NA	NA	NA
7892877	-1.1084748946178058	4.277416573017472	NA	NA	NA
7892917	-1.216022716267469	5.416828790847894	NA	NA	NA
7892927	1.3597343627223815	4.178324729584667	NA	NA	NA
7892945	1.0724968798945547	4.1660898309488745	NA	NA	NA
7892952	-1.1219582111489137	6.66219100760523	NA	NA	NA
7892961	-1.1283797219948228	6.660650133550831	NA	NA	NA
7892965	1.0462111754618983	3.031365242105795	NA	NA	NA
7892974	-1.4100124125339546	5.478850971542716	NA	NA	NA
7892975	2.1395735977207577	3.2945835604709583	NA	NA	NA
7892976	-1.1702675713004274	3.76324539190836	NA	NA	NA
7892978	-1.374296410282045	6.857745608505141	NA	NA	NA
7892990	-1.6586342493871555	5.8793036329240795	NA	NA	NA
7893005	-2.2594597320543643	3.196554981091308	NA	NA	NA
7893017	1.0612287573947725	6.386190362923668	NA	NA	NA
7893028	-2.267958134136098	4.506155054305628	NA	NA	NA
7893034	-1.237800970007382	6.216863978687035	NA	NA	NA
7893040	-1.0551472907872164	6.699113756628108	NA	NA	NA
7893044	1.0376502745366105	2.783287953727316	NA	NA	NA
7893052	-1.1279795034585938	4.422620824454231	NA	NA	NA
7893062	-1.3116654807967212	5.543725247593276	NA	NA	NA
7893063	-1.060444309386912	5.506301744988743	NA	NA	NA
7893076	-1.9175311375365158	5.043293867869962	NA	NA	NA
7893078	1.437296151892939	2.9759528030710616	NA	NA	NA
7893088	-1.3881962234286958	5.246096703842648	NA	NA	NA
7893093	-1.778754976867699	3.5968323589943054	NA	NA	NA
7893099	-1.2426808232981061	6.310719535701004	NA	NA	NA
7893108	1.2530744537161511	2.8838419539826674	NA	NA	NA
7893128	1.1313497837632918	7.719733358171082	NA	NA	NA
7893144	-1.695724615889672	3.706637667642082	NA	NA	NA
7893149	-1.1967239445605955	5.029711639198329	NA	NA	NA
7893156	-2.203889001407034	4.596008758201309	NA	NA	NA
7893163	1.4456093712775244	3.103268304730618	NA	NA	NA
7893171	-1.066099492366031	6.6368811102183685	NA	NA	NA
7893172	-1.0815412719127764	7.594214215979449	NA	NA	NA
7893177	-1.8288688190297453	6.147249180517116	NA	NA	NA
7893185	-2.1207153922015474	5.005181669803717	NA	NA	NA
7893190	1.05415692377702	6.468058106801	NA	NA	NA
7893197	-2.02533496409058	2.9676431358235167	NA	NA	NA
7893199	1.2394308388964728	2.5374508274543963	NA	NA	NA
7893200	-1.2394528291788984	2.9885467785863327	NA	NA	NA
7893214	-1.3689668530340322	5.266213715276654	NA	NA	NA
7893225	-1.4993718064862414	5.986761353489213	NA	NA	NA
7893278	-1.2079487767246864	6.3876176364386685	NA	NA	NA
7893287	-1.4341737233032443	4.6411079554177315	NA	NA	NA
7893301	1.491513366411242	3.0461414456529843	NA	NA	NA
7893308	-1.1799576069508477	5.72879661795786	NA	NA	NA
7893311	-1.146928751140453	6.616994539905006	NA	NA	NA
7893318	1.2603806107190518	4.2690295475774525	NA	NA	NA
7893326	-1.086467705609227	3.3626179038677675	NA	NA	NA
7893355	-2.370064536985754	5.625643353103056	NA	NA	NA
7893358	-1.6776677136775202	3.9779482180909183	NA	NA	NA
7893388	-1.0884947554978055	3.9943668676977433	NA	NA	NA
7893401	-1.0772990749190043	3.821771559644798	NA	NA	NA
7893421	-1.0058401642829073	7.050294736905096	NA	NA	NA
7893429	-1.0722586964490937	4.6116060528002825	NA	NA	NA
7893437	-1.242162286508428	4.652684843504799	NA	NA	NA
7893440	-1.7272956836338977	3.5319151073715878	NA	NA	NA
7893456	1.1383952851616264	4.430329242775824	NA	NA	NA
7893470	-1.1694290074336187	4.4853662925771385	NA	NA	NA
7893475	-1.0277594019187593	5.9056475625119065	NA	NA	NA
7893508	-1.610777721777644	3.6247729119519763	NA	NA	NA
7893524	-1.1715039769386681	7.457878367066011	NA	NA	NA
7893562	-1.4245991414894235	4.9016168755004905	NA	NA	NA
7893566	1.4110382124109617	3.3195003285859466	NA	NA	NA
7893578	-1.1592100094482172	3.6495534533213863	NA	NA	NA
7893597	1.1698274256849919	2.6712114486089433	NA	NA	NA
7893604	-1.2622135756976993	3.5988055827219845	NA	NA	NA
7893620	1.1189738048318687	3.063109413475055	NA	NA	NA
7893622	-2.215703312203548	3.6490762656809386	NA	NA	NA
7893636	-1.0827479454520794	2.444972367439416	NA	NA	NA
7893644	-1.0630003222543651	6.794889806944653	NA	NA	NA
7893648	2.1918050424777134	5.015080035986195	NA	NA	NA
7893656	1.5919876192148266	3.7905922675853496	NA	NA	NA
7893666	-1.0197791340059763	4.273316764337069	NA	NA	NA
7893758	-1.178135665523072	4.209365982802746	NA	NA	NA
7893764	-1.0195271077211938	7.141501534705893	NA	NA	NA
7893770	-1.25813185545524	3.6870657034072183	NA	NA	NA
7893790	-1.2379924345463698	7.459122375306876	NA	NA	NA
7893794	-1.0351571700616535	6.1826963180753465	NA	NA	NA
7893804	-1.9039500520244754	4.321670643827214	NA	NA	NA
7893823	-1.6030519310040576	5.051871675354638	NA	NA	NA
7893837	-1.1230638836058011	5.056818012954402	NA	NA	NA
7893839	1.1613634324327586	5.105929137908113	NA	NA	NA
7893851	-1.5863915077290018	3.626503504953027	NA	NA	NA
7893862	-1.1778434682873984	5.363522705242412	NA	NA	NA
7893863	1.0544894933194269	3.4579051186939145	NA	NA	NA
7893887	-1.427583597101434	4.020239874223067	NA	NA	NA
7893911	-1.0278951130753518	4.16788078535957	NA	NA	NA
7893935	-1.47373280706352	3.0238424936786394	NA	NA	NA
7893950	-1.0421259604443662	5.462354132531493	NA	NA	NA
7893964	1.3579504742939577	5.077294035194917	NA	NA	NA
7893996	1.1042363630308438	2.645359576539329	NA	NA	NA
7894026	-1.0825011299151868	8.264763147009484	NA	NA	NA
7894030	-1.6628829092429926	4.450449925280886	NA	NA	NA
7894034	-1.424354074416799	4.741082964638089	NA	NA	NA
7894059	-1.0140965090235685	5.180062177186596	NA	NA	NA
7894069	1.3911515993741577	3.894093857504207	NA	NA	NA
7894103	-1.2439022510372082	4.985093360289408	NA	NA	NA
7894105	1.6280125263573315	4.519517380409602	NA	NA	NA
7894113	-1.5570568435696153	3.1473487857816904	NA	NA	NA
7894116	-1.0620406711721904	6.155065281116364	NA	NA	NA
7894120	-2.623026385851666	4.561575351118221	NA	NA	NA
7894137	-1.360372781178857	3.4603694758447086	NA	NA	NA
7894149	1.6326320039190145	4.468048682339839	NA	NA	NA
7894157	1.2524920870533265	6.188841080551912	NA	NA	NA
7894159	-1.5351091438786817	4.038390754191135	NA	NA	NA
7894172	-1.0994696994879787	4.58796874713947	NA	NA	NA
7894183	-1.2562484086157726	6.035033931766899	NA	NA	NA
7894196	-1.1916531162705928	5.953066281130047	NA	NA	NA
7894227	-1.0312950058064576	4.376683595605837	NA	NA	NA
7894233	-1.8288005095742426	5.470050384731358	NA	NA	NA
7894238	1.3438158661406776	4.8282374812308255	NA	NA	NA
7894259	1.245445792944544	3.6463584534946474	NA	NA	NA
7894292	-1.2382873352871577	5.27788928087901	NA	NA	NA
7894318	-1.5552712867302727	5.01686879316799	NA	NA	NA
7894319	1.1036687782428376	2.963069662218623	NA	NA	NA
7894332	-1.5903143223682825	5.308300426326552	NA	NA	NA
7894345	-1.893797865037456	5.244731311426584	NA	NA	NA
7894347	-1.4533333696917277	5.575093508602794	NA	NA	NA
7894358	-1.2093067345915873	5.9456601356641405	NA	NA	NA
7894368	-1.0841756164448069	3.006676106109671	NA	NA	NA
7894377	-2.3586446326664605	3.371992388001735	NA	NA	NA
7894378	-1.1283915762678474	5.245756906280686	NA	NA	NA
7894387	-2.289038074370178	4.059154934224743	NA	NA	NA
7894393	1.396369012778771	3.406202307415301	NA	NA	NA
7894396	-1.1937268096947262	5.354568862744308	NA	NA	NA
7894403	-1.1658518183671438	5.512348497147338	NA	NA	NA
7894405	-1.7677349029729243	4.611697189864747	NA	NA	NA
7894441	-1.084119948988337	3.8320441645974372	NA	NA	NA
7894447	-1.330509126547999	5.714263073855326	NA	NA	NA
7894454	-1.2317447580518674	4.688068341966521	NA	NA	NA
7894458	1.2969996586984252	3.9167321735559	NA	NA	NA
7894465	1.2937223809326346	3.7646778982781766	NA	NA	NA
7894468	-1.520375617554444	3.9490604069816557	NA	NA	NA
7894488	-1.3871788971715278	4.08681259749269	NA	NA	NA
7894517	-1.173825291462209	4.7688028079382825	NA	NA	NA
7894528	-2.0417812193835747	4.1600049709439455	NA	NA	NA
7894531	-1.1834116102000865	4.825730536548749	NA	NA	NA
7894537	-1.4911727090591462	5.325822430308731	NA	NA	NA
7894564	1.196876581625265	2.345272647949048	NA	NA	NA
7894570	1.3763578337402302	6.467564492104046	NA	NA	NA
7894580	1.594073036135959	4.4929718385009725	NA	NA	NA
7894586	-1.2892563531098888	4.990979343608489	NA	NA	NA
7894587	-1.2516419512005554	4.288907588540101	NA	NA	NA
7894599	1.0145232171330765	8.259445125570672	NA	NA	NA
7894600	1.7292438490757194	5.494537690544954	NA	NA	NA
7894608	-1.0675969920373047	6.164607307119411	NA	NA	NA
7894625	-1.6193450663519084	4.06306386815739	NA	NA	NA
7894643	1.1315545659179969	2.353927658950896	NA	NA	NA
7894652	1.2751579132381918	6.102232452555514	NA	NA	NA
7894659	1.0746900900312681	2.582361640533919	NA	NA	NA
7894667	1.0240079880487185	4.570377853514001	NA	NA	NA
7894679	-1.3869416431072707	5.0179891531946055	NA	NA	NA
7894686	-1.1774119870222144	3.699798222271909	NA	NA	NA
7894694	-1.1062359566251425	6.559068043281714	NA	NA	NA
7894703	1.851682549076755	3.0103183337420014	NA	NA	NA
7894713	1.0181242058751172	5.00474147043677	NA	NA	NA
7894715	-1.3360084935899668	3.7580448203497943	NA	NA	NA
7894721	1.1441234140938388	5.364420238889797	NA	NA	NA
7894726	-1.1480816187308953	3.67091259612223	NA	NA	NA
7894728	1.1044879421967728	5.497620932509651	NA	NA	NA
7894764	1.1761503555013304	4.953261539433724	NA	NA	NA
7894778	-1.1406261142060847	4.544399643006104	NA	NA	NA
7894780	-1.3309980666904968	3.4908305148152388	NA	NA	NA
7894783	-1.844908751959542	3.8909019459089818	NA	NA	NA
7894804	-1.7972013528809088	5.234892088501201	NA	NA	NA
7894810	1.2627958843323261	4.963084934581104	NA	NA	NA
7894812	-1.0280923343652741	4.714638918746592	NA	NA	NA
7894816	1.0009298096409143	2.323047479240942	NA	NA	NA
7894819	-1.4293386597969704	6.0059802126661745	NA	NA	NA
7894825	-1.6226878103851865	5.372444582762704	NA	NA	NA
7894831	1.1009414989274093	4.811591711911696	NA	NA	NA
7894836	-1.0042461546559602	7.145524964537053	NA	NA	NA
7894882	-1.187625225800236	4.931659154954676	NA	NA	NA
7894895	-1.3317813325880072	5.769134790780537	NA	NA	NA
