logFC	AveExpr	t	P.Value	adj.P.Val	B	ENSEMBL	contrast	direction
3.55117138771209	3.2445251877376435	20.344063275317552	4.797094548370285e-10	2.532205999741488e-6	13.295093570317494	ENSG00000157456	CBD_vs_Eto	Up
3.473479811396877	2.3859438960932895	20.116268813484055	5.410269848189319e-10	2.532205999741488e-6	13.19424733292393	ENSG00000117650	CBD_vs_Eto	Up
2.6773257412329734	2.2383790072136014	19.4984060929308	7.547426437429313e-10	2.532205999741488e-6	12.912552263567349	ENSG00000145386	CBD_vs_Eto	Up
3.428840135989601	4.587529551673607	19.139004005258048	9.202629205529264e-10	2.532205999741488e-6	12.743001366183329	ENSG00000131747	CBD_vs_Eto	Up
3.1062757869640385	2.688711838039827	19.13702132443386	9.212790813228774e-10	2.532205999741488e-6	12.742054052979821	ENSG00000115163	CBD_vs_Eto	Up
3.508058006741398	3.0057316708258517	18.985010037544413	1.0029482426759222e-9	2.532205999741488e-6	12.669026704951094	ENSG00000166851	CBD_vs_Eto	Up
2.893319593602096	2.4531056986157465	18.77793831902947	1.1271424391574727e-9	2.532205999741488e-6	12.568271740709715	ENSG00000169679	CBD_vs_Eto	Up
3.1289949952367744	3.264634740284242	18.490636501644047	1.3280195829245075e-9	2.6105544951338505e-6	12.425991362696873	ENSG00000198901	CBD_vs_Eto	Up
3.7932292501939457	3.0211101830195877	18.13342436976155	1.6339214377431106e-9	2.7030841323393083e-6	12.244946287502387	ENSG00000089685	CBD_vs_Eto	Up
2.366447126480578	3.0382578793199744	18.047085088877232	1.7188631135312911e-9	2.7030841323393083e-6	12.200481731281965	ENSG00000138180	CBD_vs_Eto	Up
2.9356195601751147	1.9291604090592611	17.675768321155278	2.1430949190556243e-9	3.06384642700625e-6	12.006040825574544	ENSG00000143228	CBD_vs_Eto	Up
3.297520197509397	2.211896659593864	17.436896504700574	2.4755596739474275e-9	3.244220952708104e-6	11.878135457667057	ENSG00000126787	CBD_vs_Eto	Up
