logFC	AveExpr	t	P.Value	adj.P.Val	B	ENSEMBL	contrast	direction
-4.031164720364019	4.587529551673607	-22.501042530125083	1.6303451045254336e-10	9.132947434148783e-7	14.417509406409394	ENSG00000131747	Merge_vs_Mock	Down
-3.0686366420686078	2.2383790072136014	-22.348241933066557	1.7540185142004854e-10	9.132947434148783e-7	14.355351578701697	ENSG00000145386	Merge_vs_Mock	Down
-3.7670031264910424	2.3859438960932895	-21.816176177299898	2.2712086167118493e-10	9.132947434148783e-7	14.134248659243688	ENSG00000117650	Merge_vs_Mock	Down
-4.4957524545719245	3.0211101830195877	-21.491816534943567	2.6666460885415907e-10	9.132947434148783e-7	13.995803085586445	ENSG00000089685	Merge_vs_Mock	Down
-3.285240601611746	2.4531056986157465	-21.321545506638756	2.903773189033697e-10	9.132947434148783e-7	13.921986112241974	ENSG00000169679	Merge_vs_Mock	Down
-3.703058566769972	3.0057316708258517	-20.04031972237716	5.633284970460561e-10	1.0717355818638936e-6	13.34003992841524	ENSG00000166851	Merge_vs_Mock	Down
-3.4277849480707845	3.2445251877376435	-19.637203126560806	6.997537641816627e-10	1.0717355818638936e-6	13.146729453155196	ENSG00000157456	Merge_vs_Mock	Down
-3.223395724821102	1.9291604090592611	-19.40850810925291	7.928601064462041e-10	1.0717355818638936e-6	13.034763095555068	ENSG00000143228	Merge_vs_Mock	Down
-3.935546999231313	2.725880132876136	-19.379509459147556	8.055990100879654e-10	1.0717355818638936e-6	13.020444484743678	ENSG00000068489	Merge_vs_Mock	Down
-3.02073839560824	2.0122176173488997	-19.274962979562865	8.534091460691543e-10	1.0717355818638936e-6	12.968593797285276	ENSG00000237649	Merge_vs_Mock	Down
-3.9004561605547057	2.183479108114601	-19.212539167358646	8.834234118037008e-10	1.0717355818638936e-6	12.937462246451549	ENSG00000142945	Merge_vs_Mock	Down
-3.104851307425407	2.688711838039827	-19.128245447088577	9.257915768964924e-10	1.0717355818638936e-6	12.895218306090705	ENSG00000115163	Merge_vs_Mock	Down
-2.421011976830879	1.374241164016085	-19.081589897947545	9.501891612289095e-10	1.0717355818638936e-6	12.871734638123772	ENSG00000118193	Merge_vs_Mock	Down
-3.6071567826806095	2.211896659593864	-19.074218118007824	9.541077289898584e-10	1.0717355818638936e-6	12.868017428334497	ENSG00000126787	Merge_vs_Mock	Down
-3.276424101139566	2.0392476537178834	-18.915035338275377	1.04316423301685e-9	1.0936533818948657e-6	12.787301609449717	ENSG00000090889	Merge_vs_Mock	Down
-2.436261178492927	3.0382578793199744	-18.579503549855044	1.2620086684575118e-9	1.2403967700101768e-6	12.614316179861742	ENSG00000138180	Merge_vs_Mock	Down
-2.7533937879731916	1.6529265388138636	-18.382077984967523	1.4138049507382305e-9	1.3078527444299655e-6	12.510686924484702	ENSG00000158402	Merge_vs_Mock	Down
-4.042156506820396	3.137024922393382	-18.149305101544748	1.6188011174176046e-9	1.3497479023512028e-6	12.386705083006795	ENSG00000168078	Merge_vs_Mock	Down
-4.116811516005639	3.403924134663572	-18.136739632655555	1.6307522666077103e-9	1.3497479023512028e-6	12.379956188015253	ENSG00000178999	Merge_vs_Mock	Down
-3.8322217002750634	3.557952998335671	-18.020080662344533	1.7464081457250206e-9	1.3732007249835837e-6	12.317021096038449	ENSG00000170312	Merge_vs_Mock	Down
-3.3088184257849758	2.161694926916503	-17.639545073362125	2.1902208334536785e-9	1.6097218760060937e-6	12.108187191514261	ENSG00000265415	Merge_vs_Mock	Down
-3.561268788178331	2.307541361478004	-17.593373210832546	2.251931913527538e-9	1.6097218760060937e-6	12.082473162775752	ENSG00000072571	Merge_vs_Mock	Down
-2.5325010413824094	1.8921229316531736	-17.346212201421288	2.6161421570270047e-9	1.7649662128685132e-6	11.943412513255346	ENSG00000263513	Merge_vs_Mock	Down
-2.9087591952842606	3.264634740284242	-17.18916426286772	2.8805981354830204e-9	1.7649662128685132e-6	11.853797956610645	ENSG00000198901	Merge_vs_Mock	Down
-2.526697934511823	1.8114390135454008	-17.180725068867	2.895610222619275e-9	1.7649662128685132e-6	11.848954420199867	ENSG00000215784	Merge_vs_Mock	Down
-2.97734862980376	2.2060458938590513	-17.109483505981345	3.0257852843011144e-9	1.7649662128685132e-6	11.807951919637475	ENSG00000134690	Merge_vs_Mock	Down
-2.269153593802219	1.681695973722346	-17.107086808084375	3.0302739251843985e-9	1.7649662128685132e-6	11.80656894773372	ENSG00000164109	Merge_vs_Mock	Down
-2.8246793989575196	1.5288653895280615	-16.77638438424524	3.725027421842935e-9	2.0921350441393567e-6	11.613483440758355	ENSG00000024526	Merge_vs_Mock	Down
-2.642106692076723	2.5066015111241318	-16.548872554305195	4.30293286482909e-9	2.333376628700078e-6	11.477993070401716	ENSG00000100162	Merge_vs_Mock	Down
-2.7215243888668765	1.7667551529854524	-16.3910911204954	4.7607379047938446e-9	2.4955788096929335e-6	11.382727974064974	ENSG00000121211	Merge_vs_Mock	Down
-2.6993294880504273	2.9364141019036025	-16.241769170302792	5.243152521889031e-9	2.65980053416861e-6	11.291570983997836	ENSG00000187634	Merge_vs_Mock	Down
-2.746528710019757	4.248489076749907	-16.162536403123596	5.520523701204325e-9	2.7129923664106007e-6	11.242801587585664	ENSG00000100526	Merge_vs_Mock	Down
-2.6533194138775786	1.7525626204310987	-16.04030861262694	5.980213545796981e-9	2.849843582460707e-6	11.167017466497732	ENSG00000129810	Merge_vs_Mock	Down
-3.0035708559007412	1.769867689340725	-15.947729223298435	6.356097347561174e-9	2.939881967286677e-6	11.109167022481358	ENSG00000112742	Merge_vs_Mock	Down
-2.7826984104816272	1.5352035878277361	-15.820285561319261	6.916196813680161e-9	3.049421836272236e-6	11.028890129714853	ENSG00000075218	Merge_vs_Mock	Down
-3.047488373788063	2.0538947190586176	-15.806324506601811	6.980744379104699e-9	3.049421836272236e-6	11.020050573908929	ENSG00000117724	Merge_vs_Mock	Down
-1.9927460212147383	1.3796267207749358	-15.463950864514919	8.787822174402603e-9	3.641663087243878e-6	10.800415804233392	ENSG00000135476	Merge_vs_Mock	Down
-2.9801989980633175	2.59101144472855	-15.428827795049754	9.000213155903225e-9	3.641663087243878e-6	10.777569227863392	ENSG00000111665	Merge_vs_Mock	Down
