entrez_final	symbol	ensgene	log2FoldChange	padj	description
3345	NA	NA	-1.0739451475727935	1.0462556389436636e-4	NA
3955	LFNG	ENSG00000106003	1.0381367982757521	1.0462556389436636e-4	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase
10755	GIPC1	ENSG00000123159	1.0188628637930024	1.051669728642609e-4	GIPC PDZ domain containing family member 1
10015	PDCD6IP	ENSG00000170248	1.6702405002581677	1.0625951130385212e-4	programmed cell death 6 interacting protein
10197	PSME3	ENSG00000131467	1.5466816620877197	1.071304335798133e-4	proteasome activator subunit 3
15866	NA	NA	-2.04841597741339	1.0731184114660935e-4	NA
7399	USH2A	ENSG00000042781	-1.6059524343710374	1.0852262152246011e-4	usherin
7759	NA	NA	1.1621213690441814	1.08933092524057e-4	NA
5210	PFKFB4	ENSG00000114268	1.2547959340807027	1.0915144628581078e-4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
10406	WFDC2	ENSG00000101443	-1.62046958726755	1.0915144628581078e-4	WAP four-disulfide core domain 2
11640	NA	NA	-1.728160053814847	1.0915144628581078e-4	NA
6595	SMARCA2	ENSG00000080503	1.1975695578634036	1.0916687999923938e-4	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2
4945	OATP1	NA	-1.247406487453962	1.0966005719737236e-4	ornithine aminotransferase pseudogene 1
13657	NA	NA	-1.970210870066815	1.099732702853617e-4	NA
2016	EMX1	ENSG00000135638	-1.1066420354333926	1.102167656125266e-4	empty spiracles homeobox 1
2808	NA	NA	-1.4253106238239521	1.102167656125266e-4	NA
5507	PPP1R3C	ENSG00000119938	-1.4677698406774577	1.1057966351630798e-4	protein phosphatase 1 regulatory subunit 3C
2141	EYCL1	NA	1.220618648656511	1.1092485697369357e-4	eye color 1 (green/blue)
49	ACR	ENSG00000100312	-1.276321161298806	1.1097731119264906e-4	acrosin
3065	HDAC1	ENSG00000116478	1.1287981638523203	1.1107943646906762e-4	histone deacetylase 1
9920	KBTBD11	ENSG00000176595	-1.2545928911338862	1.1107943646906762e-4	kelch repeat and BTB domain containing 11
9665	MARF1	ENSG00000166783	1.5669803437353216	1.1128014937156795e-4	meiosis regulator and mRNA stability factor 1
5924	RASGRF2	ENSG00000113319	-1.7268012149976355	1.1137015911875723e-4	Ras protein specific guanine nucleotide releasing factor 2
7347	UCHL3	ENSG00000118939	-1.0216942016432304	1.1144201308981109e-4	ubiquitin C-terminal hydrolase L3
6812	STXBP1	ENSG00000136854	1.5550488776064004	1.1146689787245701e-4	syntaxin binding protein 1
14646	NA	NA	-1.950791005891623	1.1146689787245701e-4	NA
12929	NA	NA	-2.890083803111447	1.1184210809028316e-4	NA
12615	NA	NA	-2.349960007417263	1.1210595595304334e-4	NA
11925	NA	NA	-1.226195046555728	1.1238385718014223e-4	NA
18452	NA	NA	6.454621625611121	1.1273665500175393e-4	NA
13348	NA	NA	1.8951261797033334	1.1284715504494569e-4	NA
3228	HOXC12	ENSG00000123407	1.0293068883654828	1.1330250246420194e-4	homeobox C12
15850	NA	NA	-4.287984855241101	1.1339299151326532e-4	NA
5837	PYGM	ENSG00000068976	1.1061671124602972	1.1360676970100329e-4	glycogen phosphorylase, muscle associated
11236	RNF139	ENSG00000170881	1.3633575551856185	1.1383767714801129e-4	ring finger protein 139
11441	NA	NA	-1.0594771660093047	1.1454206541688036e-4	NA
78	ACTG1P6	NA	-1.2107699299208845	1.1465931702144783e-4	actin gamma 1 pseudogene 6
12796	NA	NA	-1.4394029670302144	1.1481295625060493e-4	NA
15143	NA	NA	1.6691436773016983	1.1487021236274217e-4	NA
1992	SERPINB1	ENSG00000021355	-1.6366787719535698	1.1524450939622287e-4	serpin family B member 1
14923	NA	NA	2.4885420259631377	1.1641226534545645e-4	NA
9486	CHST10	ENSG00000115526	-1.3372930560832972	1.1705484114551231e-4	carbohydrate sulfotransferase 10
16354	NA	NA	2.529928030244046	1.175069605740387e-4	NA
9905	SGSM2	ENSG00000141258	-1.2020981227328495	1.1773079595578576e-4	small G protein signaling modulator 2
6957	TRB	NA	1.5634958516163207	1.1895032115921504e-4	T cell receptor beta locus
8196	NA	NA	1.0618156565231942	1.1946476385407685e-4	NA
8260	NAA10	ENSG00000102030	1.0758527285680761	1.1958313038954521e-4	N-alpha-acetyltransferase 10, NatA catalytic subunit
9850	NA	NA	-1.0563031748881722	1.2007683155100245e-4	NA
10618	TGOLN2	ENSG00000152291	-1.5661296573296444	1.2140778964754786e-4	trans-golgi network protein 2
15223	NA	NA	-3.9978451503480836	1.242564889820185e-4	NA
1421	CRYGD	ENSG00000118231	-1.0313439624796847	1.2426308245755996e-4	crystallin gamma D
6942	TCF20	ENSG00000100207	-1.6384202333737634	1.2437370167766464e-4	transcription factor 20
4135	MAP6	ENSG00000171533	1.211729353704436	1.245344230184283e-4	microtubule associated protein 6
2377	FRA2E	NA	-1.0302294186906007	1.2484294693395438e-4	fragile site, aphidicolin type, common, fra(2)(p13)
13757	NA	NA	2.30155518562082	1.2565765026195273e-4	NA
3753	KCNE1	ENSG00000180509	-1.5613894766111671	1.2651613189107238e-4	potassium voltage-gated channel subfamily E regulatory subunit 1
9732	DOCK4	ENSG00000128512	-2.8959210156496638	1.275335063145791e-4	dedicator of cytokinesis 4
6794	STK11	ENSG00000118046	-1.3441884741295695	1.2786645778018233e-4	serine/threonine kinase 11
13030	NA	NA	-1.3268857810841939	1.2786645778018233e-4	NA
12397	NA	NA	-1.7277646909289435	1.2819836865719241e-4	NA
12462	NA	NA	-2.1971556720206276	1.2870612772761695e-4	NA
5528	PPP2R5D	ENSG00000112640	1.0773658200470124	1.296671839236281e-4	protein phosphatase 2 regulatory subunit B'delta
12338	NA	NA	4.140326311736465	1.296671839236281e-4	NA
7682	MKRN4P	NA	1.0362310671090569	1.3060389852251152e-4	makorin ring finger protein 4, pseudogene
646	BNC1	ENSG00000169594	-1.1846022261918203	1.3367319906620707e-4	basonuclin zinc finger protein 1
2803	GOLGA4	ENSG00000144674	1.460611312395864	1.3367319906620707e-4	golgin A4
5443	POMC	ENSG00000115138	1.1135338939546058	1.3367319906620707e-4	proopiomelanocortin
5898	RALA	ENSG00000006451	-1.1711697309228604	1.3367319906620707e-4	RAS like proto-oncogene A
5459	POU4F3	ENSG00000091010	1.3468731391272362	1.337636088212065e-4	POU class 4 homeobox 3
15221	NA	NA	-4.429882606475944	1.3443379607407782e-4	NA
11373	NA	NA	-1.4353011539685292	1.3487312547331645e-4	NA
11826	NA	NA	-1.3281252305714697	1.3487312547331645e-4	NA
16404	NA	NA	-2.4549366577073193	1.3487312547331645e-4	NA
6261	RYR1	ENSG00000196218	-1.269983079867467	1.3587614431666574e-4	ryanodine receptor 1
172	AFG3L1P	ENSG00000223959	1.5129197353609385	1.3614096380187875e-4	AFG3 like matrix AAA peptidase subunit 1, pseudogene
12488	NA	NA	-1.9750217028376151	1.3750598341896918e-4	NA
3906	LALBA	ENSG00000167531	1.8402226533745267	1.3888048346901452e-4	lactalbumin alpha
10867	TSPAN9	ENSG00000011105	-1.2391845981983436	1.3888048346901452e-4	tetraspanin 9
7697	ZNF138	ENSG00000197008	-1.1057392947729072	1.3905338399201506e-4	zinc finger protein 138
10018	BCL2L11	ENSG00000153094	1.3227786307447282	1.402883149505158e-4	BCL2 like 11
1749	DLX5	ENSG00000105880	1.054523983500319	1.405267772984451e-4	distal-less homeobox 5
16021	NA	NA	-2.5607975154173426	1.412905630915043e-4	NA
14396	NA	NA	2.2600272735930274	1.4147231512378006e-4	NA
15160	NA	NA	1.9490511332202716	1.4240095166418928e-4	NA
8032	NA	NA	1.0975941288468578	1.432530054345678e-4	NA
11075	STMN2	ENSG00000104435	-1.3783302403541013	1.435395223826614e-4	stathmin 2
2350	FOLR2	ENSG00000165457	-1.101157781647838	1.4417663948335392e-4	folate receptor beta
9930	NA	NA	1.6455972046185465	1.4417663948335392e-4	NA
2222	FDFT1	ENSG00000079459	1.3382618681198082	1.4430658889931242e-4	farnesyl-diphosphate farnesyltransferase 1
14973	NA	NA	-3.309901470769326	1.4443474739724734e-4	NA
12995	NA	NA	-1.684155994900842	1.4507267453817894e-4	NA
10805	NA	NA	-1.7463587385328978	1.4575208511812088e-4	NA
1755	DMBT1	ENSG00000187908	-1.2810651658591883	1.4745417139929814e-4	deleted in malignant brain tumors 1
7874	USP7	ENSG00000187555	-1.2166242654108022	1.483493292099688e-4	ubiquitin specific peptidase 7
14741	NA	NA	-3.2483370053486764	1.483764998580952e-4	NA
9500	MAGED1	ENSG00000179222	1.4302425351279466	1.489610000732864e-4	MAGE family member D1
5289	PIK3C3	ENSG00000078142	1.3991887703208687	1.4930280385802228e-4	phosphatidylinositol 3-kinase catalytic subunit type 3
8997	KALRN	ENSG00000160145	1.1983334013485316	1.4996076609285973e-4	kalirin RhoGEF kinase
12096	NA	NA	-1.0285796485927357	1.5101223711401734e-4	NA
13625	NA	NA	-1.7172892153318073	1.5157522813053065e-4	NA
4384	MRX20	NA	-1.6616753292157245	1.517260639684555e-4	mental retardation, X-linked 20
12287	NA	NA	-1.325170039281724	1.5209765810619754e-4	NA
14007	NA	NA	-1.533726643882174	1.525608938554465e-4	NA
4578	TRNW	NA	1.3826095472971247	1.5300501138479814e-4	tRNA-Trp
9890	PLPPR4	ENSG00000117600	-1.4067681588591987	1.5386108178911756e-4	phospholipid phosphatase related 4
4303	FOXO4	ENSG00000184481	1.0664375835557507	1.5429160180565577e-4	forkhead box O4
8427	ZNF282	ENSG00000170265	1.731536023894984	1.5480132771650097e-4	zinc finger protein 282
9799	NA	NA	-1.5332624084282949	1.5491835812534983e-4	NA
7830	PHA2A	NA	-1.186902201875059	1.5522937062465052e-4	Pseudohypoaldosteronism type II (gene A)
11879	NA	NA	-1.457797074819723	1.552424838788715e-4	NA
6961	TRBV24OR9-2	ENSG00000215206	1.7694566427545244	0.00015551196812080213	T cell receptor beta variable 24/OR9-2 (pseudogene)
9136	RRP9	ENSG00000114767	-1.4999010548546323	1.5553965146290232e-4	ribosomal RNA processing 9, U3 small nucleolar RNA binding protein
9173	IL1RL1	ENSG00000115602	-1.9784623273006319	1.5557811977905266e-4	interleukin 1 receptor like 1
14819	NA	NA	-2.3272985813219758	1.564907743776606e-4	NA
8157	NA	NA	1.5232655105063175	1.568812133865805e-4	NA
11795	NA	NA	-1.001809415553195	1.5811403244513647e-4	NA
10544	PROCR	ENSG00000101000	-1.3033963256594185	1.592610336790891e-4	protein C receptor
2877	GPX2	ENSG00000176153	1.0176884171838403	1.5969194002842988e-4	glutathione peroxidase 2
1756	DMD	ENSG00000198947	1.5285262168779936	1.601555317647815e-4	dystrophin
10858	CYP46A1	ENSG00000036530	-1.1555783509265802	1.6146973168867067e-4	cytochrome P450 family 46 subfamily A member 1
10793	ZNF273	ENSG00000198039	-1.5866226893095237	1.6199763833770335e-4	zinc finger protein 273
3268	AGFG2	ENSG00000106351	-1.1046226859969774	1.6261775773471592e-4	ArfGAP with FG repeats 2
4863	NPAT	ENSG00000149308	-1.0678393512613213	1.62701515826184e-4	nuclear protein, coactivator of histone transcription
3077	HFE	ENSG00000010704	1.353403726744846	1.6281901398093832e-4	homeostatic iron regulator
7058	THBS2	ENSG00000186340	1.5329957758890658	1.6298651959194453e-4	thrombospondin 2
10864	SLC22A7	ENSG00000137204	-1.1133275403482357	1.6344788571106796e-4	solute carrier family 22 member 7
3277	NA	NA	1.9262034815384033	1.6425029708494647e-4	NA
6067	NA	NA	1.655585231705457	1.6425029708494647e-4	NA
8948	NA	NA	-1.8341014354955205	1.6509279293112238e-4	NA
6559	SLC12A3	ENSG00000070915	1.453287495158544	1.6606176083922206e-4	solute carrier family 12 member 3
11343	MGLL	ENSG00000074416	4.721760903770331	1.669992886275683e-4	monoglyceride lipase
11347	NA	NA	1.4507395502776332	1.669992886275683e-4	NA
8795	TNFRSF10B	ENSG00000120889	-1.5519687608483903	1.6732951148666614e-4	TNF receptor superfamily member 10b
14521	NA	NA	3.190543221204346	1.708099298178294e-4	NA
9293	GPR52	ENSG00000203737	1.2470550870804316	1.720503237054714e-4	G protein-coupled receptor 52
17747	NA	NA	-4.555734275660635	1.720503237054714e-4	NA
9187	SLC24A1	ENSG00000074621	1.984578421660488	1.7240750459812426e-4	solute carrier family 24 member 1
3588	IL10RB	ENSG00000243646	1.469261598870993	1.7370490219486217e-4	interleukin 10 receptor subunit beta
3693	ITGB5	ENSG00000082781	2.1818166338090665	1.7500795583795626e-4	integrin subunit beta 5
11714	NA	NA	-1.5465408514268684	1.7500795583795626e-4	NA
12169	NA	NA	-1.0193428752082252	1.7630446270024044e-4	NA
7642	NA	NA	1.0882246704622955	1.7937807855916655e-4	NA
3991	LIPE	ENSG00000079435	-1.1218660083837027	1.8139763656485836e-4	lipase E, hormone sensitive type
4121	MAN1A1	ENSG00000111885	-1.1559880450496978	1.8139763656485836e-4	mannosidase alpha class 1A member 1
3423	IDS	ENSG00000010404	2.186149823749406	1.8178444118143757e-4	iduronate 2-sulfatase
1693	NA	NA	-1.2608032195129162	1.8182510485145482e-4	NA
5363	NA	NA	1.9313733782241014	1.8467641641648847e-4	NA
1473	CST5	ENSG00000170367	1.321587609656982	1.848788172692743e-4	cystatin D
13245	NA	NA	-1.8809165014273541	1.8551124912801837e-4	NA
12768	NA	NA	-2.845288747949099	1.8598717133757857e-4	NA
17224	NA	NA	-3.211583303227271	1.8625956793776543e-4	NA
9030	ERDA1	NA	-1.5593534741559705	1.8643027439002352e-4	expanded repeat domain, CAG/CTG 1
11840	NA	NA	-1.7627330083311148	1.8750831657879141e-4	NA
4605	MYBL2	ENSG00000101057	-1.1483962747343697	1.8779392347295222e-4	MYB proto-oncogene like 2
11824	NA	NA	-1.1175289406195112	1.8797491045765863e-4	NA
6285	S100B	ENSG00000160307	-1.2909504141815182	1.880915135908205e-4	S100 calcium binding protein B
3901	NA	NA	1.3124121796936372	1.8975581382194817e-4	NA
15470	NA	NA	-2.1509862472836025	1.8975581382194817e-4	NA
12278	NA	NA	-1.6302566331896498	1.8981986683696671e-4	NA
14062	NA	NA	2.662369085652828	1.8981986683696671e-4	NA
9788	MTSS1	ENSG00000170873	-1.2602256916969938	1.901656807566097e-4	MTSS I-BAR domain containing 1
16510	NA	NA	-2.6230032220659054	1.930280081338906e-4	NA
4321	MMP12	ENSG00000262406	-1.172632943183255	1.9453226742479032e-4	matrix metallopeptidase 12
13508	NA	NA	-1.6254637524628337	1.947512459708293e-4	NA
5525	PPP2R5A	ENSG00000066027	-1.5087726842062226	1.9716129378390823e-4	protein phosphatase 2 regulatory subunit B'alpha
1337	COX6A1	ENSG00000111775	-1.1491045668143163	1.9780880152649817e-4	cytochrome c oxidase subunit 6A1
6987	TRGVB	NA	-1.639980262849299	1.978951520504183e-4	T cell receptor gamma variable B (pseudogene)
3967	NA	NA	1.0422936412861923	1.9837481622932853e-4	NA
11376	NA	NA	-1.1322261015893134	1.9848909420203727e-4	NA
9347	NA	NA	1.331350563229522	1.9912868920438816e-4	NA
5216	PFN1	ENSG00000108518	2.2022185448947402	1.9939734546495165e-4	profilin 1
1804	DPP6	ENSG00000130226	-1.169704498482302	1.9996741270175299e-4	dipeptidyl peptidase like 6
12958	NA	NA	1.3332116918893178	2.0021337979660788e-4	NA
8367	H4C5	ENSG00000276966	1.0565261157585766	2.0050988178010824e-4	H4 clustered histone 5
1170	NA	NA	1.1408099225270396	2.0419751058562192e-4	NA
9266	CYTH2	ENSG00000105443	-1.3828069916894756	2.0435626030637532e-4	cytohesin 2
7905	REEP5	ENSG00000129625	2.2638315002148586	2.0467812198357566e-4	receptor accessory protein 5
7584	ZNF35	ENSG00000169981	-1.1744240557400432	2.0541848256367155e-4	zinc finger protein 35
12310	NA	NA	1.1466826213789465	2.086885073687287e-4	NA
5575	PRKAR1B	ENSG00000188191	1.4430592396823998	2.1050687557394265e-4	protein kinase cAMP-dependent type I regulatory subunit beta
4238	MFAP3	ENSG00000037749	1.4514177825283434	2.1114013953826906e-4	microfibril associated protein 3
5262	PHKG1P3	ENSG00000236919	1.7883175413434407	2.1224994729753316e-4	phosphorylase kinase catalytic subunit gamma 1 pseudogene 3
10758	TRAF3IP2	ENSG00000056972	1.3738480034539446	2.1351517552007434e-4	TRAF3 interacting protein 2
2772	GNAI2P1	NA	1.459868139238126	2.137194387108081e-4	G protein subunit alpha i2 pseudogene 1
12819	NA	NA	-1.2295703016004988	2.1475586270820092e-4	NA
17151	NA	NA	-3.885505962278787	2.1538730149516563e-4	NA
14056	NA	NA	-1.5780994808241644	2.1616060280720974e-4	NA
11184	MAP4K1	ENSG00000104814	-1.9284968030055545	2.1717720261364462e-4	mitogen-activated protein kinase kinase kinase kinase 1
9276	COPB2	ENSG00000184432	-1.885510749455939	2.1854191553806728e-4	COPI coat complex subunit beta 2
12567	NA	NA	-1.546142671606997	2.186712913697971e-4	NA
15370	NA	NA	-3.571582379524799	2.192330839256644e-4	NA
7826	NA	NA	1.2405082292348106	2.2054285853205803e-4	NA
6111	NA	NA	1.196376584892997	2.2058464979323554e-4	NA
878	CCA1	NA	-1.764512660916835	2.2090758742233723e-4	cataract, congenital, cerulean type, 1
6019	RLN2	ENSG00000107014	1.5224008206115813	2.2220687606219788e-4	relaxin 2
11086	ADAM29	ENSG00000168594	-1.3347621514982257	2.2220783634919748e-4	ADAM metallopeptidase domain 29
12120	NA	NA	1.5725083448287798	2.2220783634919748e-4	NA
12566	NA	NA	-1.5403461533014542	2.2228779397110484e-4	NA
11466	NA	NA	-1.4595233342526055	2.230468251634991e-4	NA
5362	PLXNA2	ENSG00000076356	-1.0851670704694145	2.2442372708799397e-4	plexin A2
17007	NA	NA	-4.406879237141857	2.2500246877586798e-4	NA
696	BTN1A1	ENSG00000124557	1.212305520241441	2.2555059372162943e-4	butyrophilin subfamily 1 member A1
9539	NA	NA	1.07288369556002	2.2561685688381487e-4	NA
5513	NA	NA	-1.2405378068125248	2.2597836485833145e-4	NA
8406	SRPX	ENSG00000101955	-1.369841522259578	2.26128911755555e-4	sushi repeat containing protein X-linked
690	BTF3P11	NA	1.1583295620403828	2.277355024663731e-4	basic transcription factor 3 pseudogene 11
20684	NA	NA	6.178148886171374	2.277355024663731e-4	NA
10415	SNAI1P1	NA	-1.5109903139056011	2.2830945096720311e-4	snail family zinc finger 1 pseudogene 1
10977	NA	NA	-2.4481354076792607	2.2852203746904994e-4	NA
12524	NA	NA	2.0210678655237553	2.2936767165819164e-4	NA
8570	KHSRP	ENSG00000088247	-1.3566200906261023	2.297878794527907e-4	KH-type splicing regulatory protein
2043	EPHA4	ENSG00000116106	1.0261654172527537	2.2979058305093588e-4	EPH receptor A4
2106	NA	NA	2.479097840659139	2.3385054002885794e-4	NA
8449	DHX16	ENSG00000204560	-2.6932641025209345	2.343738629675202e-4	DEAH-box helicase 16
18010	NA	NA	7.3733703239135995	2.3458019703627753e-4	NA
5997	RGS2	ENSG00000116741	1.009499493489189	2.3482539013360457e-4	regulator of G protein signaling 2
13594	NA	NA	-1.5046139112466763	2.3711285809785649e-4	NA
13928	NA	NA	-1.7895879293408814	2.382272808525744e-4	NA
11452	NA	NA	1.3944063857548075	2.3898068901645204e-4	NA
13590	NA	NA	-2.429932634052175	2.391653893559283e-4	NA
14478	NA	NA	-2.1798593114599387	2.3957292361477154e-4	NA
14632	NA	NA	2.104905818054292	2.4251303586795168e-4	NA
13887	NA	NA	-2.8417932575693294	2.4260347264731108e-4	NA
16616	NA	NA	-2.447240597330815	2.4271262582466194e-4	NA
13413	NA	NA	-1.3337131426031528	2.4351253722499218e-4	NA
10258	NA	NA	-1.9610054481424044	2.447669898342952e-4	NA
14459	NA	NA	-1.8719300266573433	2.4487918752477586e-4	NA
15876	NA	NA	-3.453950499254363	2.4487918752477586e-4	NA
16498	NA	NA	2.1399210982666554	2.4487918752477586e-4	NA
13393	NA	NA	-1.9993798623999954	2.454684901667901e-4	NA
17293	NA	NA	-2.8516318411281802	2.456475042253177e-4	NA
15795	NA	NA	-4.195501107815501	2.4786812794290783e-4	NA
11984	NA	NA	-1.3375573401767897	2.4832987419468093e-4	NA
16121	NA	NA	-2.2674863461621246	2.4834559737695646e-4	NA
7350	UCP1	ENSG00000109424	-1.1550827377508497	2.4834813932856037e-4	uncoupling protein 1
8937	NA	NA	-1.3750026479073507	2.487767158855346e-4	NA
10361	NPM2	ENSG00000158806	1.5149129137768684	2.5069375171480685e-4	nucleophosmin/nucleoplasmin 2
8094	NA	NA	-1.0117974577629958	2.507086852981446e-4	NA
13295	NA	NA	2.521860474272822	2.519425631921458e-4	NA
10810	WASF3	ENSG00000132970	-2.04786671460518	2.537564611741436e-4	WASP family member 3
15624	NA	NA	-2.1518937446519755	2.5469788578416793e-4	NA
14538	NA	NA	-1.994456520901091	2.551606391262064e-4	NA
8116	NA	NA	1.2876327786061268	2.5581488880794157e-4	NA
4532	NA	NA	1.7688623324213577	2.576395827210072e-4	NA
5556	NA	NA	-1.2606183246514533	2.5878238250536944e-4	NA
11982	NA	NA	-1.406311948613101	2.593492959374656e-4	NA
9103	FCGR2C	NA	1.7839500812615279	2.62309599052594e-4	Fc gamma receptor IIc (gene/pseudogene)
3740	NA	NA	-1.2879901002358183	2.62466687643358e-4	NA
10838	ZNF275	ENSG00000063587	-1.4894064632955644	2.644347896591264e-4	zinc finger protein 275
3117	HLA-DQA1	ENSG00000196735	1.024753484802329	2.658160602141232e-4	major histocompatibility complex, class II, DQ alpha 1
13663	NA	NA	-1.733250469992121	0.00026694040172646185	NA
9528	TMEM59	ENSG00000116209	-1.913136152855341	2.6749782195244475e-4	transmembrane protein 59
13471	NA	NA	-1.7873799065519818	2.683886316098753e-4	NA
5858	PZP	ENSG00000126838	1.1994152901113848	2.6931319574431716e-4	PZP alpha-2-macroglobulin like
6153	NA	NA	-1.2809246913266095	2.703549130360737e-4	NA
8722	CTSF	ENSG00000174080	-1.5010926954279447	2.7343831991493464e-4	cathepsin F
1717	DHCR7	ENSG00000172893	1.6457117417598894	2.7454614122974396e-4	7-dehydrocholesterol reductase
3610	NA	NA	-1.1599781218765675	2.751687486991243e-4	NA
6614	SIGLEC1	ENSG00000088827	2.4656733171731586	2.7778470917094804e-4	sialic acid binding Ig like lectin 1
13988	NA	NA	1.4290094239338265	2.781415506111628e-4	NA
9876	NA	NA	1.75719932213423	2.791694781506818e-4	NA
15974	NA	NA	2.7398292465913703	2.791694781506818e-4	NA
7740	NA	NA	-1.6573053366148338	2.840511036615075e-4	NA
10648	SCGB1D1	ENSG00000168515	-1.2378430367487867	2.8514367925853366e-4	secretoglobin family 1D member 1
11667	NA	NA	-1.8851869403233465	2.8543713545926933e-4	NA
10151	HNRNPA3P1	NA	1.4782969477688281	2.8742095255056526e-4	heterogeneous nuclear ribonucleoprotein A3 pseudogene 1
12707	NA	NA	-1.4013072739550483	2.877985364792967e-4	NA
11178	LZTS1	ENSG00000061337	1.0462748878545431	2.890642944262513e-4	leucine zipper tumor suppressor 1
8043	NA	NA	1.069993001654243	2.894799995382451e-4	NA
3900	NA	NA	-1.1193541162281784	2.9042563489528644e-4	NA
1462	VCAN	ENSG00000038427	1.4145921186111527	2.9047166566901724e-4	versican
7531	YWHAE	ENSG00000108953	-1.0232901863611388	2.9047166566901724e-4	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon
9133	CCNB2	ENSG00000157456	-1.3591804461590244	2.926656063999884e-4	cyclin B2
8365	H4C8	ENSG00000158406	-1.438402647051182	2.938976896366508e-4	H4 clustered histone 8
11614	NA	NA	1.7357325698717458	2.953475570664669e-4	NA
8071	NA	NA	1.8405991899508918	2.9634235202720643e-4	NA
7681	MKRN3	ENSG00000179455	1.6100519562831628	2.9761652380602856e-4	makorin ring finger protein 3
4717	NDUFC1	ENSG00000109390	1.7028089589006896	3.00292751497346e-4	NADH:ubiquinone oxidoreductase subunit C1
5823	NA	NA	-1.021880197220967	3.0035695993020693e-4	NA
13753	NA	NA	-2.4142574725776855	3.0039535404311683e-4	NA
1958	EGR1	ENSG00000120738	1.059673518327827	3.0343611415123927e-4	early growth response 1
11992	NA	NA	-1.661670406280268	3.043332273971548e-4	NA
8899	PRPF4B	ENSG00000112739	2.137966859841197	3.062392294808378e-4	pre-mRNA processing factor 4B
6215	NA	NA	1.0891228748095867	3.0671009758500173e-4	NA
2913	GRM3	ENSG00000198822	-1.1020961720085394	3.0691933259482354e-4	glutamate metabotropic receptor 3
14989	NA	NA	-3.756629227422642	3.0732330239798445e-4	NA
11677	NA	NA	-1.5939899337768972	3.1026665764005457e-4	NA
3908	LAMA2	ENSG00000196569	-1.1372868688506843	3.10530868187399e-4	laminin subunit alpha 2
14297	NA	NA	-1.7174811314012701	3.124324866602926e-4	NA
21086	NA	NA	5.75604050684572	3.1311350182071585e-4	NA
433	ASGR2	ENSG00000161944	1.2923599792006089	3.1349223337381925e-4	asialoglycoprotein receptor 2
4809	SNU13	ENSG00000100138	1.6858894278367422	3.142398882253211e-4	small nuclear ribonucleoprotein 13
9945	GFPT2	ENSG00000131459	2.849294232466492	3.154743012430564e-4	glutamine-fructose-6-phosphate transaminase 2
11169	WDHD1	ENSG00000198554	1.844627971057313	3.1614112838606776e-4	WD repeat and HMG-box DNA binding protein 1
6736	SRY	ENSG00000184895	1.0607616497456136	3.173477700812067e-4	sex determining region Y
8165	AKAP1	ENSG00000121057	-1.0022861841791664	3.173477700812067e-4	A-kinase anchoring protein 1
13058	NA	NA	-1.4054170306983218	3.1764482819403414e-4	NA
6268	NA	NA	1.4538536775779087	3.176587537258208e-4	NA
15192	NA	NA	-2.666166504582187	3.2059370385326217e-4	NA
5169	ENPP3	ENSG00000154269	-1.3931647217355625	3.213913247050069e-4	ectonucleotide pyrophosphatase/phosphodiesterase 3
12359	NA	NA	-1.4066262533357132	3.213913247050069e-4	NA
11979	NA	NA	1.6914095494377897	3.2206528148527873e-4	NA
4450	NA	NA	1.189618416393169	3.2211559339758274e-4	NA
8727	CTNNAL1	ENSG00000119326	-1.1692289148648365	3.2443148486743437e-4	catenin alpha like 1
13918	NA	NA	1.929695004081212	3.2681853862800487e-4	NA
16187	NA	NA	-1.7867157630870925	3.2833808147849774e-4	NA
4180	NA	NA	1.224796700998936	3.3319624062467254e-4	NA
9029	NA	NA	-1.0805060599981746	3.339162241673389e-4	NA
15042	NA	NA	-2.5507134286141033	3.3400698311863113e-4	NA
6880	TAF9	ENSG00000273841	1.7151167563715861	3.3573242560941077e-4	TATA-box binding protein associated factor 9
9449	NA	NA	-1.7166336610729864	3.35881583780367e-4	NA
8423	NA	NA	6.6973855696622495	3.4097791786499474e-4	NA
14	AAMP	ENSG00000127837	1.2985908410831284	3.418362782740906e-4	angio associated migratory cell protein
6722	SRF	ENSG00000112658	1.2027267330734497	3.4240130040328714e-4	serum response factor
9792	SERTAD2	ENSG00000179833	2.2368965720787624	3.445743868088007e-4	SERTA domain containing 2
13993	NA	NA	-1.2493205836642987	3.447453702062663e-4	NA
11734	NA	NA	1.1194809726148502	3.4571160739855594e-4	NA
10436	EMG1	ENSG00000126749	-1.818598394693154	3.4621594982277374e-4	EMG1 N1-specific pseudouridine methyltransferase
10576	CCT2	ENSG00000166226	1.0636177775177709	3.4663103474434366e-4	chaperonin containing TCP1 subunit 2
8998	NA	NA	1.1740458667627593	3.469315024585454e-4	NA
6076	SNORD13P1	ENSG00000238498	1.3271632790602315	3.4730064801845556e-4	small nucleolar RNA, C/D box 13 pseudogene 1
15417	NA	NA	-1.6982914152552269	3.4856180656056026e-4	NA
985	NA	NA	1.4812466859685627	3.500258530197536e-4	NA
17232	NA	NA	4.641345189571883	3.505867422522824e-4	NA
