16440	-6.350105438704918
19609	-6.322768594659891
18895	-5.839916052719786
19019	-5.365998941871461
20690	-5.307590153154507
16678	-5.28202556576715
21794	-5.1914157169396535
16690	-5.133688227428098
18047	-5.111037784531075
14972	-5.098210335026181
19634	-5.08336471699699
15540	-5.038101289465352
17073	-5.0228799937508635
19695	-4.958935728443753
14618	-4.864852179043917
17362	-4.864470576526569
13958	-4.780314978323742
19180	-4.728270065163412
18026	-4.708061526652494
16636	-4.675246638845643
18637	-4.602083200022986
15046	-4.559160480042732
17747	-4.555734275660635
21739	-4.551345010405244
15134	-4.523673022292912
13080	-4.446619117837439
15221	-4.429882606475944
17007	-4.406879237141857
21840	-4.370270450299985
17343	-4.345409214156023
18567	-4.295371401655275
15850	-4.287984855241101
15059	-4.210755768972393
22795	-4.197214886991026
15795	-4.195501107815501
18861	-4.193601888971979
22856	-4.190109495718901
18960	-4.177593966318098
21706	-4.154661337825966
14737	-4.109093441216662
13889	-4.101819062634822
23114	-4.076958263997665
15865	-4.042287408046564
12371	-4.025916550797867
19955	-4.019905788991108
15223	-3.9978451503480836
22423	-3.994866727810445
16136	-3.980197592970157
19447	-3.96535847786527
8916	-3.9443133101955468
15745	-3.932251531203376
15576	-3.9272400762896487
15862	-3.9031922618346337
17151	-3.885505962278787
9794	-3.8850441888853355
12767	-3.868804482928775
15897	-3.810066024336633
21617	-3.7898474264858
14351	-3.7766440950748112
13916	-3.7674328587928483
10940	-3.7621933358792257
16858	-3.7570145085407782
14989	-3.756629227422642
15171	-3.7461170963463446
18198	-3.7313863823609634
14209	-3.7160529459674483
13417	-3.7099266406318936
15437	-3.6875386097698994
10684	-3.672439633484933
18851	-3.661112536335187
7327	-3.6465336986143257
20543	-3.6404464436997834
16758	-3.6295096076035063
20436	-3.605167896896912
17227	-3.596003754407287
11257	-3.5783004315185787
15370	-3.571582379524799
16408	-3.5700196824712958
17818	-3.540196330240796
13228	-3.5235762433232876
3762	-3.519196594953795
18751	-3.473645810582184
17469	-3.462376419670165
15876	-3.453950499254363
10324	-3.448118471350632
10849	-3.448115810258669
12445	-3.4229139358910436
14236	-3.4138429661497582
17849	-3.398837690201948
13169	-3.3972724986582308
16096	-3.381188694011207
6201	-3.370866121255854
9775	-3.3646288531254855
16421	-3.3603237744415253
14195	-3.352521813140455
18634	-3.31986530866319
13809	-3.3142821814431715
14973	-3.309901470769326
11125	-3.3034765375292614
15383	-3.2939178631288066
19014	-3.2859982771101643
9466	-3.2796642147764765
17051	-3.2712382051145856
13222	-3.2690337842257122
13344	-3.2498310580143444
14741	-3.2483370053486764
18068	-3.234827589325706
17224	-3.211583303227271
9925	-3.17458506015179
16810	-3.173310582967078
2250	-3.1716811342701186
12186	-3.1601843340493514
12410	-3.1552020547184787
10877	-3.141826789732226
15458	-3.1366202709653352
15617	-3.120443892688758
19654	-3.119009715922841
19708	-3.111024829335477
19472	-3.110344934459471
11	-3.104211956955119
18210	-3.0944402317997666
16764	-3.0865997545395865
11590	-3.0829201870736713
15498	-3.075316941025455
6949	-3.0710751559494547
15564	-3.066160358616466
7633	-3.0654182304527415
16090	-3.061018602625909
16228	-3.0414382364639763
20144	-3.0344353288639643
16859	-3.03418415136438
16467	-3.0299750080071877
16261	-3.027447202970617
13651	-3.0259413328724167
13867	-3.019185399759666
14378	-3.0101400029047465
12054	-2.999395145332211
16660	-2.987488670221012
16624	-2.9843180367648423
13741	-2.98381680953824
12809	-2.972955859703398
13275	-2.9729321055091398
13998	-2.9694317136603186
13005	-2.9619616214470526
13723	-2.9559698219447967
6982	-2.9552048661616763
19216	-2.9549612433419217
13754	-2.952597995772391
12043	-2.9494683085659914
9459	-2.9471046262153067
9984	-2.946585116749632
15041	-2.9409742638429335
14071	-2.9298119202351156
15180	-2.928106082332415
6433	-2.9215243035803398
889	-2.9191026369608437
12822	-2.918914059102594
7455	-2.918391423178259
12544	-2.916090369277088
16006	-2.915549191268026
17949	-2.9153954064665055
18690	-2.9092463247729863
14751	-2.908651575336338
19912	-2.9070560988632557
9732	-2.8959210156496638
10568	-2.8902662584772014
12929	-2.890083803111447
14968	-2.886702314137654
16635	-2.882354524728211
13085	-2.8642282019895977
18352	-2.8601115978631593
13919	-2.85867247093534
9574	-2.854653431260888
17293	-2.8516318411281802
13399	-2.8500370414042746
18218	-2.849089830101149
12768	-2.845288747949099
13887	-2.8417932575693294
2733	-2.8375520733068056
14283	-2.835468268263488
14318	-2.835223209243561
11138	-2.830895069279623
18686	-2.8240949373053614
21377	-2.811410299923016
19206	-2.8090114804371362
10277	-2.8077450396694354
13039	-2.789137512952751
11571	-2.7843442157917484
11661	-2.7821597161881986
10804	-2.7811993928104193
17126	-2.775977029529668
9194	-2.7694435285334436
14755	-2.769141161039614
19173	-2.7681056907984276
12013	-2.7661579084265644
18605	-2.7589443018571136
11543	-2.757517136269729
20548	-2.755408145239697
9010	-2.7498822763876793
22129	-2.7488503909076454
10642	-2.745732137408325
15087	-2.7453415691308583
16532	-2.736256064058644
12206	-2.7348380568100255
15968	-2.729956745965341
13870	-2.729915832817111
14810	-2.721904063427634
15943	-2.7200980459483906
19757	-2.719958285582564
13803	-2.7181373220703886
18543	-2.717440549920907
14731	-2.7155097845880984
8133	-2.7102837375526936
6652	-2.70921728094703
7583	-2.7082556584977966
14450	-2.7070531546925776
7781	-2.7031216218030414
12602	-2.7030631253369104
11432	-2.7022055916921497
8449	-2.6932641025209345
17137	-2.6884477574684937
11917	-2.684196546668283
9789	-2.6828596080724596
14727	-2.682151707584792
11793	-2.6732451091871945
16133	-2.668565462632171
18484	-2.6671159170971084
15192	-2.666166504582187
17915	-2.665793664128589
13819	-2.661707654612831
813	-2.658400973204416
18379	-2.654727380176474
15524	-2.6516878757842632
10815	-2.6514251675564853
13139	-2.643080987883366
14672	-2.641696128160382
6916	-2.637241263699939
12161	-2.634435418471174
21262	-2.6340070592287015
16510	-2.6230032220659054
20065	-2.6148564281013305
18512	-2.6044762952437877
7898	-2.6041095376104515
14900	-2.604108297598244
18412	-2.5989577667362727
13708	-2.595012005253615
10848	-2.5878408278075917
11467	-2.5862827493558918
18307	-2.5809991809453625
15914	-2.577677002095463
9606	-2.574591130857202
11082	-2.567037056240444
7469	-2.5631993746908854
16021	-2.5607975154173426
18619	-2.558393968186181
10762	-2.550930835657961
15042	-2.5507134286141033
6486	-2.549944026158625
13513	-2.54939205457329
6358	-2.548953717062921
9776	-2.548663459832632
19360	-2.547989928534324
13101	-2.545724541024708
19935	-2.5397025618898974
15353	-2.53925144320934
16729	-2.5358132065138195
14384	-2.529886807821341
11231	-2.5297054634202167
14391	-2.527315180462248
16065	-2.516133309692763
18502	-2.514976050797012
10481	-2.512663630675592
9760	-2.5110095925536027
15674	-2.5038602173123174
12881	-2.5019821074810755
17316	-2.5016957693836037
19804	-2.495101592194856
12893	-2.4929716577092176
14045	-2.4875512081925857
17409	-2.4839859046080304
14173	-2.476769624655758
2836	-2.4661381483544815
13044	-2.456876657633576
16404	-2.4549366577073193
11997	-2.4511091250042276
15063	-2.4492285603213486
10977	-2.4481354076792607
12014	-2.447243990375922
16616	-2.447240597330815
5298	-2.4443226966210716
10114	-2.4409689763957885
16562	-2.4403133730598854
15580	-2.4393140200942374
17769	-2.434974654624299
12978	-2.4336732018868314
12056	-2.4335960087903783
13590	-2.429932634052175
11920	-2.4287796312807295
9110	-2.4287054086125237
16432	-2.4239590348017925
22475	-2.4177900634381158
13753	-2.4142574725776855
22193	-2.4135610284678353
7949	-2.4128318271661335
17492	-2.409023277755624
16023	-2.4076013062722827
14020	-2.406366891568722
17398	-2.404994469147729
19094	-2.4017923419571314
17932	-2.3984913286600524
16973	-2.394880463613309
14428	-2.3883199997855304
14081	-2.3873968206150056
14530	-2.3867701248516284
13424	-2.3864747282588046
17562	-2.381915425708266
9797	-2.3808885777240736
16938	-2.373685307791966
3942	-2.3708156960390108
11199	-2.3705552571700212
16357	-2.367096529728384
17308	-2.366190421048272
3957	-2.364712579269137
19037	-2.3642651725039907
14215	-2.3600544071049345
17390	-2.359156141587498
18278	-2.358034159616568
5797	-2.3553816568971855
12615	-2.349960007417263
14793	-2.3491702826534695
