gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
10964	5116.45025926481	-4.379814360783501	0.10644039410752996	-41.148047200566104	0	0
91156	3080.521917649301	7.6566837835588455	0.17843624371578254	42.90991350252022	0	0
3437	2506.6257562250044	-4.389247029084828	0.1062360753235755	-41.315974970987874	0	0
3434	3234.1913047700996	-6.354169051892947	0.13797101051280422	-46.05437786007413	0	0
9066	2372.0553625498837	3.551582263075268	0.08774150987511842	40.47778831399412	0	0
4312	57084.74462303256	6.840044231736242	0.08791299532085821	77.80470005341037	0	0
4939	4948.594295613295	-4.78485230337077	0.11780133324775444	-40.61798089591639	0	0
4495	11798.822021416028	7.39771911695725	0.17618291436465572	41.98885654511182	0	0
9173	1878.8807808426345	5.296438655992901	0.13804724389382533	38.366855480769246	0	0
4599	7845.19062198094	-3.570847985608142	0.08407315417744864	-42.4731059580725	0	0
55601	4174.973959294766	-3.6376947887938744	0.09005148224974145	-40.39572362290926	0	0
54443	1534.6421406465015	-5.350809136810377	0.14428800073145454	-37.08422813875686	5.045091167597937e-301	8.125119325416478e-298
7153	1934.618847938477	-5.297182407047847	0.145301339936904	-36.45652826978821	5.421499459479575e-291	8.059684504146328e-288
4319	6014.311922742284	4.564414356566834	0.12864966593203384	35.4794108752543	1.0212892474961074e-275	1.4098168569364121e-272
151887	4708.0147398355575	-3.37060164777307	0.0951606498484493	-35.42012011415448	8.369375352611844e-275	1.07831032043051e-271
10561	2789.1624149474146	-3.9355614110087136	0.11150279212210154	-35.29563104302413	6.8523617773714475e-273	8.276796481842537e-270
162514	1058.328342073343	4.485529670345676	0.12834148000911144	34.949960605310395	1.296697933545874e-267	1.4741167213945622e-264
4084	4383.45956212687	3.2170972839923	0.09398734531173392	34.22904725441436	8.942482685726981e-257	9.601245576908868e-254
1063	1180.2656742391423	-4.669666701434321	0.13881090678853988	-33.640488413118305	4.295076312283404e-248	4.368770779536266e-245
4600	1008.1533576856142	-6.32184122673824	0.18796281576143942	-33.63346734899875	5.440359072465463e-248	5.257018971723377e-245
6422	3429.3656316416022	-3.6600585533841437	0.11050409998726576	-33.121472902868945	1.458715210537057e-240	1.3424347694685315e-237
891	1138.6071429717927	-3.520303445672824	0.10921578665494387	-32.23255129585674	6.177979408842472e-228	5.427074093422256e-225
3925	2321.878246837169	-2.885401124809187	0.08971939085908927	-32.16028438424104	6.343191961520016e-227	5.329935993405905e-224
4688	1217.0778931327247	3.9864049018060785	0.1245565006061778	32.00479206147799	9.352442878134405e-225	7.531054627617729e-222
5159	7178.082426389453	-5.6184837643112635	0.17642617634856603	-31.846089285587638	1.4910785308598643e-222	1.1526633474959095e-219
3099	10605.523311669098	2.630098565326413	0.08323104984414882	31.599968644529962	3.695736167372551e-219	2.7470691219477662e-216
6772	10196.922221712472	-2.3519412788150893	0.07504524707948754	-31.34030961779532	1.318611813326822e-215	9.438330334945987e-213
6703	14472.245039356188	5.328207004653577	0.17145109715038556	31.07712399168858	4.908291026759492e-212	3.38777258511264e-209
4288	1470.9285400736817	-5.3928745291851135	0.17606837252760407	-30.629433621530275	4.9659831718709815e-206	3.309399682054434e-203
8878	41793.49420697658	3.8041635040787574	0.12581171752382897	30.236957089137917	7.743622670223138e-201	4.988441724157746e-198
7070	994.0158307809322	-6.670025358716068	0.22296006505997307	-29.91578494974841	1.2266559869442175e-196	7.647210839898047e-194
57493	3262.711709557316	-2.6154212125808254	0.08755256401672178	-29.87258273876825	4.46928548790107e-196	2.699169104349252e-193
3598	917.2989126534868	6.545040352264263	0.2207008029907106	29.655716080651267	2.8622119353937076e-193	1.6762153898005694e-190
23586	2015.8080131304173	-2.486789465265287	0.08424177074064074	-29.519672288483672	1.6100000513118963e-191	9.15142970342756e-189
22996	673.4513908382637	4.412997623173604	0.15102615528577867	29.22008849939354	1.0776802774443976e-187	5.950642583397265e-185
991	922.1741502852971	-3.8874741576419467	0.13308591523187208	-29.210259784958485	1.436621368514071e-187	7.712262379973038e-185
4494	1303.861790106798	6.215660811287022	0.21306907641922418	29.172045590780126	4.389066268832185e-187	2.2925160732824547e-184
