gene_id,log2FoldChange
SLC16A4,-1.470101032450448
TMEM107,-1.1033943900903138
ANXA2,0.6346786147858103
IFI6,-1.7525762303884365
PDGFA,-1.9518808293381904
SLC35F2,-1.59647771623442
SDC4,-1.0596385202403151
SLC1A5,1.4112713406150026
UTP20,-1.6464662475263694
DHCR7,-1.225067845247021
ADAM19,-2.151298735598665
C12orf66,-2.122235999925683
PRM2,2.285486152389694
SLC38A2,-0.8828999807864897
RELL1,-1.2552375625897303
SYNJ2BP,-0.8520748220060901
ZBED5-AS1,-1.0589884365934512
ATP6V1G1,0.2858391486603144
G3BP2,-0.781961008792259
RETREG2,-1.19981160397031
MDM4,-1.5642125261664708
PTEN,-1.129102136178237
ACOX1,-1.319271986197051
MARCHF2,-1.720533907339863
CNIH1,0.345284830060915
SEMA5A,-1.4310986697671984
ITLN1,1.3611684238392765
PRDM1,-2.1486632994963557
FAM204A,-0.8375867926455909
CIRBP,-0.8065106085789648
ACP1,0.3934686811382051
NDUFV3,-0.7729317736445288
CNOT7,-0.7855641987063446
CPT1A,-1.7125428576255686
MMD,-1.4126937389689942
NUP155,-1.3073221327413371
ZNF805,-1.4906907971002792
RAP2C,-1.0753238422794678
CXADR,-0.8346853386242862
PBXIP1,-1.4716753179131912
SEH1L,-1.0394843848668445
TRIM13,-0.9960201222436827
FAM234B,-1.458163918177877
PFDN4,0.486569594967758
ATP6V1E1,0.4712534281499336
SGPL1,-0.9764295804385568
SUSD6,-1.449399693945946
B3GALNT2,-1.7406371185753926
BAG4,-1.1204781635339691
MBOAT1,-1.8102574162551133
SEL1L,-1.2039155801965626
NIPAL3,-1.1857872960969549
H3-3B,0.300302315696835
BICC1,-1.6208053467958494
TMEM209,-1.2587399279208564
RPL34,0.2802330772660826
INPP5A,-1.5983929133156802
TBL1XR1,-0.8659744624014948
DUSP9,-1.3808111165958157
NEIL2,-1.2651551290401697
RREB1,-1.864163070502988
KPNA1,-1.2490865636284327
TMEM176B,0.518390978508778
TRIM35,-1.7998125776898075
SEM1,0.3177441198049283
B3GNT7,-1.5091306938907765
KPNA6,-0.730033195147034
ARL1,0.4592526920137041
TRIM55,0.7912841782353616
IQGAP3,-2.184714339115861
APOL2,-1.4384974899104035
DOCK5,-1.5975204694032852
PDZD8,-1.6182952720180712
RAB3D,-1.5436805380761789
OTUD7B,-1.402397171871475
TULP4,-1.2819192394012542
ALDH6A1,-1.1866280178239856
CPEB1,-1.7739372207346809
CEPT1,-1.1832494828918425
IFNGR1,-1.0614263097582548
SLC25A5,0.3507883348737775
