GeneID	logFC	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000262172.1_17:79991943-79992841	-0.768357445904885	0.299690773439417	-9.36085081071986	9.44758233317383e-07	0.0280432586395599	4.37016332146285
