"","H_0_1","H_0_2","H_40_1","H_40_2","He_0_1","He_0_2","He_40_1","He_40_2"
"ENSG00000279267",1,3,1,3,21,4,6,11
"ENSG00000197837",12,6,27,25,11,24,7,9
"ENSG00000187624",74,55,45,32,7,2,2,1
"ENSG00000153246",81,88,33,41,0,0,0,0
"ENSG00000160963",2,2,2,0,35,13,14,6
"ENSG00000135063",1,0,3,4,1,2,43,37
"ENSG00000260220",47,49,51,45,5,0,11,4
"ENSG00000279716",5,7,3,4,7,6,19,37
"ENSG00000225544",14,19,26,13,13,15,7,13
"ENSG00000239653",10,4,2,0,9,15,18,18
"ENSG00000228283",9,12,15,22,22,24,25,17
"ENSG00000260461",17,21,16,7,22,36,4,4
"ENSG00000266651",51,48,4,9,32,30,8,4
"ENSG00000229005",2,1,0,0,57,88,12,7
"ENSG00000264343",11,13,16,13,7,5,3,2
"ENSG00000251257",20,7,32,27,4,0,30,19
"ENSG00000236714",0,0,0,0,1,1,1,7
"ENSG00000285875",23,21,14,11,17,14,22,21
"ENSG00000234498",19,13,15,17,7,3,23,27
"ENSG00000257298",4,2,3,4,0,3,0,0
"ENSG00000213250",4,3,0,19,13,12,8,18
"ENSG00000119725",5,8,6,11,20,17,18,13
"ENSG00000198064",7,10,11,17,19,28,51,25
"ENSG00000227782",11,5,2,5,3,4,21,26
"ENSG00000121075",13,12,12,14,64,75,20,9
"ENSG00000223947",33,23,37,34,12,11,1,2
"ENSG00000273340",6,20,13,7,5,12,11,9
"ENSG00000128510",1,2,0,0,41,24,51,66
"ENSG00000205809",27,23,21,31,4,2,73,63
"ENSG00000260285",32,16,8,19,15,16,2,2
"ENSG00000260578",3,1,3,1,0,0,0,0
"ENSG00000267244",31,35,1,10,7,3,6,6
"ENSG00000227295",9,6,2,12,18,9,54,52
"ENSG00000026751",15,21,111,97,0,0,0,0
"ENSG00000224152",29,22,10,8,12,18,35,21
"ENSG00000188959",1,3,6,6,77,77,27,33
"ENSG00000260401",61,57,15,6,23,9,1,6
"ENSG00000265666",7,4,24,14,6,5,31,24
"ENSG00000069188",2,2,0,3,1,0,0,0
"ENSG00000278467",0,4,8,2,12,38,0,7
"ENSG00000153237",4,15,8,14,16,16,4,5
"ENSG00000281404",9,3,17,16,13,14,34,44
"ENSG00000261220",49,49,31,49,26,12,5,9
"ENSG00000181418",67,44,10,16,13,2,11,1
"ENSG00000227825",91,86,19,29,4,1,3,1
"ENSG00000255198",30,23,30,39,0,0,2,9
"ENSG00000268756",4,15,3,0,4,3,2,2
"ENSG00000236423",40,40,10,5,22,18,10,9
"ENSG00000116544",3,4,4,2,0,2,4,2
"ENSG00000163141",13,11,8,2,2,1,4,1
"ENSG00000275765",11,4,8,2,9,7,7,15
"ENSG00000253661",33,34,30,25,0,0,0,0
"ENSG00000280193",44,39,31,28,15,17,3,4
"ENSG00000246250",3,7,1,1,9,20,3,0
"ENSG00000229586",2,8,3,10,21,21,4,12
"ENSG00000138669",48,26,24,47,0,4,9,15
"ENSG00000127928",63,75,45,60,0,0,0,0
"ENSG00000168079",10,17,8,7,0,0,0,0
"ENSG00000270903",2,8,1,2,0,3,2,5
"ENSG00000103375",4,0,0,1,9,6,38,53
"ENSG00000132622",22,14,4,1,35,31,28,16
"ENSG00000162641",3,1,6,12,0,5,1,0
"ENSG00000239523",20,23,7,7,21,21,4,1
"ENSG00000259802",14,9,3,4,4,8,14,11
"ENSG00000228492",41,37,6,6,2,11,2,7
"ENSG00000232725",40,47,11,26,3,7,0,3
"ENSG00000253476",6,3,2,4,4,11,7,4
"ENSG00000232624",29,42,9,9,4,8,53,78
"ENSG00000261423",23,30,23,15,27,17,17,11
"ENSG00000105695",1,3,1,5,3,2,33,37
"ENSG00000272872",33,11,4,5,30,16,17,10
"ENSG00000279348",7,7,3,0,49,82,1,6
"ENSG00000261761",45,47,28,22,1,2,0,0
"ENSG00000198108",12,13,1,0,30,44,15,17
"ENSG00000120322",60,49,1,2,19,13,0,0
"ENSG00000165125",90,76,6,5,0,0,0,0
"ENSG00000213025",18,13,20,11,18,14,15,24
"ENSG00000271933",10,3,7,2,1,5,17,11
"ENSG00000198134",31,31,22,35,15,15,9,21
"ENSG00000260552",8,10,11,11,7,4,2,3
"ENSG00000143184",0,0,1,0,57,41,45,43
"ENSG00000225808",8,4,6,9,5,8,5,3
"ENSG00000260774",21,19,29,13,10,5,9,15
"ENSG00000272269",17,10,20,21,10,25,25,30
"ENSG00000229124",43,32,35,26,0,0,8,1
"ENSG00000139547",4,3,3,2,2,0,0,0
"ENSG00000275807",46,28,14,7,1,3,12,19
"ENSG00000182853",13,28,10,13,1,1,7,2
"ENSG00000124251",14,14,0,8,7,6,14,0
"ENSG00000279529",5,15,12,20,12,14,8,6
"ENSG00000166359",7,16,0,1,17,24,2,0
"ENSG00000267649",12,7,37,29,4,4,9,28
"ENSG00000240972",10,10,7,7,2,2,27,19
"ENSG00000272512",18,10,36,23,5,1,21,28
"ENSG00000187889",1,3,0,0,68,99,20,16
"ENSG00000260948",1,1,0,3,30,37,9,11
"ENSG00000175497",0,0,0,0,46,42,23,32
"ENSG00000174912",51,51,41,36,3,10,4,4
"ENSG00000149970",69,81,26,67,0,0,0,0
"ENSG00000248503",25,31,15,23,0,8,6,6
"ENSG00000257497",9,2,2,4,15,29,4,4
"ENSG00000251550",20,15,18,20,25,44,26,34
"ENSG00000267698",21,6,5,5,28,10,3,15
"ENSG00000151967",18,22,7,19,7,1,18,11
"ENSG00000168298",1,2,35,73,14,3,15,31
"ENSG00000230795",16,14,19,26,9,11,71,55
"ENSG00000105889",0,0,3,1,1,1,0,0
"ENSG00000106772",7,7,8,9,0,0,0,0
"ENSG00000174871",5,6,4,2,4,15,10,19
"ENSG00000268061",11,14,10,4,0,2,5,2
"ENSG00000242220",0,1,1,1,4,3,3,2
"ENSG00000224259",52,38,78,74,0,0,0,0
"ENSG00000237877",1,0,2,5,27,20,14,8
"ENSG00000284669",10,14,9,8,4,16,27,14
"ENSG00000281501",16,7,7,16,26,37,4,9
"ENSG00000253854",13,12,4,9,19,46,6,1
"ENSG00000227619",40,26,6,10,20,11,23,13
"ENSG00000137699",0,5,2,5,23,8,61,68
"ENSG00000227896",24,23,9,21,32,28,4,5
"ENSG00000111291",19,28,19,18,13,8,8,9
"ENSG00000100557",50,59,17,18,33,36,9,7
"ENSG00000225193",2,2,1,3,0,0,0,0
"ENSG00000205078",4,1,2,2,1,0,7,11
"ENSG00000279329",24,8,9,9,0,0,0,0
"ENSG00000156265",38,48,48,40,0,0,0,0
"ENSG00000238164",5,3,6,1,27,32,4,8
"ENSG00000117643",2,3,8,7,4,8,0,0
"ENSG00000213366",3,7,0,2,51,38,12,10
"ENSG00000242861",27,20,12,13,17,22,6,9
"ENSG00000186446",1,0,0,0,44,47,20,8
"ENSG00000238840",88,104,21,19,0,2,4,3
"ENSG00000108309",6,0,1,0,3,2,6,10
"ENSG00000230071",19,7,7,10,19,16,45,59
"ENSG00000212452",12,6,5,5,19,25,11,9
"ENSG00000279041",32,35,11,7,13,9,14,18
"ENSG00000175538",1,11,3,2,8,16,19,27
"ENSG00000257489",4,5,4,6,7,17,3,4
"ENSG00000279970",24,28,16,17,31,14,2,9
"ENSG00000230415",6,2,0,5,0,1,8,3
"ENSG00000122432",5,2,12,7,9,24,4,4
"ENSG00000233396",9,17,2,1,47,52,2,7
"ENSG00000224272",4,1,0,0,77,75,5,16
"ENSG00000237350",17,16,8,3,13,12,32,27
"ENSG00000274525",0,1,2,0,1,4,1,2
"ENSG00000227192",0,0,0,0,74,107,2,3
"ENSG00000273314",31,20,12,13,18,15,6,11
"ENSG00000106689",10,11,0,6,0,0,0,3
"ENSG00000247095",17,8,3,6,5,0,8,1
"ENSG00000150773",12,11,13,18,25,33,5,9
"ENSG00000258900",8,8,14,8,12,12,9,22
"ENSG00000198003",1,1,0,0,4,8,4,3
"ENSG00000197016",67,82,39,51,0,0,0,0
"ENSG00000158859",0,0,1,0,46,30,14,12
"ENSG00000235831",15,9,1,7,1,0,0,2
"ENSG00000249626",32,20,15,10,35,28,4,5
"ENSG00000246526",9,6,10,9,18,26,21,11
"ENSG00000248740",22,24,24,14,13,11,30,36
"ENSG00000248461",0,0,0,0,102,91,2,5
"ENSG00000272841",28,26,17,32,28,24,15,19
"ENSG00000260081",29,21,11,20,0,1,3,6
"ENSG00000253741",17,9,11,8,2,0,0,3
"ENSG00000227268",18,22,7,7,40,39,1,0
"ENSG00000233381",1,4,2,0,36,30,11,15
"ENSG00000136114",15,4,14,10,0,3,4,1
"ENSG00000188897",5,4,2,3,5,2,5,0
"ENSG00000279382",52,35,7,9,10,1,12,16
"ENSG00000230513",1,7,2,1,19,16,16,5
"ENSG00000251350",0,0,0,2,1,1,0,2
"ENSG00000250590",77,78,46,36,0,0,0,0
"ENSG00000204248",7,2,0,5,7,1,6,8
"ENSG00000155918",39,39,71,80,0,0,1,2
"ENSG00000279561",0,1,0,0,11,18,4,7
"ENSG00000200879",10,16,1,4,10,7,4,6
"ENSG00000237505",17,20,11,12,0,1,40,40
"ENSG00000187105",5,14,8,10,16,9,8,4
"ENSG00000279253",18,21,23,11,4,3,13,21
"ENSG00000268362",15,22,6,2,34,30,10,13
"ENSG00000232346",6,5,5,14,33,21,10,9
"ENSG00000272145",8,21,0,8,25,52,9,2
"ENSG00000132855",2,7,5,6,13,33,5,10
"ENSG00000212237",16,17,13,2,4,3,7,3
"ENSG00000129048",2,12,5,8,4,7,0,0
"ENSG00000251129",62,42,34,35,0,0,0,0
"ENSG00000046653",8,15,3,3,55,64,4,2
"ENSG00000272240",4,17,0,9,17,26,8,3
"ENSG00000254876",21,13,8,3,17,3,4,0
"ENSG00000165863",0,0,5,2,58,50,27,43
"ENSG00000244257",8,26,10,18,0,5,9,4
"ENSG00000274756",11,15,7,10,3,7,15,9
"ENSG00000269729",74,68,38,47,0,0,0,0
"ENSG00000170075",17,22,74,85,0,0,4,3
"ENSG00000162881",0,0,0,0,63,30,16,20
"ENSG00000233785",6,2,4,6,16,14,42,43
"ENSG00000277687",4,1,7,13,5,6,3,1
"ENSG00000117122",1,0,2,0,13,19,30,37
"ENSG00000158315",22,16,18,11,36,39,14,19
"ENSG00000205639",5,11,11,7,18,12,36,23
"ENSG00000251414",4,6,0,3,9,3,12,9
"ENSG00000091482",37,31,22,20,39,29,7,5
"ENSG00000255495",0,0,5,6,20,25,34,13
"ENSG00000159761",9,12,7,9,6,4,14,16
"ENSG00000108342",0,0,4,1,1,2,80,95
"ENSG00000268895",1,0,0,2,3,1,0,0
"ENSG00000251593",46,37,9,15,0,0,0,0
"ENSG00000205238",36,39,4,14,9,18,5,2
"ENSG00000157680",1,0,0,0,7,1,1,0
"ENSG00000205426",3,3,0,2,4,0,28,37
"ENSG00000276182",21,14,5,16,11,43,9,17
"ENSG00000197162",44,35,27,19,6,7,0,1
"ENSG00000273702",12,8,10,10,29,24,11,17
"ENSG00000282508",1,0,1,4,5,5,2,9
"ENSG00000268947",20,23,4,4,17,4,2,5
"ENSG00000253598",50,47,16,20,30,21,2,1
"ENSG00000149926",6,5,1,3,0,0,0,0
"ENSG00000188176",8,7,4,5,64,25,8,10
"ENSG00000267898",36,17,12,19,8,5,40,55
"ENSG00000187010",7,6,21,16,10,2,4,2
"ENSG00000232811",10,14,11,9,26,25,14,12
"ENSG00000152292",28,23,9,12,11,3,2,3
"ENSG00000228791",8,1,10,0,51,108,7,3
"ENSG00000179978",17,8,7,2,20,23,13,14
"ENSG00000137558",1,2,1,2,0,0,0,0
"ENSG00000135409",4,3,20,22,17,5,10,6
"ENSG00000150667",13,12,11,7,7,1,1,0
"ENSG00000267199",2,1,0,0,30,44,1,1
"ENSG00000280106",26,32,7,9,52,29,6,8
"ENSG00000239282",2,3,1,5,1,1,0,0
"ENSG00000266993",13,8,6,3,5,13,1,0
"ENSG00000231908",7,4,0,7,14,6,2,3
"ENSG00000189229",42,58,22,25,10,13,7,6
"ENSG00000219682",14,11,22,13,12,31,23,17
"ENSG00000146666",26,22,47,62,3,4,18,21
"ENSG00000254231",28,20,4,9,39,39,6,4
"ENSG00000275294",8,9,4,1,4,4,9,15
"ENSG00000246898",8,4,3,0,47,43,15,12
"ENSG00000117586",5,6,1,6,52,33,8,9
"ENSG00000281406",0,1,0,0,36,41,17,23
"ENSG00000213123",44,29,15,11,2,3,8,5
"ENSG00000168939",33,25,18,16,5,8,11,8
"ENSG00000273891",16,19,3,7,13,21,12,3
"ENSG00000169918",22,10,39,25,3,5,2,0
"ENSG00000236829",14,20,16,8,14,9,5,14
"ENSG00000260793",35,25,11,7,11,11,3,3
"ENSG00000269386",11,14,12,27,19,12,15,12
"ENSG00000028277",9,5,38,20,4,7,21,19
"ENSG00000269473",20,26,14,21,19,18,2,1
"ENSG00000285722",8,1,5,1,4,2,40,37
"ENSG00000163431",1,2,3,8,0,1,5,7
"ENSG00000235257",34,32,22,19,25,28,1,1
"ENSG00000206532",37,48,16,9,13,18,10,8
"ENSG00000169282",9,15,6,8,28,47,10,12
"ENSG00000236871",37,41,19,12,18,17,11,4
"ENSG00000228532",21,11,18,11,31,36,15,23
"ENSG00000177359",2,0,2,4,6,8,0,0
"ENSG00000260442",2,1,0,5,0,0,3,1
"ENSG00000262445",3,0,0,0,82,47,4,3
"ENSG00000243725",21,8,6,12,14,5,16,11
"ENSG00000203865",5,5,4,9,21,15,5,9
"ENSG00000230154",5,6,8,10,20,24,6,7
"ENSG00000228033",3,8,10,13,0,0,0,0
"ENSG00000229127",7,8,4,6,46,62,13,4
"ENSG00000231304",1,0,1,2,2,3,0,0
"ENSG00000273449",20,25,12,10,40,27,8,5
"ENSG00000129167",10,10,3,2,56,74,2,4
"ENSG00000279148",36,31,40,35,5,12,3,1
"ENSG00000259065",8,8,5,7,0,1,1,0
"ENSG00000170049",29,31,12,3,19,7,9,4
"ENSG00000152229",1,1,2,9,31,29,24,21
"ENSG00000275491",20,18,5,3,0,0,1,2
"ENSG00000132702",3,4,3,5,0,0,0,1
"ENSG00000234996",0,4,0,0,37,37,8,19
"ENSG00000144214",5,8,13,14,28,15,15,18
"ENSG00000228043",4,3,2,6,11,7,8,5
"ENSG00000224063",1,9,8,9,41,38,12,14
"ENSG00000167653",29,28,30,27,0,0,0,0
"ENSG00000254389",21,41,6,3,13,8,0,1
"ENSG00000245498",20,19,17,8,10,27,4,2
"ENSG00000213621",9,10,5,11,17,6,16,18
"ENSG00000258708",6,8,5,9,47,44,7,8
"ENSG00000116299",37,37,19,18,24,10,27,25
"ENSG00000232995",27,15,9,16,25,24,2,5
"ENSG00000236498",16,14,4,2,3,2,14,23
"ENSG00000173175",1,1,5,3,0,0,1,2
"ENSG00000082196",19,20,5,8,26,38,1,8
"ENSG00000254991",52,49,15,5,0,5,48,44
"ENSG00000138161",0,0,10,1,22,26,3,6
"ENSG00000258559",8,9,3,2,15,12,15,1
"ENSG00000259448",1,5,4,5,5,5,4,4
"ENSG00000227533",8,11,6,13,8,3,6,6
"ENSG00000198797",28,27,11,3,2,2,43,57
"ENSG00000221953",20,7,3,4,24,17,12,11
"ENSG00000145040",0,0,0,0,6,5,35,33
"ENSG00000243224",8,5,18,15,4,6,2,1
"ENSG00000164093",63,97,31,29,0,0,0,0
"ENSG00000272323",15,12,8,3,14,4,5,5
"ENSG00000157927",3,5,4,11,6,3,8,12
"ENSG00000253620",3,4,16,16,29,22,44,61
"ENSG00000165874",7,11,3,13,27,32,14,7
"ENSG00000182870",2,4,1,0,0,0,3,5
"ENSG00000258689",84,76,37,18,0,4,1,2
"ENSG00000196381",0,0,0,0,68,69,2,2
"ENSG00000179873",61,71,28,23,1,1,1,2
"ENSG00000226491",0,0,0,0,81,64,3,3
"ENSG00000261488",16,9,13,13,6,2,8,19
"ENSG00000231982",48,30,10,14,1,1,6,9
"ENSG00000164037",1,1,7,6,3,2,2,3
"ENSG00000006837",13,7,9,12,8,18,4,5
"ENSG00000231952",19,13,21,23,9,11,23,38
"ENSG00000183117",0,0,0,0,3,5,4,12
"ENSG00000253320",19,9,10,11,2,5,5,7
"ENSG00000279434",5,8,3,1,40,21,37,29
"ENSG00000279145",3,0,0,1,5,7,0,0
"ENSG00000261840",10,15,5,8,37,16,16,27
"ENSG00000277182",0,0,0,1,23,27,0,3
"ENSG00000224738",11,19,14,13,26,19,10,7
"ENSG00000269399",19,12,12,8,20,9,11,5
"ENSG00000225872",52,55,19,20,14,2,0,6
"ENSG00000269001",0,0,0,0,17,20,2,5
"ENSG00000228925",12,5,7,3,12,8,24,11
"ENSG00000227992",22,19,12,23,21,26,6,13
"ENSG00000230756",12,10,4,12,5,19,14,12
"ENSG00000204764",61,59,59,37,1,0,0,4
"ENSG00000245156",4,11,1,4,5,6,8,5
"ENSG00000214353",42,39,15,17,10,10,22,6
"ENSG00000236383",12,14,3,0,35,54,14,9
"ENSG00000235681",9,15,4,4,14,17,0,2
"ENSG00000270728",7,5,4,6,13,20,0,0
"ENSG00000275557",8,9,10,5,2,0,4,4
"ENSG00000072201",33,15,13,15,26,24,2,15
"ENSG00000196569",29,29,10,15,10,8,13,20
"ENSG00000270060",7,11,4,2,17,13,22,17
"ENSG00000248643",20,21,4,8,13,2,18,4
"ENSG00000140563",0,0,0,0,24,41,45,46
"ENSG00000235560",0,2,2,3,32,38,7,12
"ENSG00000261884",10,15,4,7,22,19,4,12
"ENSG00000275734",22,14,2,9,39,33,6,3
"ENSG00000264608",23,17,24,12,15,11,3,2
"ENSG00000132141",5,21,22,29,31,21,12,14
"ENSG00000070731",4,0,1,1,0,0,0,4
"ENSG00000266401",23,12,9,19,2,7,32,30
"ENSG00000267249",24,22,10,18,34,23,10,4
"ENSG00000142549",55,41,14,5,3,0,2,7
"ENSG00000235001",26,19,13,23,19,2,14,32
"ENSG00000157601",5,5,14,13,34,39,6,11
"ENSG00000184454",0,0,0,0,48,62,13,12
"ENSG00000225264",17,8,18,5,8,35,8,12
"ENSG00000188763",0,0,0,0,4,11,20,17
"ENSG00000254851",39,33,31,28,2,2,1,4
"ENSG00000272853",20,8,13,11,14,8,7,5
"ENSG00000166148",95,93,21,10,0,0,0,0
"ENSG00000279500",8,4,5,3,2,13,4,4
"ENSG00000280079",79,85,12,18,0,0,0,0
"ENSG00000188368",48,38,21,31,6,2,9,23
"ENSG00000281420",3,3,1,7,0,0,1,2
"ENSG00000227963",46,36,13,10,17,11,17,14
"ENSG00000260000",15,12,6,4,45,32,4,4
"ENSG00000273117",10,11,3,3,0,0,0,0
"ENSG00000230724",2,2,4,5,8,11,0,4
"ENSG00000110025",12,23,12,9,18,2,21,15
"ENSG00000184574",27,33,45,37,10,7,12,7
"ENSG00000233077",0,3,8,4,1,3,2,2
"ENSG00000229833",18,25,16,16,22,5,21,31
"ENSG00000234630",1,6,0,1,10,13,3,4
"ENSG00000160180",37,43,33,29,9,2,14,20
"ENSG00000175147",3,2,7,1,40,40,6,7
"ENSG00000260805",14,20,56,47,2,0,41,30
"ENSG00000223552",22,28,76,82,0,0,0,0
"ENSG00000237988",1,0,1,0,52,77,14,20
"ENSG00000164707",63,43,13,22,7,4,1,0
"ENSG00000225032",22,19,0,9,0,0,6,10
"ENSG00000236264",13,17,5,18,12,9,2,3
"ENSG00000232712",1,5,6,8,34,35,8,16
"ENSG00000230732",15,5,7,2,17,10,6,1
"ENSG00000253910",48,47,15,29,3,8,1,5
"ENSG00000248290",52,24,38,39,3,5,27,1
"ENSG00000161896",0,0,3,7,39,25,30,28
"ENSG00000285437",24,35,23,28,21,5,2,3
"ENSG00000231154",19,18,5,6,27,37,9,4
"ENSG00000236184",31,14,20,12,8,17,1,1
"ENSG00000215009",32,26,40,37,1,6,6,7
"ENSG00000111325",31,34,7,7,1,3,8,5
"ENSG00000261216",5,5,7,9,18,13,52,46
"ENSG00000167578",19,18,21,13,8,4,4,3
"ENSG00000278558",15,9,4,0,18,9,24,20
"ENSG00000228150",6,2,2,1,5,6,6,2
"ENSG00000174514",10,4,2,12,33,40,8,8
"ENSG00000279519",18,19,3,8,12,23,2,3
"ENSG00000081052",1,3,0,0,0,2,1,0
"ENSG00000230084",0,5,1,2,1,7,4,0
"ENSG00000169860",15,16,2,3,0,0,0,0
"ENSG00000164512",6,7,3,1,39,42,8,20
"ENSG00000272374",13,15,1,11,25,20,13,8
"ENSG00000227014",0,8,6,2,6,5,22,42
"ENSG00000268350",58,26,10,7,2,12,1,1
"ENSG00000172014",4,3,4,9,0,1,0,0
"ENSG00000234618",12,11,11,7,29,15,6,8
"ENSG00000257086",15,7,7,9,3,2,3,6
"ENSG00000173227",33,30,22,21,0,1,1,0
"ENSG00000126803",40,27,38,37,2,15,2,1
"ENSG00000235958",23,13,9,4,7,4,32,24
"ENSG00000159958",8,8,5,1,11,9,4,1
"ENSG00000272821",18,27,5,10,15,17,17,16
"ENSG00000142609",0,0,0,0,43,27,5,9
"ENSG00000237773",7,9,17,14,6,6,6,1
"ENSG00000164764",19,36,25,12,24,18,5,7
"ENSG00000214954",23,35,9,5,7,22,3,6
"ENSG00000106686",4,4,3,3,38,40,21,21
"ENSG00000214110",9,11,3,3,21,29,8,17
"ENSG00000255306",16,8,16,18,14,7,3,0
"ENSG00000181333",42,48,35,37,8,20,6,2
"ENSG00000229190",1,0,0,2,3,2,2,0
"ENSG00000233588",3,7,1,7,14,12,21,27
"ENSG00000236778",4,7,4,14,18,13,13,7
"ENSG00000139899",7,6,2,8,15,14,6,2
"ENSG00000260668",2,5,3,3,70,61,8,8
"ENSG00000260121",17,30,1,4,25,16,28,19
"ENSG00000214212",6,9,1,5,3,0,1,1
"ENSG00000271127",19,8,3,7,10,15,8,6
"ENSG00000159496",10,9,6,1,1,2,2,12
"ENSG00000272931",6,2,9,5,87,38,13,15
"ENSG00000227359",11,15,8,5,24,31,14,25
"ENSG00000135925",2,2,2,3,3,0,0,1
"ENSG00000251165",1,3,0,0,69,93,15,8
"ENSG00000112964",42,28,22,31,1,0,0,0
"ENSG00000170458",2,3,19,9,62,37,14,9
"ENSG00000124772",51,43,25,36,2,0,4,0
"ENSG00000154545",0,0,0,0,5,144,16,16
"ENSG00000120500",6,10,2,3,5,5,1,1
"ENSG00000254815",14,15,0,3,0,1,0,6
"ENSG00000202314",5,13,11,1,11,15,3,4
"ENSG00000240970",2,10,5,3,2,10,10,2
"ENSG00000278635",32,26,18,13,6,8,5,4
"ENSG00000250365",5,4,1,3,14,36,8,10
"ENSG00000259250",24,30,15,14,32,22,4,5
"ENSG00000233622",12,12,12,12,0,2,12,7
"ENSG00000271895",4,7,5,7,47,41,19,20
"ENSG00000224183",11,4,8,11,7,9,3,4
"ENSG00000066405",12,12,19,41,3,1,0,1
"ENSG00000251429",4,5,8,12,25,34,4,2
"ENSG00000272674",12,17,0,0,32,28,0,6
"ENSG00000239218",0,0,0,0,45,27,15,12
"ENSG00000172367",103,70,12,17,0,0,3,1
"ENSG00000214562",4,5,4,1,19,11,5,15
"ENSG00000279530",3,3,0,0,4,7,3,0
"ENSG00000111452",21,16,15,28,4,6,11,5
"ENSG00000206140",14,14,6,23,12,11,17,16
"ENSG00000162624",75,69,33,34,0,0,0,0
"ENSG00000232527",13,61,28,26,13,0,4,17
"ENSG00000138400",0,4,1,2,13,18,8,5
"ENSG00000255182",46,51,18,20,0,0,1,1
"ENSG00000233901",31,39,13,13,17,11,14,13
"ENSG00000232934",2,8,1,0,9,33,35,57
"ENSG00000255745",0,0,0,0,82,109,8,6
"ENSG00000188603",20,17,5,9,24,10,1,8
"ENSG00000267742",5,2,3,8,14,11,14,12
"ENSG00000215493",17,13,2,4,13,25,4,1
"ENSG00000250318",8,15,11,16,0,0,3,5
"ENSG00000272141",7,0,5,11,1,1,31,45
"ENSG00000259439",54,60,43,50,0,0,0,0
"ENSG00000236283",5,6,2,5,84,84,5,1
"ENSG00000238133",2,4,13,8,4,6,32,12
"ENSG00000254893",11,16,17,21,3,5,11,6
"ENSG00000232727",18,12,18,13,6,6,9,11
"ENSG00000157303",0,0,0,0,63,49,15,23
"ENSG00000231528",58,28,27,23,4,0,0,3
"ENSG00000229719",52,44,7,13,20,7,15,13
"ENSG00000276850",52,60,41,34,5,8,0,0
"ENSG00000272140",10,8,5,4,14,28,5,4
"ENSG00000178226",26,21,32,31,4,2,7,9
"ENSG00000065325",0,0,1,0,10,13,0,2
"ENSG00000260005",32,29,21,19,6,6,25,20
"ENSG00000238120",30,38,58,29,2,1,14,32
"ENSG00000234694",2,2,2,5,9,6,4,13
"ENSG00000143257",5,2,4,5,18,14,10,5
"ENSG00000153165",8,8,15,12,11,13,12,10
"ENSG00000239388",9,4,7,7,10,12,15,17
"ENSG00000249249",7,3,9,9,7,12,10,9
"ENSG00000272894",3,4,3,2,10,11,1,5
"ENSG00000279413",23,25,25,21,7,1,18,19
"ENSG00000279700",6,3,6,10,8,2,5,8
"ENSG00000137880",11,13,4,3,7,0,2,3
"ENSG00000121270",9,9,3,2,37,37,5,12
"ENSG00000267060",8,0,3,4,29,17,14,4
"ENSG00000234832",6,5,3,1,1,9,4,10
"ENSG00000101162",15,20,8,4,44,55,8,10
"ENSG00000099866",8,10,5,5,7,2,4,3
"ENSG00000126262",34,28,78,65,0,1,0,0
"ENSG00000272078",7,1,32,20,7,3,30,22
"ENSG00000115274",4,7,7,6,7,4,2,6
"ENSG00000214439",24,4,10,16,7,23,8,8
"ENSG00000230565",16,12,10,3,18,26,6,10
"ENSG00000189014",3,5,1,5,40,47,9,16
"ENSG00000271780",18,18,2,13,1,6,9,9
"ENSG00000251417",27,19,13,20,9,5,14,9
"ENSG00000234690",5,5,16,17,13,19,27,19
"ENSG00000251867",22,14,33,32,21,25,3,3
"ENSG00000237437",8,8,7,6,4,4,4,14
"ENSG00000265112",6,9,2,0,1,2,1,5
"ENSG00000172508",7,6,9,9,0,0,3,1
"ENSG00000257605",16,8,23,18,15,2,22,16
"ENSG00000260034",4,4,4,2,2,11,1,5
"ENSG00000232907",1,0,4,5,20,16,11,16
"ENSG00000267419",5,5,3,7,15,13,14,9
"ENSG00000250731",1,3,11,18,24,9,7,9
"ENSG00000130943",3,5,0,0,14,42,0,3
"ENSG00000226674",36,27,51,21,2,4,0,0
"ENSG00000198237",8,5,6,4,4,19,20,10
"ENSG00000248367",13,3,3,3,10,9,0,4
"ENSG00000226310",3,4,9,17,0,8,3,0
"ENSG00000222898",61,39,24,15,3,5,2,3
"ENSG00000253636",15,26,5,6,3,35,7,7
"ENSG00000107518",5,7,7,4,2,0,0,0
"ENSG00000260669",8,4,3,3,13,4,17,16
"ENSG00000260618",11,12,7,14,1,9,3,5
"ENSG00000205702",18,7,9,8,17,8,16,16
"ENSG00000242553",3,4,2,2,21,51,11,3
"ENSG00000236364",38,21,4,5,6,14,12,15
"ENSG00000284308",3,0,1,2,0,0,3,0
"ENSG00000213071",37,36,8,10,18,26,5,4
"ENSG00000241886",0,1,1,1,6,9,37,25
"ENSG00000224725",0,1,3,3,14,25,7,1
"ENSG00000100206",8,10,0,3,0,3,0,0
"ENSG00000271452",10,10,3,0,32,47,1,3
"ENSG00000249279",3,4,8,15,0,0,0,0
"ENSG00000113209",73,61,14,4,1,4,1,2
"ENSG00000279086",16,25,53,51,4,0,3,14
"ENSG00000257913",8,8,8,13,16,16,3,5
"ENSG00000277223",1,4,0,5,99,60,11,10
"ENSG00000176383",16,27,11,8,2,5,14,10
"ENSG00000265787",43,40,10,10,0,0,1,1
"ENSG00000283023",0,0,0,0,31,51,19,17
"ENSG00000160188",17,8,10,24,0,0,0,0
"ENSG00000234238",32,44,58,69,0,0,0,0
"ENSG00000196338",9,14,4,1,1,0,3,4
"ENSG00000147647",4,1,0,0,67,83,16,13
"ENSG00000181097",5,0,6,2,1,1,5,11
