Sample	Condition	DESeq2_SizeFactor	edgeR_TMM_Factor	Library_Size	Mean_CPM
H_0_1	Control	1.1248420665840106	1.056430168722507	18479188	56.21045721806565
H_0_2	Control	1.0839607807635891	1.0476084179601808	17871099	56.68379690808046
H_40_1	CBD	0.8999590502456342	0.95040565514296	16348192	62.4811336943466
H_40_2	CBD	0.9366581011330208	0.9507168993745488	17036375	62.46067871720432
