Ensembl_ID,Entrez_ID,Gene_Symbol,logFC
ENSG00000128805,58504.0,ARHGAP22,-3.117147585714284
ENSG00000125755,8189.0,SYMPK,1.172672471428571
ENSG00000146707,22932.0,POMZP3,1.608379210714285
ENSG00000115446,25972.0,UNC50,-1.246057464285714
ENSG00000181788,6478.0,SIAH2,-1.461691785714285
ENSG00000157224,9069.0,CLDN12,1.834749821428571
ENSG00000186787,474343.0,SPIN2B,-1.733284253571428
ENSG00000206432,645369.0,TMEM200C,-1.223684964285714
ENSG00000092853,63967.0,CLSPN,2.170738642857144
,,GPR172B,-2.735024035714285
ENSG00000117602,11123.0,RCAN3,1.476835757142857
,,CYHR1,-1.217435128571428
ENSG00000163659,25976.0,TIPARP,-1.461129821428571
ENSG00000160305,23181.0,DIP2A,-1.212770164999999
ENSG00000085511,4216.0,MAP3K4,-1.270906747857143
ENSG00000049541,5982.0,RFC2,2.166505214285714
ENSG00000185652,4908.0,NTF3,2.464451032499999
ENSG00000120533,56943.0,ENY2,1.007140562857143
ENSG00000064932,22904.0,SBNO2,-1.116166107142857
ENSG00000162775,64783.0,RBM15,1.239024657142857
ENSG00000130158,57572.0,DOCK6,-1.494757082142857
ENSG00000149930,9344.0,TAOK2,1.404860342857142
