Ensembl_ID,Entrez_ID,Gene_Symbol,logFC
ENSG00000159871,284348,LYPD5,4.914190333333332
ENSG00000162636,284611,EEIG2,3.472856666666667
ENSG00000307235,100132004,LOC100132004,6.310577333333329
ENSG00000254300,101926978,LINC01111,5.656536666666668
ENSG00000198182,84775,ZNF607,2.559254333333329
ENSG00000152661,2697,GJA1,4.46069
ENSG00000196110,374879,ZNF699,3.057448000000001
ENSG00000157227,4323,MMP14,-2.634744
ENSG00000125355,55026,TMEM255A,2.562137666666664
ENSG00000251580,105374366,LINC02482,2.863996666666663
ENSG00000284485,406988,MIR205,-3.688397666666667
ENSG00000126752,6756,SSX1,3.444435333333335
ENSG00000162407,8613,PLPP3,2.505340999999999
ENSG00000079215,6507,SLC1A3,-2.359142333333335
ENSG00000108691,6347,CCL2,4.523262333333331
ENSG00000136111,9882,TBC1D4,-2.100145666666665
ENSG00000118971,894,CCND2,-3.826538000000001
ENSG00000206538,389136,VGLL3,1.941048
ENSG00000124459,7596,ZNF45,2.463839666666665
ENSG00000125538,3553,IL1B,-1.837521666666669
ENSG00000249196,283352,TMEM132D-AS1,2.881093000000003
ENSG00000003436,7035,TFPI,2.254351666666667
ENSG00000120129,1843,DUSP1,2.542927333333332
ENSG00000021355,1992,SERPINB1,-2.050187000000002
ENSG00000249550,100506465,LINC01234,2.474859333333333
ENSG00000231851,101927492,MRPS9-AS1,2.177691666666664
ENSG00000121552,1475,CSTA,-2.209198
ENSG00000273703,8342,H2BC14,-4.872327666666668
,105378477,LOC105378477,4.455850333333332
ENSG00000100979,5360,PLTP,-1.722606
ENSG00000164744,256979,SUN3,2.524508666666667
ENSG00000154310,23043,TNIK,3.097456000000002
,101929626,LOC101929626,1.617165000000001
ENSG00000112276,11149,BVES,2.039041333333333
ENSG00000214652,442319,ZNF727,4.892851666666665
ENSG00000170542,5272,SERPINB9,-2.123998000000001
ENSG00000180530,8204,NRIP1,-2.022415
ENSG00000112308,81688,C6orf62,-1.796368000000001
ENSG00000110031,9404,LPXN,1.658306999999997
ENSG00000168404,197259,MLKL,-2.650867999999999
ENSG00000186026,342909,ZNF284,1.928479333333334
ENSG00000187105,399671,HEATR4,2.226215666666667
ENSG00000101057,4605,MYBL2,-1.688753
ENSG00000258884,105370623,LINC02321,2.612849666666667
ENSG00000043039,8538,BARX2,-1.832167666666669
ENSG00000180776,253832,ZDHHC20,-2.046023999999998
,100689074,POU6F2-AS2,2.070072333333334
ENSG00000132965,241,ALOX5AP,-2.156235666666669
ENSG00000077942,2192,FBLN1,-2.334820333333334
ENSG00000172197,154141,MBOAT1,-2.234518666666667
ENSG00000124151,8202,NCOA3,-1.610702666666666
ENSG00000235448,101929467,LURAP1L-AS1,3.702968333333334
ENSG00000124523,23408,SIRT5,2.155145999999998
ENSG00000091409,3655,ITGA6,-1.809276999999998
ENSG00000136854,6812,STXBP1,1.880861666666665
ENSG00000187098,4286,MITF,1.597343
ENSG00000251141,100506674,MRPS30-DT,1.589236666666665
,100507431,LINC02551,2.128473333333334
ENSG00000171401,3860,KRT13,-2.046983666666666
ENSG00000183741,23466,CBX6,2.290793666666668
ENSG00000162366,10158,PDZK1IP1,2.856022333333334
ENSG00000154122,56172,ANKH,-1.732672000000002
ENSG00000233527,101927599,ZNF529-AS1,2.841658666666668
ENSG00000197696,4828,NMB,-1.647904333333333
ENSG00000167637,284349,ZNF283,2.095392
ENSG00000119655,10577,NPC2,1.806940000000001
ENSG00000168952,29091,STXBP6,1.789826666666665
ENSG00000099994,56241,SUSD2,-1.625493666666666
ENSG00000132429,64208,POPDC3,2.387773666666665
ENSG00000124535,56897,WRNIP1,-1.789065333333334
ENSG00000137275,8737,RIPK1,-1.438924666666668
ENSG00000188283,163087,ZNF383,1.729137000000001
,101927574,LINC01186,1.636622666666667
ENSG00000196511,27010,TPK1,1.498462333333334
ENSG00000260873,6645,SNTB2,-1.611985666666669
ENSG00000010017,10048,RANBP9,1.394101666666664
ENSG00000065618,1308,COL17A1,-1.567764
ENSG00000108960,23531,MMD,2.486901
ENSG00000139278,11010,GLIPR1,1.617025666666663
ENSG00000186020,57711,ZNF529,1.506463666666667
ENSG00000104447,7227,TRPS1,1.682760333333333
ENSG00000184500,5627,PROS1,2.727442333333334
ENSG00000137177,63971,KIF13A,-1.559082666666668
ENSG00000119711,4329,ALDH6A1,1.605693333333333
ENSG00000140043,145482,PTGR2,1.518868
ENSG00000168077,51435,SCARA3,-1.386219
ENSG00000102699,143,PARP4,-1.942183333333334
ENSG00000139734,81624,DIAPH3,-1.949943999999999
ENSG00000200156,26832,RNU5B-1,4.915529666666665
ENSG00000187210,2650,GCNT1,1.829807666666666
ENSG00000259153,100506411,MAP3K9-DT,1.553685000000002
ENSG00000001460,90529,STPG1,1.519506333333333
ENSG00000171084,100125556,FAM86JP,1.766063999999997
ENSG00000165487,221154,MICU2,-1.769485
ENSG00000115008,3552,IL1A,-1.775275666666662
ENSG00000054598,2296,FOXC1,-2.088066000000003
ENSG00000277462,93474,ZNF670,1.559957666666667
ENSG00000073464,1183,CLCN4,1.497590666666664
ENSG00000171517,23566,LPAR3,-1.674586666666669
ENSG00000197646,80380,PDCD1LG2,1.377452333333332
ENSG00000076356,5362,PLXNA2,-2.012993333333335
ENSG00000118523,1490,CCN2,1.560541666666667
ENSG00000247134,105379362,LOC105379362,-1.931476333333333
ENSG00000157869,9364,RAB28,1.316681
ENSG00000187097,957,ENTPD5,1.665260333333332
ENSG00000145996,54901,CDKAL1,-1.705470333333333
ENSG00000101391,51654,CDK5RAP1,-1.413418333333333
ENSG00000256223,7556,ZNF10,2.110054999999998
ENSG00000099399,4113,MAGEB2,3.268515666666666
ENSG00000152229,9050,PSTPIP2,-1.536011333333334
ENSG00000142556,80110,ZNF614,-1.831467333333334
ENSG00000091844,26575,RGS17,1.468966
ENSG00000160932,4061,LY6E,-1.401098666666667
ENSG00000136122,79866,BORA,-2.378673333333333
ENSG00000139496,9818,NUP58,-1.544804333333335
ENSG00000101447,81610,FAM83D,-2.08474
ENSG00000123104,3709,ITPR2,-1.589036666666667
ENSG00000137449,132864,CPEB2,1.927499666666666
ENSG00000228742,111216280,LINC02577,1.579683
ENSG00000132964,1024,CDK8,-1.510782666666665
ENSG00000240602,201651,AADACP1,1.775775
ENSG00000180479,51276,ZNF571,2.531652666666665
ENSG00000111845,55003,PAK1IP1,-1.798624333333334
ENSG00000050344,9603,NFE2L3,-1.546759000000002
ENSG00000136261,28969,BZW2,-1.354988666666668
ENSG00000132823,51526,OSER1,-1.522257
ENSG00000086570,2196,FAT2,-1.583190666666666
ENSG00000137962,9411,ARHGAP29,1.437428000000002
ENSG00000149131,710,SERPING1,2.520188999999999
ENSG00000007062,8842,PROM1,1.586893999999998
,102724805,LOC102724805,1.405238999999999
ENSG00000183087,2621,GAS6,-1.453259
ENSG00000196781,7088,TLE1,1.398137333333334
ENSG00000179476,122525,C14orf28,1.582845666666668
ENSG00000124788,6310,ATXN1,2.280411333333333
ENSG00000135052,51280,GOLM1,1.940895000000005
ENSG00000170775,2861,GPR37,1.311734666666666
ENSG00000137364,7172,TPMT,-1.482110333333333
ENSG00000079691,55604,CARMIL1,-1.773052000000003
ENSG00000132470,3691,ITGB4,-1.798327
ENSG00000205659,91750,LIN52,1.858478333333334
ENSG00000147003,57393,CLTRN,2.627239
ENSG00000165480,221150,SKA3,-1.969150666666666
ENSG00000096654,7738,ZNF184,-1.712142666666668
ENSG00000085788,23259,DDHD2,-1.305760666666668
ENSG00000168209,54541,DDIT4,-2.177148666666666
ENSG00000120937,4879,NPPB,2.300961666666669
ENSG00000166128,51762,RAB8B,1.264475333333333
ENSG00000105048,7138,TNNT1,1.813252
ENSG00000187742,79048,SECISBP2,1.348158666666666
ENSG00000229876,101929244,CASC20,1.886501666666668
ENSG00000275714,8350,H3C1,-1.745352
ENSG00000085662,231,AKR1B1,1.572286333333336
ENSG00000004700,5965,RECQL,-1.558509666666664
ENSG00000115641,2274,FHL2,1.879096666666668
,101927746,EMSLR,-1.530331000000002
ENSG00000178852,124989,EFCAB13,2.673477666666666
ENSG00000149573,10205,MPZL2,-2.007371666666667
ENSG00000147180,7552,ZNF711,1.489132333333334
,105378912,LINC01357,1.757198999999998
ENSG00000135049,23287,AGTPBP1,1.294550666666668
ENSG00000172915,26960,NBEA,1.467106666666667
ENSG00000164619,168667,BMPER,1.534743333333334
ENSG00000178999,9212,AURKB,-1.509708333333336
ENSG00000087086,2512,FTL,1.524333333333335
ENSG00000226312,65072,CFLAR-AS1,1.464050000000001
ENSG00000165115,55582,KIF27,1.919206666666667
ENSG00000174792,152816,ODAPH,1.547634666666667
ENSG00000148082,53358,SHC3,1.886353000000001
ENSG00000224699,101410535,LAMTOR5-AS1,1.17078533333333
ENSG00000088836,83959,SLC4A11,-1.755718666666667
ENSG00000119725,57862,ZNF410,1.296965000000001
ENSG00000114446,55081,IFT57,1.47541333333333
ENSG00000145990,54438,GFOD1,1.926174666666668
ENSG00000167634,199713,NLRP7,-1.832553666666669
ENSG00000106733,54981,NMRK1,1.332555333333332
ENSG00000256043,1519,CTSO,1.924165000000001
ENSG00000103257,8140,SLC7A5,-1.308553333333332
ENSG00000205336,9289,ADGRG1,-1.173971666666666
ENSG00000177494,79413,ZBED2,-1.526365
ENSG00000172594,10924,SMPDL3A,1.869766333333331
ENSG00000072422,9886,RHOBTB1,1.396748999999999
ENSG00000188042,10123,ARL4C,-1.323195666666667
ENSG00000102098,10389,SCML2,1.462488
ENSG00000263327,202020,TAPT1-AS1,1.330844333333334
ENSG00000151012,23657,SLC7A11,1.182442666666663
ENSG00000164647,26872,STEAP1,1.433330333333333
ENSG00000275565,240,ALOX5,1.433913
ENSG00000172296,55304,SPTLC3,3.168634333333333
ENSG00000124610,3024,H1-1,-3.506602333333333
ENSG00000109756,9693,RAPGEF2,1.292031333333331
ENSG00000111802,51567,TDP2,-1.348572666666665
ENSG00000108561,708,C1QBP,-1.340424666666665
ENSG00000168591,79089,TMUB2,1.137573666666667
ENSG00000278175,389741,GLIDR,1.392212333333336
ENSG00000255647,731157,LOC731157,1.505054333333333
ENSG00000134363,10468,FST,-1.322914000000002
ENSG00000101311,55612,FERMT1,-1.660735333333333
ENSG00000214941,125150,ZSWIM7,1.237416333333332
ENSG00000213020,81856,ZNF611,-1.458899000000002
ENSG00000052841,55761,TTC17,1.335215333333331
ENSG00000112312,51053,GMNN,-1.519414
ENSG00000115884,6382,SDC1,-1.178112666666667
ENSG00000139505,9107,MTMR6,-2.066743
ENSG00000106366,5054,SERPINE1,1.529886666666666
ENSG00000102743,10166,SLC25A15,-1.248102000000001
ENSG00000165097,221656,KDM1B,-1.787628
ENSG00000138356,316,AOX1,1.960226333333332
ENSG00000010292,9918,NCAPD2,-1.204147000000001
ENSG00000165895,143872,ARHGAP42,1.347136666666667
ENSG00000166913,7529,YWHAB,-1.115391
ENSG00000168118,5867,RAB4A,-1.167330666666668
ENSG00000145604,6502,SKP2,-1.83435633333333
ENSG00000069482,51083,GAL,-1.328543666666667
ENSG00000175224,9776,ATG13,1.273899333333331
ENSG00000171931,10517,FBXW10,3.273419000000001
ENSG00000119636,80127,BBOF1,2.256476333333334
ENSG00000198959,7052,TGM2,-2.717791
ENSG00000197808,92283,ZNF461,1.291225999999999
ENSG00000048052,9734,HDAC9,1.122348666666664
ENSG00000132792,56259,CTNNBL1,-1.177937999999999
